Talk_2021.8.24 13:10-15.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 5월 28일 월요일
2018. 5. 28. 16:03, (알 수 없음) : 11일밤에갈까
2018. 6. 1. 15:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:57, 이석준 : 2년동안 힙합했다
2018. 6. 1. 15:57, 정우 : 힙합이네
2018. 6. 1. 15:57, 이석준 : ㄱ
2018. 6. 1. 15:57, 정우 : 궁금하면
2018. 6. 1. 15:57, 정우 : 면접때물어봐라
2018. 6. 1. 15:57, 정우 : 서류통과개꿀
2018. 6. 1. 15:57, 양우성 : ㄹㅇ 힙합으로쓰자
2018. 6. 1. 15:57, 정우 : 내인생으로는 장난안친다!
2018. 6. 1. 15:57, 정우 : 미안!
2018. 6. 1. 15:58, 이석준 : 노래제목으로
2018. 6. 1. 15:58, 이석준 : 자기소개
2018. 6. 1. 15:58, 이석준 : 에픽하이 선곡표
2018. 6. 1. 15:58, 이석준 : 처럼
2018. 6. 1. 15:58, 이석준 : 샵검색: #선곡표
2018. 6. 1. 15:59, (알 수 없음) : 와미안
2018. 6. 1. 15:59, (알 수 없음) : 너무허접해서
2018. 6. 1. 15:59, (알 수 없음) : 못보여주겟다
2018. 6. 1. 15:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:59, (알 수 없음) : 방학때이력서나
2018. 6. 1. 15:59, (알 수 없음) : 업데이트해야지...
2018. 6. 1. 15:59, 정우 : 님
2018. 6. 1. 15:59, (알 수 없음) : 네?
2018. 6. 1. 15:59, 정우 : 내놔
2018. 6. 1. 15:59, 이석준 : @빠충 공연보러가자
2018. 6. 1. 15:59, (알 수 없음) : 갠토크
2018. 6. 1. 15:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:59, 이석준 : @빠충 공연보러가자
2018. 6. 1. 15:59, 이석준 : @빠충 공연보러가자
2018. 6. 1. 15:59, 정우 : 뭔공연
2018. 6. 1. 15:59, 정우 : 오늘은누구임
2018. 6. 1. 16:00, 이석준 : 춤공연하던데
2018. 6. 1. 16:00, 이석준 : 학교에서
2018. 6. 1. 16:00, (알 수 없음) : 빠충따리빠충따
2018. 6. 1. 16:00, (알 수 없음) : 유우성따리
2018. 6. 1. 16:00, (알 수 없음) : 우성따리우성따랑가면되겟ㄴ0
2018. 6. 1. 16:00, 이석준 : 어
2018. 6. 1. 16:00, 이석준 : 우성이 ㄱ?
2018. 6. 1. 16:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:02, 정우 : 아 이력서는
2018. 6. 1. 16:02, 정우 : 내일하자
2018. 6. 1. 16:02, 정우 : 오늘은 공부한다
2018. 6. 1. 16:02, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:02, 경민 : 근데
2018. 6. 1. 16:02, 경민 : 약간
2018. 6. 1. 16:02, 경민 : 눈에보이는거
2018. 6. 1. 16:02, 경민 : 먼저해놓ㄴㄴ게
2018. 6. 1. 16:02, 경민 : 맘편하지않냐
2018. 6. 1. 16:02, 정우 : 이력서
2018. 6. 1. 16:02, 정우 : 쓸게없는데 근데
2018. 6. 1. 16:02, 정우 : ?
2018. 6. 1. 16:02, 정우 : 뭘했어야 이력이있지
2018. 6. 1. 16:02, 정우 : 시발
2018. 6. 1. 16:02, 양우성 : 춤뭔뎈ㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:02, 경민 : ㅠㅜ
2018. 6. 1. 16:02, 정우 : 술력서는 잘쓸자신있는데
2018. 6. 1. 16:02, 양우성 : 나 저녁에 술먹는다ㅎㅎ
2018. 6. 1. 16:02, 정우 : 13년
2018. 6. 1. 16:02, 경민 : 야
2018. 6. 1. 16:02, 정우 : 3월
2018. 6. 1. 16:02, 정우 : 술
2018. 6. 1. 16:02, 경민 : 양우성
2018. 6. 1. 16:03, 정우 : 4월
2018. 6. 1. 16:03, 정우 : 술
2018. 6. 1. 16:03, 경민 : 누구랑
2018. 6. 1. 16:03, 정우 : 5월
2018. 6. 1. 16:03, 정우 : 술
2018. 6. 1. 16:03, 경민 : 술마심
2018. 6. 1. 16:03, 정우 : 6월
2018. 6. 1. 16:03, 정우 : 술
2018. 6. 1. 16:03, 경민 : 언제사귐대체?
2018. 6. 1. 16:03, 양우성 : 고등학겨칭구
2018. 6. 1. 16:03, 경민 : 왜 안사겨
2018. 6. 1. 16:03, 경민 : ....
2018. 6. 1. 16:03, 정우 : 어장관리남
2018. 6. 1. 16:03, 양우성 : 아 정리했음..
2018. 6. 1. 16:03, 경민 : 아 하...
2018. 6. 1. 16:03, 정우 : ㅠ
2018. 6. 1. 16:03, 경민 : ㅇㅋ...
2018. 6. 1. 16:03, 경민 : ㅈㅅ
2018. 6. 1. 16:03, 경민 : 근데뭐
2018. 6. 1. 16:03, 정우 : 쩝
2018. 6. 1. 16:03, 경민 : 너가맘에안들어서
2018. 6. 1. 16:03, 경민 : 그케한거아님?
2018. 6. 1. 16:03, 경민 : 멀어서
2018. 6. 1. 16:03, 이석준 : 사랑해까지보내고
2018. 6. 1. 16:04, 정우 : 하긴멀면좀힘들지
2018. 6. 1. 16:04, 양우성 : 각이안나오긴함
2018. 6. 1. 16:04, 정우 : 그래도
2018. 6. 1. 16:04, 정우 : 나쁘네
2018. 6. 1. 16:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:04, 정우 : 미안
2018. 6. 1. 16:04, 정우 : ㅈㅅ
2018. 6. 1. 16:04, 양우성 : ㄴㄴ 나나쁨....
2018. 6. 1. 16:04, 양우성 : 개나쁨
2018. 6. 1. 16:04, 정우 : ㅇㅋ
2018. 6. 1. 16:04, 정우 : 그럼나쁨
2018. 6. 1. 16:04, 정우 : 태세전환오졌고
2018. 6. 1. 16:04, 양우성 : 일욜날 다른애봄
2018. 6. 1. 16:04, 정우 : ;;;;;
2018. 6. 1. 16:04, 양우성 : ㄹㅇ나쁨..
2018. 6. 1. 16:04, 정우 : 형
2018. 6. 1. 16:04, 정우 : 어장관리남 맞네
2018. 6. 1. 16:04, 정우 : ;;;;
2018. 6. 1. 16:04, 정우 : 문어임?
2018. 6. 1. 16:04, 양우성 : 이모티콘 
2018. 6. 1. 16:05, 정우 : 이모티콘 
2018. 6. 1. 16:05, 정우 : 아
2018. 6. 1. 16:05, 정우 : 진짜개핵귀찮네
2018. 6. 1. 16:06, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:06, 경민 : 나뿌ㅏㄷ
2018. 6. 1. 16:08, 경민 : 아심심해
2018. 6. 1. 16:08, 경민 : 엉덩이아프다
2018. 6. 1. 16:08, 양우성 : 엉아
2018. 6. 1. 16:08, 정우 : 엉아야
2018. 6. 1. 16:08, 정우 : 아
2018. 6. 1. 16:08, 정우 : 빨리술먹고싶다
2018. 6. 1. 16:08, 정우 : 오늘은 뭐마시지
2018. 6. 1. 16:08, 양우성 : 소주
2018. 6. 1. 16:08, 경민 : 와인
2018. 6. 1. 16:08, 정우 : 뉴캐슬갈꺼임
2018. 6. 1. 16:08, 정우 : 거기서 뭐마실까
2018. 6. 1. 16:08, 정우 : 한건데
2018. 6. 1. 16:08, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:09, 경민 : 머리아프다
2018. 6. 1. 16:09, 경민 : 퇴근하고싶다
2018. 6. 1. 16:09, 경민 : 퇴근따리퇴근따
2018. 6. 1. 16:10, 정우 : 뭐먹지
2018. 6. 1. 16:10, (알 수 없음) : 와미친
2018. 6. 1. 16:10, 정우 : 잭다니엘
2018. 6. 1. 16:10, (알 수 없음) : 우성이
2018. 6. 1. 16:10, 정우 : 마실까
2018. 6. 1. 16:10, (알 수 없음) : 뚝딱해야함 ㅅㅂ
2018. 6. 1. 16:10, (알 수 없음) : 개문어네!
2018. 6. 1. 16:10, 정우 : 뚝딱
2018. 6. 1. 16:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:11, 정우 : 아뚝딱존나웃겨
2018. 6. 1. 16:11, 정우 : 뚝배기 딱!
2018. 6. 1. 16:11, 정우 : ㅅㅂ
2018. 6. 1. 16:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:11, (알 수 없음) : 뚝딱
2018. 6. 1. 16:11, (알 수 없음) : ㄹㅇ
2018. 6. 1. 16:11, (알 수 없음) : 세거ㅏㅇ이ㅕㅇ
2018. 6. 1. 16:11, 양우성 : 아 인정..
2018. 6. 1. 16:11, (알 수 없음) : 이번년도웃음
2018. 6. 1. 16:11, (알 수 없음) : 이다
2018. 6. 1. 16:11, 양우성 : 뚝딱 오지넼ㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:11, 정우 : 뚝딱
2018. 6. 1. 16:11, 정우 : 어감
2018. 6. 1. 16:11, 정우 : 개찰짐
2018. 6. 1. 16:11, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:11, 경민 : 뚝딱!
2018. 6. 1. 16:12, 경민 : 야오재훈
2018. 6. 1. 16:12, 경민 : 나약간
2018. 6. 1. 16:12, 경민 : 섭섭하네
2018. 6. 1. 16:12, (알 수 없음) : 왬마
2018. 6. 1. 16:12, (알 수 없음) : !
2018. 6. 1. 16:12, 경민 : 이번년도웃음
2018. 6. 1. 16:12, (알 수 없음) : 아니
2018. 6. 1. 16:12, 경민 : ㅋㅏ드뮴아니엇냐....
2018. 6. 1. 16:12, (알 수 없음) : 세광이형꺼중에
2018. 6. 1. 16:12, (알 수 없음) : 마
2018. 6. 1. 16:12, 경민 : 아하!ㅇㅋ
2018. 6. 1. 16:12, (알 수 없음) : 그거랑은
2018. 6. 1. 16:12, 정우 : 카드뮴
2018. 6. 1. 16:12, 정우 : ㅅㅂ
2018. 6. 1. 16:12, (알 수 없음) : 비교가
2018. 6. 1. 16:12, (알 수 없음) : 안되지
2018. 6. 1. 16:12, (알 수 없음) : 아시바
2018. 6. 1. 16:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:12, (알 수 없음) : 버스에서겁자기
2018. 6. 1. 16:12, 정우 : 카드뮴 ㄹㅇ
2018. 6. 1. 16:12, 경민 : 이모티콘 
2018. 6. 1. 16:12, (알 수 없음) : 또터짐 ㅅㅂ
2018. 6. 1. 16:12, (알 수 없음) : ㅠㅠㅠㅜㅜㅜㅜㅠㅠㅠㅠ
2018. 6. 1. 16:12, 정우 : 아직
2018. 6. 1. 16:12, (알 수 없음) : 혼자
2018. 6. 1. 16:12, 정우 : 전반기지만
2018. 6. 1. 16:12, (알 수 없음) : 시바함박웃음짓는중
2018. 6. 1. 16:12, 정우 : 카드뮴은 18년도 1등예약
2018. 6. 1. 16:12, 정우 : ㄹㅇ
2018. 6. 1. 16:12, (알 수 없음) : ㄹㅇ
2018. 6. 1. 16:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:12, 정우 : 나도
2018. 6. 1. 16:12, 정우 : 카페구석에서
2018. 6. 1. 16:12, 정우 : 존나쪼개고있다
2018. 6. 1. 16:12, 경민 : 이모티콘 
2018. 6. 1. 16:12, 정우 : ㄹㅇ
2018. 6. 1. 16:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:13, 정우 : 아 이제
2018. 6. 1. 16:13, (알 수 없음) : 아개웃겨
2018. 6. 1. 16:13, 정우 : 카드뮴이란 단어만봐도 존나웃겨
2018. 6. 1. 16:13, (알 수 없음) : ㄹㅇ
2018. 6. 1. 16:13, 정우 : 왜처먹어 그걸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:13, 정우 : 아씨바 또웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:13, 경민 : ㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:13, (알 수 없음) : 찾아보고옴
2018. 6. 1. 16:13, (알 수 없음) : 현장감느끼고온다 시벌
2018. 6. 1. 16:13, 정우 : 아 미친 진짜
2018. 6. 1. 16:13, 경민 : 샵검색: #카드뮴 어디에
2018. 6. 1. 16:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:13, 정우 : 나도보고올래
2018. 6. 1. 16:13, 경민 : 몸에안좋데
2018. 6. 1. 16:14, (알 수 없음) : 사진
2018. 6. 1. 16:14, (알 수 없음) : 사진
2018. 6. 1. 16:14, (알 수 없음) : 밑에부터봐야하네
2018. 6. 1. 16:15, (알 수 없음) : 아족터지네진ㅉ
2018. 6. 1. 16:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:15, 경민 : 잘햇네.....
2018. 6. 1. 16:15, (알 수 없음) : 아진짜
2018. 6. 1. 16:15, (알 수 없음) : 족터진다
2018. 6. 1. 16:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:16, 정우 : 아진짜
2018. 6. 1. 16:16, 정우 : 어케
2018. 6. 1. 16:16, 정우 : 저런발상을하지
2018. 6. 1. 16:16, 정우 : 먹는다니
2018. 6. 1. 16:16, (알 수 없음) : 레얼루
2018. 6. 1. 16:16, 정우 : 아무리급해도
2018. 6. 1. 16:16, 정우 : 먹는다니
2018. 6. 1. 16:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:16, 정우 : 아진짜봐도봐도 존나웃기다
2018. 6. 1. 16:16, 양우성 : 카드뮴먹고 시작하자
2018. 6. 1. 16:16, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:16, 정우 : 카드뮴이라는 칵테일개발해줌
2018. 6. 1. 16:17, 정우 : 존나 회색빛깔
2018. 6. 1. 16:17, 경민 : 굳
2018. 6. 1. 16:17, 경민 : 오
2018. 6. 1. 16:17, 경민 : 야
2018. 6. 1. 16:17, 경민 : 술집
2018. 6. 1. 16:17, 경민 : ㅊㅏ려서
2018. 6. 1. 16:17, 경민 : 약간
2018. 6. 1. 16:17, 경민 : 이름 다 그따구로짓자
2018. 6. 1. 16:17, 경민 : 원소기호로
2018. 6. 1. 16:17, 정우 : 카드뮴?
2018. 6. 1. 16:17, 정우 : 베릴륨?
2018. 6. 1. 16:17, 정우 : 이딴거?
2018. 6. 1. 16:17, 정우 : 베릴륨 있냐 근데
2018. 6. 1. 16:17, 정우 : 뭐하튼
2018. 6. 1. 16:17, 경민 : 베릴륨은
2018. 6. 1. 16:17, 경민 : 존나빨간빛일거같아
2018. 6. 1. 16:18, 정우 : 그치
2018. 6. 1. 16:18, 정우 : 아시발뭐임 왜 4시18분?
2018. 6. 1. 16:18, 경민 : ㅋㅊㅌㅋㅋㅋ
2018. 6. 1. 16:18, (알 수 없음) : 오좋다
2018. 6. 1. 16:18, (알 수 없음) : 미친
2018. 6. 1. 16:18, (알 수 없음) : 야
2018. 6. 1. 16:18, (알 수 없음) : 발상존나좋아...
2018. 6. 1. 16:18, 이석준 : 메이플했어야지
2018. 6. 1. 16:18, (알 수 없음) : 화학에서뭔가아이디어를얻고싶다
2018. 6. 1. 16:19, 양우성 : 메이플30분하고남앗겟당
2018. 6. 1. 16:21, 경민 : 근데
2018. 6. 1. 16:21, 경민 : 이과밖에안올듯
2018. 6. 1. 16:21, 경민 : 그런술집하면
2018. 6. 1. 16:21, 경민 : 뭐이딴술집이다있어씨버
2018. 6. 1. 16:21, 경민 : 헐
2018. 6. 1. 16:21, 경민 : 반전
2018. 6. 1. 16:21, 경민 : 사진
2018. 6. 1. 16:21, 경민 : 이색깔이엇어
2018. 6. 1. 16:22, (알 수 없음) : 크
2018. 6. 1. 16:22, (알 수 없음) : 존예다
2018. 6. 1. 16:22, (알 수 없음) : 아님
2018. 6. 1. 16:22, (알 수 없음) : 그래도올듯
2018. 6. 1. 16:23, (알 수 없음) : 이쁘네색깔
2018. 6. 1. 16:23, 경민 : 그러니까말이야
2018. 6. 1. 16:23, (알 수 없음) : 화테일
2018. 6. 1. 16:23, (알 수 없음) : 륨테닐
2018. 6. 1. 16:23, 경민 : 술집이름
2018. 6. 1. 16:23, (알 수 없음) : 륨튬뮴
2018. 6. 1. 16:23, 경민 : 위원소
2018. 6. 1. 16:23, (알 수 없음) : 술집이름 륨튬뮴가자
2018. 6. 1. 16:23, 경민 : 륨튬뮴발음
2018. 6. 1. 16:23, 경민 : 존나어려워
2018. 6. 1. 16:23, 경민 : ㅁㅁㅁ
2018. 6. 1. 16:23, 경민 : 가자
2018. 6. 1. 16:23, 정우 : ㄹㅌㅁ
2018. 6. 1. 16:23, 경민 : 그리고
2018. 6. 1. 16:23, 경민 : 입장시
2018. 6. 1. 16:23, 경민 : 아니
2018. 6. 1. 16:23, 경민 : 퇴장시
2018. 6. 1. 16:23, 경민 : 술취해있을거아니야
2018. 6. 1. 16:24, 경민 : 원소기호대기 게임해서
2018. 6. 1. 16:24, 경민 : 이기면
2018. 6. 1. 16:24, 경민 : 한잔서비스
2018. 6. 1. 16:24, 양우성 : 이과생들한테
2018. 6. 1. 16:24, 양우성 : 인기쩔듯
2018. 6. 1. 16:24, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:24, 경민 : 화학과애들
2018. 6. 1. 16:24, 경민 : 야오늘
2018. 6. 1. 16:24, 경민 : 륨튬뮴ㄱ?
2018. 6. 1. 16:25, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:25, Sekwang Ludan : 아 졸라웃겨
2018. 6. 1. 16:25, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:25, 양우성 : 경민 카드뮴ㄱ
2018. 6. 1. 16:25, 경민 : 오늘저녁
2018. 6. 1. 16:25, 경민 : 배터리
2018. 6. 1. 16:25, 경민 : 간드악
2018. 6. 1. 16:25, 경민 : 이타이이타이 가즈아
2018. 6. 1. 16:25, 양우성 : 맛나겟다아
2018. 6. 1. 16:25, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:25, 양우성 : 이따이
2018. 6. 1. 16:25, (알 수 없음) : ㅅㅂ
2018. 6. 1. 16:25, (알 수 없음) : 존나웃기넼ㅋㅋㅋㅋㅋ
2018. 6. 1. 16:25, (알 수 없음) : 경미니
2018. 6. 1. 16:25, (알 수 없음) : 카드뮴먹을수잇네이제
2018. 6. 1. 16:26, 양우성 : 존나좋은아이디언데
2018. 6. 1. 16:26, 양우성 : 술집장사잘되겟다
2018. 6. 1. 16:26, 경민 : 카드뮴만드러주라쥬
2018. 6. 1. 16:27, (알 수 없음) : 존나
2018. 6. 1. 16:27, (알 수 없음) : 힙하다고
2018. 6. 1. 16:28, (알 수 없음) : 페북레바로뜰각
2018. 6. 1. 16:28, (알 수 없음) : 지금
2018. 6. 1. 16:28, (알 수 없음) : 1바텐더한명뽑아서 자체칵테일바
2018. 6. 1. 16:28, (알 수 없음) : 가면
2018. 6. 1. 16:28, (알 수 없음) : 조릴듯
2018. 6. 1. 16:28, 경민 : 진짜
2018. 6. 1. 16:28, 경민 : 갠차는데
2018. 6. 1. 16:28, (알 수 없음) : ㄹㅇ장사잘될각
2018. 6. 1. 16:28, (알 수 없음) : 힙함 ㅇㅈ
2018. 6. 1. 16:28, 경민 : 페북에뜨면
2018. 6. 1. 16:28, (알 수 없음) : 연구실분위기
2018. 6. 1. 16:28, 경민 : 장사우선잘댄다
2018. 6. 1. 16:28, (알 수 없음) : ㄹㅇ
2018. 6. 1. 16:28, (알 수 없음) : 비커에
2018. 6. 1. 16:28, 양우성 : 우리끼리돈모아서
2018. 6. 1. 16:28, (알 수 없음) : 칵테일주고
2018. 6. 1. 16:28, 양우성 : 창업ㄱㄱ
2018. 6. 1. 16:28, (알 수 없음) : 삼각플라스크
2018. 6. 1. 16:28, 경민 : 오
2018. 6. 1. 16:28, 양우성 : 알코올램프도
2018. 6. 1. 16:28, 경민 : 제조법주고
2018. 6. 1. 16:28, 경민 : 만들어먹으라해
2018. 6. 1. 16:28, 경민 : ㅋㅋㅋㅋ
2018. 6. 1. 16:28, (알 수 없음) : ㅅㅂ
2018. 6. 1. 16:28, 경민 : 1 2 3 을 넣으면
2018. 6. 1. 16:28, 경민 : 됩니다
2018. 6. 1. 16:28, 양우성 : 알코올램프에 분위기잇게
2018. 6. 1. 16:28, (알 수 없음) : ㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:28, 경민 : 설명서
2018. 6. 1. 16:28, 양우성 : 불붙이자
2018. 6. 1. 16:28, (알 수 없음) : 그러다
2018. 6. 1. 16:28, 경민 : 칵테일
2018. 6. 1. 16:29, 경민 : 만들어두세욥!
2018. 6. 1. 16:29, (알 수 없음) : 난리날듓
2018. 6. 1. 16:29, 경민 : 인건비감소
2018. 6. 1. 16:29, (알 수 없음) : 개존잼각이네
2018. 6. 1. 16:29, 경민 : 개꿀
2018. 6. 1. 16:29, 정우 : 정량재료만 주고
2018. 6. 1. 16:29, 정우 : 개꿀
2018. 6. 1. 16:29, (알 수 없음) : 만들어먹는
2018. 6. 1. 16:29, 양우성 : 와시바
2018. 6. 1. 16:29, (알 수 없음) : 칵테일바
2018. 6. 1. 16:29, 경민 : 비율은
2018. 6. 1. 16:29, 양우성 : 개쩐다
2018. 6. 1. 16:29, 경민 : 시크릿
2018. 6. 1. 16:29, (알 수 없음) : 개꿀각
2018. 6. 1. 16:29, 양우성 : 아이템개쩐다
2018. 6. 1. 16:29, 경민 : 여기카드뮴하나요~~~~~
2018. 6. 1. 16:29, 경민 : 카드뮴에 hot 붙여주라쥬
2018. 6. 1. 16:29, (알 수 없음) : ㄹㅇ
2018. 6. 1. 16:29, 경민 : 아이폰쓰는사람 https://itunes.apple.com/kr/app/vivino-wine-made-easy/id414461255?mt=8
2018. 6. 1. 16:29, (알 수 없음) : 뜨거운칵테일
2018. 6. 1. 16:29, 경민 : 이거깔아주라
2018. 6. 1. 16:29, (알 수 없음) : 먹고싶으면
2018. 6. 1. 16:29, (알 수 없음) : 바로
2018. 6. 1. 16:30, (알 수 없음) : 알코올램프!
2018. 6. 1. 16:30, (알 수 없음) : 밧델20포남앗다ㅠ
2018. 6. 1. 16:30, 양우성 : 그 알코올램프끌때
2018. 6. 1. 16:30, 양우성 : 검정색덮개
2018. 6. 1. 16:30, 경민 : 가격대별 와인을 알려쥰대 평가조은거
2018. 6. 1. 16:30, 경민 : 어
2018. 6. 1. 16:30, 경민 : ㅋㅋㅋㅋ
2018. 6. 1. 16:30, 양우성 : 개빨리닫아야하는거알지
2018. 6. 1. 16:30, 경민 : 오른쪽부터
2018. 6. 1. 16:30, 경민 : 살포시
2018. 6. 1. 16:30, 경민 : 닫아야하잔아
2018. 6. 1. 16:30, 경민 : 한번닫고열고
2018. 6. 1. 16:30, 경민 : 또닫아야함
2018. 6. 1. 16:30, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:30, (알 수 없음) : 나그거무서어서
2018. 6. 1. 16:30, 양우성 : 가스빠져나가게
2018. 6. 1. 16:30, (알 수 없음) : 한번도해본적업다;
2018. 6. 1. 16:30, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 16:30, 양우성 : 다시열엇다가
2018. 6. 1. 16:30, 양우성 : 마자
2018. 6. 1. 16:30, 경민 : ㅁㅈ
2018. 6. 1. 16:31, (알 수 없음) : 맨날끄는애만끔
2018. 6. 1. 16:31, 경민 : 초딩때
2018. 6. 1. 16:31, 경민 : 너네
2018. 6. 1. 16:31, 양우성 : 와 창업아이템지린다
2018. 6. 1. 16:31, 경민 : 그거생각남?
