Talk_2021.8.24 13:11-88.txt
저장한 날짜 : 2021. 8. 24. 13:14



2021년 8월 9일 월요일
2021. 8. 9. 08:27, 원준오빠 : 나도모르게 든든댄스 든든대앤 든든댄
2021. 8. 14. 18:44, abyss오재 : ㄱㅅㄱ
2021. 8. 14. 18:46, 부그뷰 : 사진
2021. 8. 14. 18:47, 부그뷰 : 링크타고 들어가서 휴대폰인증하고
2021. 8. 14. 18:47, 부그뷰 : 날짜랑 장소정해서 예약하면댐
2021. 8. 14. 18:47, 부그뷰 : 이거근데여기서받은사진인거같은데
2021. 8. 14. 18:47, 부그뷰 : 난 오늘아침에 함 ㅎㅎ
2021. 8. 14. 18:48, 부그뷰 : 사진
2021. 8. 14. 18:49, abyss오재 : 오홍
2021. 8. 14. 18:49, abyss오재 : 땡쓰얼랏
2021. 8. 14. 18:49, abyss오재 : 이따해ㅑㅇ지
2021. 8. 14. 18:53, 원준오빠 : 초바뵤ㅣ팀
2021. 8. 14. 19:29, abyss오재 : ?
2021. 8. 14. 19:29, abyss오재 : 초밥시켯다고
2021. 8. 14. 19:30, abyss오재 : 존나맛잇겟넴
2021. 8. 14. 19:30, abyss오재 : 아배가하나도안고픈데뭘먹고싶어
2021. 8. 14. 19:30, abyss오재 : 이거리얼살찌겟다는소리지
2021. 8. 14. 19:30, 정우 : ㅇㅇ
2021. 8. 14. 19:30, abyss오재 : 휴
2021. 8. 14. 19:30, abyss오재 : 태연봐야하는데
2021. 8. 14. 19:30, abyss오재 : 오늘게스트누구지
2021. 8. 14. 19:31, 정우 : 레벨
2021. 8. 14. 19:32, abyss오재 : 아맞다
2021. 8. 14. 19:32, 정우 : 아근데
2021. 8. 14. 19:32, abyss오재 : 조이예리나오지
2021. 8. 14. 19:32, abyss오재 : ㅇㅇ
2021. 8. 14. 19:32, abyss오재 : 개잠온다갑자기
2021. 8. 14. 19:32, 정우 : 나도뭐먹고싶긴하네
2021. 8. 14. 19:32, 정우 : 이번주부터
2021. 8. 14. 19:32, abyss오재 : 곱창먹고싶다
2021. 8. 14. 19:32, 정우 : epl
2021. 8. 14. 19:32, 정우 : 다시한다
2021. 8. 14. 19:32, abyss오재 : 새벽에바쁘겟네
2021. 8. 14. 19:32, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:32, 정우 : 결과나 보는거지 이제
2021. 8. 14. 19:33, 정우 : 요즘 운동안해서 축구팀톡방 개조용했는데
2021. 8. 14. 19:33, 정우 : 간만에 시끄럽겠군
2021. 8. 14. 19:38, 빠충 : 아배불러
2021. 8. 14. 19:42, abyss오재 : ㅋㅋㅋㅋ
2021. 8. 14. 19:42, abyss오재 : 아놀토봐야하는데
2021. 8. 14. 19:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:42, 정우 : 왜안봄
2021. 8. 14. 19:42, 정우 : 태연시작부터
2021. 8. 14. 19:42, 정우 : 개웃기네
2021. 8. 14. 19:43, abyss오재 : 아쉬못봅
2021. 8. 14. 19:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:43, 정우 : 스포안하고
2021. 8. 14. 19:43, 정우 : 조용히있는다
2021. 8. 14. 19:44, 정우 : 등장 존나웃기다고ㅠ
2021. 8. 14. 19:44, abyss오재 : 다시처음부터봐야지
2021. 8. 14. 19:48, abyss오재 : ㅅㅂ미숙한존
2021. 8. 14. 19:48, abyss오재 : ㅠ
2021. 8. 14. 19:49, 정우 : 와 어향동고가 뭐야
2021. 8. 14. 19:49, 정우 : 저거 신기하내
2021. 8. 14. 19:50, abyss오재 : 샵검색 : #어향동고
2021. 8. 14. 19:50, 정우 : 샵검색 : #어향동고
2021. 8. 14. 19:51, 정우 : 버섯에 새우라니
2021. 8. 14. 19:51, 정우 : 도랐고
2021. 8. 14. 19:51, abyss오재 : 너무조화;?;
2021. 8. 14. 19:51, abyss오재 : 대한곱착
2021. 8. 14. 19:51, abyss오재 : 김영재밥제대로조지고오려나
2021. 8. 14. 19:51, abyss오재 : ㄱㅇㅈ 술몇별사오라ㅘ지
2021. 8. 14. 19:51, abyss오재 : 흠
2021. 8. 14. 19:51, 정우 : 6병
2021. 8. 14. 19:51, abyss오재 : ㄱㅇㅈ
2021. 8. 14. 19:51, abyss오재 : 요새못달린대
2021. 8. 14. 19:51, 정우 : ㅠ
2021. 8. 14. 19:51, 정우 : 그럼
2021. 8. 14. 19:51, 정우 : 4병
2021. 8. 14. 19:51, abyss오재 : ㅇㅋ
2021. 8. 14. 19:51, 정우 : 3대1로
2021. 8. 14. 19:51, 정우 : 먹으샘
2021. 8. 14. 19:52, abyss오재 : 나도근데못달리는데
2021. 8. 14. 19:52, 정우 : 넌왜
2021. 8. 14. 19:52, abyss오재 : 슬잠오내
2021. 8. 14. 19:52, abyss오재 : 몰라오늘간만에집에잇엇더니
2021. 8. 14. 19:52, abyss오재 : ㅗㅡ좋네
2021. 8. 14. 19:52, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:52, 정우 : ㅇㅈ;;;;
2021. 8. 14. 19:52, abyss오재 : 화장실청소한다고
2021. 8. 14. 19:52, abyss오재 : 락스
2021. 8. 14. 19:52, abyss오재 : 손에살짝묻엇는데손에서
2021. 8. 14. 19:52, abyss오재 : 락냄안업엊누
2021. 8. 14. 19:53, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:54, 정우 : 뭐라는겨ㅅㅂ
2021. 8. 14. 19:54, abyss오재 : 술한잔하자며
2021. 8. 14. 19:54, abyss오재 : ;,?;,?
2021. 8. 14. 19:54, abyss오재 : ㅇㅋ
2021. 8. 14. 19:54, abyss오재 : 바로 ㅇㅋ
2021. 8. 14. 19:54, abyss오재 : 술한잔하자며,?
2021. 8. 14. 19:54, abyss오재 : ㅇㅋ
2021. 8. 14. 19:54, 정우 : ?
2021. 8. 14. 19:54, abyss오재 : 술한잔하자며
2021. 8. 14. 19:54, 정우 : 오
2021. 8. 14. 19:54, 정우 : ㄹㅇ나오네
2021. 8. 14. 19:54, 정우 : 난진짜
2021. 8. 14. 19:54, 정우 : 한글자도 못알아먹었는대
2021. 8. 14. 19:55, 정우 : 집에 가만히있는데
2021. 8. 14. 19:55, 정우 : 갑자기 홍삼냄새남
2021. 8. 14. 19:55, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:55, abyss오재 : 홍삼게임한판하셈
2021. 8. 14. 19:56, abyss오재 : 한해삐졌어
2021. 8. 14. 19:56, abyss오재 : ㅠ
2021. 8. 14. 19:57, abyss오재 : ㅅㅂ
2021. 8. 14. 19:57, abyss오재 : 아킹받네래
2021. 8. 14. 19:57, 정우 : 킹받네
2021. 8. 14. 19:57, abyss오재 : ㅁㅊ
2021. 8. 14. 19:57, 정우 : 존나웃기더고
2021. 8. 14. 19:57, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:57, 정우 : 태연오프닝도
2021. 8. 14. 19:57, 정우 : 저거였음
2021. 8. 14. 19:57, 정우 : ㅅㅂ
2021. 8. 14. 19:57, 정우 : 키랑
2021. 8. 14. 19:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:57, 정우 : 아오늘 왜저래ㅅㅂ
2021. 8. 14. 19:57, abyss오재 : 킹받는놈
2021. 8. 14. 19:58, abyss오재 : ㅠ
2021. 8. 14. 19:58, abyss오재 : 개웃기네
2021. 8. 14. 19:58, 정우 : 근데 조이랑
2021. 8. 14. 19:58, abyss오재 : 아
2021. 8. 14. 19:58, abyss오재 : ㅇㅇ
2021. 8. 14. 19:58, 정우 : 킹받네랑
2021. 8. 14. 19:58, 정우 : 너무잘어울려ㅅㅂ
2021. 8. 14. 19:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:58, abyss오재 : 챨땩
2021. 8. 14. 19:58, abyss오재 : 예리왜저래
2021. 8. 14. 19:58, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:59, abyss오재 : 아
2021. 8. 14. 19:59, abyss오재 : 오
2021. 8. 14. 19:59, abyss오재 : 일분남앗내
2021. 8. 14. 19:59, abyss오재 : 폰으로해야지
2021. 8. 14. 19:59, 원준오빠 : ㄱ?
2021. 8. 14. 19:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:59, 정우 : ㅁㅊ
2021. 8. 14. 19:59, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 19:59, 정우 : 아니 놀토오늘
2021. 8. 14. 19:59, 정우 : 킹데이네
2021. 8. 14. 20:10, abyss오재 : 사진
2021. 8. 14. 20:10, abyss오재 : 갸꿀수욜로잡음;;
2021. 8. 14. 20:11, abyss오재 : 수욜날쉰다
2021. 8. 14. 20:11, abyss오재 : 근데왜확인문자같은게안오지
2021. 8. 14. 20:11, abyss오재 : 된거맞나
2021. 8. 14. 20:12, 정우 : 올
2021. 8. 14. 20:12, 정우 : ㅊㅋㅊㅋ
2021. 8. 14. 20:12, abyss오재 : 그냥쉽게되는데?
2021. 8. 14. 20:12, abyss오재 : 많은듯
2021. 8. 14. 20:14, abyss오재 : 아근데확인어케하지정말
2021. 8. 14. 20:14, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:14, 원준오빠 : ㅊㅋㅊㅋ
2021. 8. 14. 20:15, 원준오빠 : 오 경희대
2021. 8. 14. 20:15, 원준오빠 : 내 앞마당이었는데
2021. 8. 14. 20:15, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:15, abyss오재 : 경희대 ㅇㅈㅇㅈ
2021. 8. 14. 20:26, abyss오재 : 맞추고싶다
2021. 8. 14. 20:26, abyss오재 : 간겜다맞출래
2021. 8. 14. 20:27, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:27, 정우 : 어려운데
2021. 8. 14. 20:27, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:27, abyss오재 : 대전개웃겨
2021. 8. 14. 20:27, abyss오재 : ㅅㅂ
2021. 8. 14. 20:27, abyss오재 : 대전퍼포머
2021. 8. 14. 20:27, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:27, abyss오재 : 옷왜케잘어울리냐
2021. 8. 14. 20:27, abyss오재 : 몸존나젛네
2021. 8. 14. 20:27, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 8. 14. 20:27, abyss오재 : 키 ㅅㅂ
2021. 8. 14. 20:27, abyss오재 : 강북멋쟁이구나
2021. 8. 14. 20:27, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:27, 정우 : 아
2021. 8. 14. 20:27, 정우 : ㅁㅊ
2021. 8. 14. 20:27, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:29, 정우 : 아 어렵네
2021. 8. 14. 20:29, 정우 : ㄹㄴ
2021. 8. 14. 20:29, 정우 : ㄹㅇ
2021. 8. 14. 20:30, 정우 : 아이건쉽지
2021. 8. 14. 20:30, 정우 : 이모티콘 
2021. 8. 14. 20:30, abyss오재 : 섹시러브
2021. 8. 14. 20:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:31, 정우 : 졸귀네
2021. 8. 14. 20:31, abyss오재 : 우쉬오늘태연뭐핫때만게ㅗㄱ놓치네
2021. 8. 14. 20:31, abyss오재 : 엌
2021. 8. 14. 20:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:31, abyss오재 : 에프엑스
2021. 8. 14. 20:32, 정우 : 무ㅗ하냐
2021. 8. 14. 20:32, abyss오재 : 엌
2021. 8. 14. 20:32, 정우 : 뭐하냐
2021. 8. 14. 20:32, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:32, abyss오재 : 코드돌리다가 ㅜ
2021. 8. 14. 20:32, 정우 : ㅇㅎ
2021. 8. 14. 20:32, abyss오재 : 영재랑
2021. 8. 14. 20:32, abyss오재 : 다섯병갈기기로
2021. 8. 14. 20:32, abyss오재 : 합의함
2021. 8. 14. 20:32, 정우 : 굿
2021. 8. 14. 20:33, 정우 : 한잔해
2021. 8. 14. 20:33, 정우 : ㅅㅂ
2021. 8. 14. 20:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:33, abyss오재 : 핮잔해
2021. 8. 14. 20:33, abyss오재 : 한잔해한잔해
2021. 8. 14. 20:33, abyss오재 : 갈때까지
2021. 8. 14. 20:33, abyss오재 : 달려
2021. 8. 14. 20:33, abyss오재 : 보자
2021. 8. 14. 20:33, abyss오재 : 한잔해
2021. 8. 14. 20:33, abyss오재 : ~~~~~~~~~~~~
2021. 8. 14. 20:33, 정우 : 존나웃기내
2021. 8. 14. 20:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:34, 정우 : 러시안룰렛
2021. 8. 14. 20:34, abyss오재 : 이건
2021. 8. 14. 20:34, abyss오재 : 팀명두개잔아
2021. 8. 14. 20:34, abyss오재 : ㅠ
2021. 8. 14. 20:34, abyss오재 : 샵검색 : #러시안 룰렛
2021. 8. 14. 20:34, 정우 : 샵검색 : #러시안룰렛
2021. 8. 14. 20:34, abyss오재 : 갸명곡무시하누 ㅠ
2021. 8. 14. 20:34, 정우 : 와씨
2021. 8. 14. 20:34, 정우 : 어케알아
2021. 8. 14. 20:34, abyss오재 : 좋음
2021. 8. 14. 20:34, abyss오재 : 저노래
2021. 8. 14. 20:35, abyss오재 : 키존잘이야
2021. 8. 14. 20:35, abyss오재 : 진짜
2021. 8. 14. 20:35, abyss오재 : ㅅㅂ
2021. 8. 14. 20:35, 정우 : ㄹㅇ
2021. 8. 14. 20:35, 정우 : 춤
2021. 8. 14. 20:35, 정우 : 존나
2021. 8. 14. 20:35, abyss오재 : 기억력무슨일
2021. 8. 14. 20:35, 정우 : 봐도봐도신기
2021. 8. 14. 20:35, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:35, abyss오재 : 대전아저씨ㅠ
2021. 8. 14. 20:35, 정우 : 말해뭐해
2021. 8. 14. 20:35, abyss오재 : 말해뭐해가몬노래임
2021. 8. 14. 20:35, 정우 : 케이윌
2021. 8. 14. 20:35, abyss오재 : 아
2021. 8. 14. 20:35, abyss오재 : ㅁㅊ
2021. 8. 14. 20:35, abyss오재 : 그
2021. 8. 14. 20:35, abyss오재 : 김경민
2021. 8. 14. 20:36, abyss오재 : 배경음
2021. 8. 14. 20:36, abyss오재 : 이년동안같은노래염ㅅ던
2021. 8. 14. 20:36, abyss오재 : 그노래같네
2021. 8. 14. 20:36, abyss오재 : 삐리빠빠
2021. 8. 14. 20:36, abyss오재 : 나르샤
2021. 8. 14. 20:36, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:36, abyss오재 : 황자 ㅅㅂ
2021. 8. 14. 20:36, 정우 : ㅅㅂ
2021. 8. 14. 20:36, abyss오재 : ㅅㅂ
2021. 8. 14. 20:36, 정우 : 넉살왜저래
2021. 8. 14. 20:36, abyss오재 : 킹킹킹
2021. 8. 14. 20:36, abyss오재 : 킹킹킹 ㅇㅈ
2021. 8. 14. 20:36, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:37, abyss오재 : ㅠ대전아저시
2021. 8. 14. 20:37, 정우 : 춤못출듯
2021. 8. 14. 20:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:37, 정우 : 김동현진짜
2021. 8. 14. 20:37, abyss오재 : 여름여름해
2021. 8. 14. 20:38, 정우 : 아 존나어렵다
2021. 8. 14. 20:38, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:38, abyss오재 : ㅅㅂ
2021. 8. 14. 20:38, abyss오재 : 이리오라해개웃겨
2021. 8. 14. 20:38, abyss오재 : 이리오라햌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:38, abyss오재 : 아 이리오라해존나웃긴데
2021. 8. 14. 20:38, abyss오재 : 웃음터짐
2021. 8. 14. 20:38, abyss오재 : ㅠ
2021. 8. 14. 20:38, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:38, 정우 : 업타운
2021. 8. 14. 20:38, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:38, 정우 : ㅁㅊ
2021. 8. 14. 20:38, abyss오재 : 한해
2021. 8. 14. 20:38, abyss오재 : 아이거 김영재랑같기봐야하는데
2021. 8. 14. 20:38, abyss오재 : ㄹㅇ김영재 한해
2021. 8. 14. 20:38, abyss오재 : 하
2021. 8. 14. 20:38, abyss오재 : 새귀늦네
2021. 8. 14. 20:38, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:38, abyss오재 : 에스파
2021. 8. 14. 20:38, abyss오재 : ㅅㅂ
2021. 8. 14. 20:38, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:38, abyss오재 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:38, 정우 : 진ㅋ자
2021. 8. 14. 20:38, abyss오재 : 에스지워너빜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:38, 정우 : 막던지네 걍
2021. 8. 14. 20:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:39, abyss오재 : 운다👌
2021. 8. 14. 20:39, abyss오재 : 아퍼포먼스하겟네
2021. 8. 14. 20:39, abyss오재 : 개웃ㄱ겟다
2021. 8. 14. 20:39, 정우 : 기대한다
2021. 8. 14. 20:39, abyss오재 : ㅅㅂ
2021. 8. 14. 20:39, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:40, 정우 : 저발재간
2021. 8. 14. 20:40, abyss오재 : 김동현이진짜
2021. 8. 14. 20:40, 정우 : 너무웃김
2021. 8. 14. 20:40, abyss오재 : 놀토의미래다
2021. 8. 14. 20:40, abyss오재 : 아니근데8시40분인데
2021. 8. 14. 20:40, abyss오재 : 이제간겜끝낫네
2021. 8. 14. 20:40, 정우 : 한방에
2021. 8. 14. 20:40, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 14. 20:40, 정우 : 성공하나봄
2021. 8. 14. 20:40, abyss오재 : 그러개
