Talk_2021.8.24 13:11-78.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 3일 일요일
2021. 1. 3. 22:36, abyss오재 : 경소봐야하는데티빙터졋어
2021. 1. 11. 09:44, 경민 : [11번가] [10만원권] 머지포인트 GS25 이마트 사용가능
2021. 1. 11. 09:44, 경민 : 8.5에; 맥주살때개꿀일듯
2021. 1. 11. 09:49, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 09:49, abyss오재 : 걈굴이네
2021. 1. 11. 09:49, abyss오재 : 아오ㅑ케피곤함이안가시냐
2021. 1. 11. 09:49, abyss오재 : 며칠내내또달렷더니그런가
2021. 1. 11. 09:49, 경민 : 난오늘
2021. 1. 11. 09:49, 경민 : 개운하누
2021. 1. 11. 09:49, 경민 : ㅇㅇ
2021. 1. 11. 09:49, abyss오재 : ㅠㅠ
2021. 1. 11. 09:49, 경민 : 잘잣누어제
2021. 1. 11. 09:49, abyss오재 : 피곤함이가시지않아
2021. 1. 11. 09:49, 경민 : 배빵빵은
2021. 1. 11. 09:49, 경민 : ㄱㅊ아짐?
2021. 1. 11. 09:50, abyss오재 : 뉴뉴
2021. 1. 11. 09:50, abyss오재 : 노노
2021. 1. 11. 09:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 09:50, 정우 : 아근데
2021. 1. 11. 09:50, 정우 : 나오는게
2021. 1. 11. 09:50, 정우 : 진짜피곤한거구나
2021. 1. 11. 09:50, 정우 : 개졸려 지금;;;
2021. 1. 11. 09:50, 경민 : ㅇㅈ;;
2021. 1. 11. 09:51, 정우 : 어우
2021. 1. 11. 09:51, 정우 : 으어
2021. 1. 11. 09:51, 정우 : 이모티콘 
2021. 1. 11. 09:51, 정우 : 집가고싶다
2021. 1. 11. 09:52, 경민 : 루팡ㄱ
2021. 1. 11. 09:59, 정우 : 애초애 존나루팡이긴함
2021. 1. 11. 09:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 09:59, 정우 : 이모티콘 
2021. 1. 11. 09:59, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 09:59, 경민 : 77ㅓ억
2021. 1. 11. 10:02, 원준오빠 : ㅎㅇㅎㅇ
2021. 1. 11. 10:02, 원준오빠 : 워 주식 도럿
2021. 1. 11. 10:04, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:04, abyss오재 : 아진짜개피건함
2021. 1. 11. 10:04, abyss오재 : 왜케피곤하냐
2021. 1. 11. 10:04, 경민 : 니잠좀자
2021. 1. 11. 10:05, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:05, abyss오재 : ㅇㅋㅇㅋ
2021. 1. 11. 10:05, abyss오재 : 오늘그냥주식장난리낫네
2021. 1. 11. 10:05, 경민 : 그거
2021. 1. 11. 10:05, abyss오재 : 샵검색: #대한항공
2021. 1. 11. 10:05, 경민 : 내가나가서그런가봄?
2021. 1. 11. 10:05, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:05, abyss오재 : ㅠ
2021. 1. 11. 10:05, 경민 : 진짜개빡쳐ㅠ
2021. 1. 11. 10:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:06, 정우 : 월요일부터
2021. 1. 11. 10:06, 정우 : 주식달리네
2021. 1. 11. 10:07, abyss오재 : 그니까
2021. 1. 11. 10:07, abyss오재 : 왜이래무섭게
2021. 1. 11. 10:39, 원준오빠 : 날씨도 왜이래 ㅠ 이번주 왜 영상8도래
2021. 1. 11. 10:39, 원준오빠 : 이상기후 조리네
2021. 1. 11. 10:40, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:40, abyss오재 : 상승장
2021. 1. 11. 10:40, abyss오재 : 타는ㅓ지
2021. 1. 11. 10:40, abyss오재 : 주식이랑같이
2021. 1. 11. 10:41, 원준오빠 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋ맞네
2021. 1. 11. 10:42, 원준오빠 : 최종병기 패딩 한번 입고ㅜ넣어야 하누
2021. 1. 11. 10:43, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:43, abyss오재 : 으아 병원갔따와야겠따
2021. 1. 11. 10:43, abyss오재 : 지금가야지.........하
2021. 1. 11. 10:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ도라이가
2021. 1. 11. 10:50, abyss오재 : 날씨떨어지기전에
2021. 1. 11. 10:51, abyss오재 : 팔아야한다
2021. 1. 11. 10:51, 원준오빠 : 뭔병원감
2021. 1. 11. 10:51, 원준오빠 : ㅅㅂ 킹리적
2021. 1. 11. 10:51, abyss오재 : 아씨 내과갈려고햇는데
2021. 1. 11. 10:51, abyss오재 : 오늘 휴진이라네 ;;; ㅡㅡ
2021. 1. 11. 10:51, 원준오빠 : 므아
2021. 1. 11. 10:51, abyss오재 : 킹바당
2021. 1. 11. 10:51, 원준오빠 : 병원 많이 안가본 티내네
2021. 1. 11. 10:51, abyss오재 : 왜,,
2021. 1. 11. 10:52, abyss오재 : 다른병원
2021. 1. 11. 10:52, abyss오재 : 찾아보기가능?;,,,
2021. 1. 11. 10:52, 원준오빠 : ㄱㄴㄱㄴ
2021. 1. 11. 10:52, abyss오재 : 12시30분까지군
2021. 1. 11. 10:53, abyss오재 : 출동해야지…..
2021. 1. 11. 10:53, 정우 : 출동출동
2021. 1. 11. 10:53, 정우 : 뭘먹었길래 그래 속이고장남
2021. 1. 11. 10:53, abyss오재 : 모르겟어진짜
2021. 1. 11. 10:53, abyss오재 : 아
2021. 1. 11. 10:53, abyss오재 : 으
2021. 1. 11. 10:54, 원준오빠 : 이모티콘 
2021. 1. 11. 10:54, 원준오빠 : 이모티콘 
2021. 1. 11. 10:54, 원준오빠 : 이모티콘 
2021. 1. 11. 10:54, abyss오재 : 내장조심하세요다들
2021. 1. 11. 10:54, 원준오빠 : 오재 가지마 ㅠ
2021. 1. 11. 10:54, 원준오빠 : 나 카벨 잡는거는 보고가야지 ㅠ
2021. 1. 11. 10:55, abyss오재 : ?
2021. 1. 11. 10:55, abyss오재 : 곧 잡을거같은데?
2021. 1. 11. 10:55, abyss오재 : 데미안
2021. 1. 11. 10:55, abyss오재 : 잡는거보고갈게
2021. 1. 11. 10:55, 원준오빠 : 마자
2021. 1. 11. 10:55, abyss오재 : ;;
2021. 1. 11. 10:55, abyss오재 : 아기가
2021. 1. 11. 10:55, 원준오빠 : 데미안ㅇㅋ
2021. 1. 11. 10:55, abyss오재 : 말을잘하는기분이네
2021. 1. 11. 10:55, abyss오재 : 프사랑같이말하니까
2021. 1. 11. 10:55, 원준오빠 : 형아
2021. 1. 11. 10:55, abyss오재 : ㅁㅊ
2021. 1. 11. 10:55, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:55, 원준오빠 : 용돈
2021. 1. 11. 10:55, 원준오빠 : 준다면서
2021. 1. 11. 10:55, 원준오빠 : 웨 안줘
2021. 1. 11. 10:55, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:55, abyss오재 : 존나
2021. 1. 11. 10:55, abyss오재 : 그런말하게
2021. 1. 11. 10:55, abyss오재 : 생겻어
2021. 1. 11. 10:55, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:55, abyss오재 : 사진
2021. 1. 11. 10:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 10:56, 원준오빠 : 라이언로봇
2021. 1. 11. 10:56, 원준오빠 : 사줘
2021. 1. 11. 10:56, 경민 : zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
2021. 1. 11. 10:56, 경민 : 개웃기네
2021. 1. 11. 10:56, 경민 : 오재훈나
2021. 1. 11. 10:57, 경민 : 3월까지
2021. 1. 11. 10:57, 경민 : 250찍기로함
2021. 1. 11. 10:57, abyss오재 : ㅁㅊ
2021. 1. 11. 10:57, abyss오재 : 250미친
2021. 1. 11. 10:57, abyss오재 : 염증난다
2021. 1. 11. 10:58, 경민 : ㅎㅎ;;
2021. 1. 11. 10:58, 경민 : 우선지금
2021. 1. 11. 10:58, 경민 : 염증
2021. 1. 11. 10:58, 경민 : 다나음
2021. 1. 11. 10:58, 경민 : ㅎㅎ
2021. 1. 11. 10:59, 경민 : 245까지는
2021. 1. 11. 10:59, 경민 : 금방찍을덧;
2021. 1. 11. 10:59, 경민 : 249에딲
2021. 1. 11. 10:59, 경민 : 비약먹고
2021. 1. 11. 10:59, 경민 : 250찍음
2021. 1. 11. 11:00, 원준오빠 : 귯
2021. 1. 11. 11:00, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:00, abyss오재 : 훌륭하다
2021. 1. 11. 11:00, abyss오재 : 이랫는데맹장
2021. 1. 11. 11:00, abyss오재 : 터저잇고그럼어쩜
2021. 1. 11. 11:00, 경민 : ;;;
2021. 1. 11. 11:00, abyss오재 : ㅜ
2021. 1. 11. 11:00, 경민 : 그럼수술
2021. 1. 11. 11:00, 경민 : 해야지
2021. 1. 11. 11:00, 경민 : ;;;
2021. 1. 11. 11:00, abyss오재 : 하
2021. 1. 11. 11:00, 경민 : 아니근데
2021. 1. 11. 11:00, abyss오재 : ㅛㅂ
2021. 1. 11. 11:00, 경민 : 건강조심
2021. 1. 11. 11:00, abyss오재 : ㅇㅇ
2021. 1. 11. 11:00, 경민 : 하라누;
2021. 1. 11. 11:00, abyss오재 : 알지알지근데매운거
2021. 1. 11. 11:00, 원준오빠 : 힘내장 내장아
2021. 1. 11. 11:00, abyss오재 : 아 술이랑먹어서그런가
2021. 1. 11. 11:00, 경민 : 근데그러면보통
2021. 1. 11. 11:00, abyss오재 : 맵찔이개발렷어ㅠ
2021. 1. 11. 11:00, 경민 : 배
2021. 1. 11. 11:00, 경민 : 아프면서
2021. 1. 11. 11:00, 경민 : 한번
2021. 1. 11. 11:00, abyss오재 : 근데맹장튼튼해서 ㄱㅊ
2021. 1. 11. 11:01, 경민 : 술똥
2021. 1. 11. 11:01, abyss오재 : ㅇㅇ
2021. 1. 11. 11:01, 경민 : 누면
2021. 1. 11. 11:01, 경민 : 낫지안음그거?
2021. 1. 11. 11:01, abyss오재 : 몰라게속
2021. 1. 11. 11:01, abyss오재 : 내장이쪼그라드는느낌임
2021. 1. 11. 11:01, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:01, abyss오재 : 으으으
2021. 1. 11. 11:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:01, 정우 : 조심해라
2021. 1. 11. 11:01, 정우 : 술좀그만먹고
2021. 1. 11. 11:02, abyss오재 : 예
2021. 1. 11. 11:02, abyss오재 : 자제할랍니다
2021. 1. 11. 11:02, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ원준형
2021. 1. 11. 11:02, abyss오재 : 샵검색: #현대차
2021. 1. 11. 11:02, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ얘데난리낫네
2021. 1. 11. 11:02, abyss오재 : 갸웃겨
2021. 1. 11. 11:03, abyss오재 : 다빨간불이야
2021. 1. 11. 11:04, 원준오빠 : 렏 렏 렏 라잇
2021. 1. 11. 11:04, 원준오빠 : 도랏ㄴ?
2021. 1. 11. 11:05, 원준오빠 : 샵검색: #기아차주가
2021. 1. 11. 11:05, 원준오빠 : 응애네
2021. 1. 11. 11:05, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:05, abyss오재 : 아
2021. 1. 11. 11:05, abyss오재 : 별일아니겟지
2021. 1. 11. 11:05, abyss오재 : 병원넘간만
2021. 1. 11. 11:07, 정우 : ㅁㅊ
2021. 1. 11. 11:08, 원준오빠 : 극한의 삶 오재훈..
2021. 1. 11. 11:08, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:08, abyss오재 : 겔게겔게겔
2021. 1. 11. 11:08, 정우 : 와 현차 거의
2021. 1. 11. 11:08, 정우 : 3달만에
2021. 1. 11. 11:08, 정우 : 2배로 뜀
2021. 1. 11. 11:08, 정우 : 미쳤다ㄹㅇ
2021. 1. 11. 11:10, abyss오재 : 와우
2021. 1. 11. 11:10, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:11, abyss오재 : 와씨다행이다
2021. 1. 11. 11:11, abyss오재 : 오늘 ㄱ오전만진료한다네
2021. 1. 11. 11:11, abyss오재 : 오후에왓다가 또허탕칠뻔
2021. 1. 11. 11:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:13, 정우 : 역시
2021. 1. 11. 11:13, 정우 : 인생은타이밍
2021. 1. 11. 11:13, 정우 : 이번주식은 타이밍을 놓쳤다
2021. 1. 11. 11:13, 경민 : 이번인생
2021. 1. 11. 11:13, 경민 : 다놓침
2021. 1. 11. 11:13, 경민 : ㅅㄱ;
2021. 1. 11. 11:13, 경민 : 내돈만제자리
2021. 1. 11. 11:14, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:14, abyss오재 : 아윽
2021. 1. 11. 11:14, abyss오재 : 으악
2021. 1. 11. 11:14, abyss오재 : 윽악
2021. 1. 11. 11:14, abyss오재 : 🙀
2021. 1. 11. 11:14, abyss오재 : 아진짜짜증나는거하나잇는데
2021. 1. 11. 11:14, abyss오재 : 말해도됨?
2021. 1. 11. 11:14, abyss오재 : 예전에말햇ㄴ너
2021. 1. 11. 11:15, 경민 : ㄱㄱ
2021. 1. 11. 11:15, 경민 : 나도 tmi 오늘꿈에서도미먹음
2021. 1. 11. 11:15, 경민 : ;
2021. 1. 11. 11:15, 경민 : 맨날도미먹어
2021. 1. 11. 11:15, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:15, abyss오재 : 아니화장실가면
2021. 1. 11. 11:15, abyss오재 : 맨날 노래인스트로 나오거든학교
2021. 1. 11. 11:15, abyss오재 : 근데 막 다른장소가도
2021. 1. 11. 11:15, abyss오재 : 노래인스트루 트는데많잖아
2021. 1. 11. 11:15, abyss오재 : 화장실생각나서개빡침
2021. 1. 11. 11:15, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:15, abyss오재 : ㅠ
2021. 1. 11. 11:16, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:16, 경민 : 왜
2021. 1. 11. 11:16, 경민 : 좋네 화장실
2021. 1. 11. 11:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:19, 정우 : 아
2021. 1. 11. 11:19, 정우 : 너무졸려
2021. 1. 11. 11:22, 경민 : 메이플
2021. 1. 11. 11:22, 경민 : 키세팅
2021. 1. 11. 11:22, 경민 : 바꿀까
2021. 1. 11. 11:22, 경민 : 손꾸락을위해서;
2021. 1. 11. 11:22, abyss오재 : 납부지않네
2021. 1. 11. 11:22, abyss오재 : 크게심하진않나봄
2021. 1. 11. 11:22, 경민 : 알트시프트가
2021. 1. 11. 11:22, 경민 : 계속누르는게먼가
2021. 1. 11. 11:22, 경민 : 부담됨
2021. 1. 11. 11:22, 경민 : 저번에보니까
2021. 1. 11. 11:22, abyss오재 : ㅇㅈㅇㅈ
2021. 1. 11. 11:22, 경민 : 점프를d로하고
2021. 1. 11. 11:22, abyss오재 : 속에상처나서
2021. 1. 11. 11:22, 경민 : 디바이드를s로하면
2021. 1. 11. 11:22, 경민 : ㅇㅇ
2021. 1. 11. 11:22, abyss오재 : 고칠려고
2021. 1. 11. 11:23, abyss오재 : 아픈거래
2021. 1. 11. 11:23, 경민 : ㅁㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:23, 경민 : 그거뭐당연학거
2021. 1. 11. 11:23, 경민 : 아니엇누
2021. 1. 11. 11:23, abyss오재 : 밥먹지말고약만먹고괜찮아지면먹으래
2021. 1. 11. 11:23, 경민 : 헐
2021. 1. 11. 11:23, abyss오재 : 그랗누
2021. 1. 11. 11:23, 경민 : 죽도
2021. 1. 11. 11:23, 경민 : 못먹누?
2021. 1. 11. 11:23, 경민 : 니주말에
2021. 1. 11. 11:23, 경민 : 술얼마나마셧길래그럼;
2021. 1. 11. 11:23, abyss오재 : 안먹는게좋나보누
2021. 1. 11. 11:23, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ모르ㅡ겟누
2021. 1. 11. 11:23, abyss오재 : 매운거랑
2021. 1. 11. 11:23, abyss오재 : 조져서
2021. 1. 11. 11:23, abyss오재 : 토욜에
2021. 1. 11. 11:23, abyss오재 : 탈난듯
2021. 1. 11. 11:23, abyss오재 : ㅠ
2021. 1. 11. 11:23, 경민 : ㅜㅜ
2021. 1. 11. 11:23, 경민 : 그래도맹장같은거
2021. 1. 11. 11:23, 경민 : 아니라다행이네
2021. 1. 11. 11:24, abyss오재 : 글게
2021. 1. 11. 11:24, abyss오재 : 다행쓰다
2021. 1. 11. 11:24, abyss오재 : 약조지고일단
2021. 1. 11. 11:24, abyss오재 : 휴식해봄
2021. 1. 11. 11:24, abyss오재 : 물많이먹으래
2021. 1. 11. 11:26, abyss오재 : 샵검색: #스멕타
2021. 1. 11. 11:26, abyss오재 : 이거개홍보하네
2021. 1. 11. 11:26, abyss오재 : 좋은건가
2021. 1. 11. 11:26, 경민 : 그거
2021. 1. 11. 11:26, 경민 : 장염
2021. 1. 11. 11:26, 경민 : 걸렷을때
2021. 1. 11. 11:26, 경민 : 먹는거자나
2021. 1. 11. 11:26, 경민 : 스멕타
2021. 1. 11. 11:26, 경민 : 좋음
2021. 1. 11. 11:26, 경민 : 저거먹고나음
2021. 1. 11. 11:26, abyss오재 : 상ㅂ약으로
2021. 1. 11. 11:27, abyss오재 : 갖고잇음좋다네
2021. 1. 11. 11:27, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:27, abyss오재 : 니잘아누;;;
2021. 1. 11. 11:27, abyss오재 : 첨봐
2021. 1. 11. 11:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 11:27, 경민 : 나
2021. 1. 11. 11:27, 경민 : 회사다니면서
2021. 1. 11. 11:27, 경민 : 아프면
2021. 1. 11. 11:27, 경민 : 병원잘감;
2021. 1. 11. 11:27, 경민 : ㅎㅎ;;
2021. 1. 11. 11:27, 경민 : 근데
2021. 1. 11. 11:27, 경민 : 그거먼지알지;
2021. 1. 11. 11:27, 경민 : 막 찐으로아픈거는
2021. 1. 11. 11:27, 경민 : 병원잘가는데
2021. 1. 11. 11:27, abyss오재 : 병원갓다오길잘햇누
2021. 1. 11. 11:27, 경민 : 피부는아픈뎀병원
2021. 1. 11. 11:27, 경민 : 잘안가서
2021. 1. 11. 11:27, 경민 : 피부과도좀
2021. 1. 11. 11:27, 경민 : 가줘야하는데;
2021. 1. 11. 11:27, 경민 : 피부야미안;
2021. 1. 11. 11:27, abyss오재 : 출동해라
2021. 1. 11. 11:30, 부그뷰 : 식맛쇼
2021. 1. 11. 11:31, abyss오재 : 식맛쇼
2021. 1. 11. 11:40, 정우 : 식맛쇼
2021. 1. 11. 11:40, 정우 : 오재훈밥못먹냐
2021. 1. 11. 11:41, abyss오재 : ㅇㅇ
2021. 1. 11. 11:41, abyss오재 : 일단점심은패스
2021. 1. 11. 11:48, abyss오재 : 삼전에 돈더타고싶다
2021. 1. 11. 11:48, abyss오재 : 어차피갤럭시21발표하면
2021. 1. 11. 11:48, abyss오재 : 더오를텐데
2021. 1. 11. 11:48, abyss오재 : ㅎㅅ
2021. 1. 11. 11:48, abyss오재 : ㅈ
2021. 1. 11. 12:29, 원준오빠 : 오 드행인ㅜ
2021. 1. 11. 12:29, 원준오빠 : 뭐래 왜 아픈거래
2021. 1. 11. 12:31, abyss오재 : 그냥
2021. 1. 11. 12:31, abyss오재 : 매운거랑술이랑
2021. 1. 11. 12:31, abyss오재 : 먹ㅇㅓ서
2021. 1. 11. 12:31, abyss오재 : 안에상처났느데
2021. 1. 11. 12:31, abyss오재 : 그래서아프대;;
2021. 1. 11. 12:31, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 12:31, 원준오빠 : 으으
2021. 1. 11. 12:31, abyss오재 : 약쉑빨리반응해라..
2021. 1. 11. 12:31, 원준오빠 : 위장 험하게 굴리누
2021. 1. 11. 12:31, abyss오재 : 대장이
2021. 1. 11. 12:32, abyss오재 : 수분흡수도
2021. 1. 11. 12:32, abyss오재 : 못하고
2021. 1. 11. 12:32, abyss오재 : 난리낫누
2021. 1. 11. 12:32, 원준오빠 : 으으
2021. 1. 11. 12:32, 원준오빠 : 술먹지말람 얘기는 안하누
2021. 1. 11. 12:32, abyss오재 : 안하던데
2021. 1. 11. 12:32, abyss오재 : 이런적 예전에 없었다니까
2021. 1. 11. 12:33, abyss오재 : 일단삼일만
2021. 1. 11. 12:33, abyss오재 : 약먹어보고
2021. 1. 11. 12:33, abyss오재 : 상비약으로 스멕토?
2021. 1. 11. 12:33, abyss오재 : ㅇㅣ거놔두래 좋다고;
2021. 1. 11. 12:33, abyss오재 : 약영업당하고옴
2021. 1. 11. 12:35, abyss오재 : 플라시본가
2021. 1. 11. 12:35, abyss오재 : 슬슬괜찮아지고있는듯한이느낌~
2021. 1. 11. 12:38, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 12:39, 경민 : 스펙도먹으면
2021. 1. 11. 12:39, 경민 : 설사안하고 똥잘나옴
2021. 1. 11. 12:40, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 12:40, abyss오재 : 그렇다매
2021. 1. 11. 12:40, abyss오재 : 뭐 숯으로 만들어서
2021. 1. 11. 12:40, abyss오재 : 응집시킨다ㅕㅁㄴ서
2021. 1. 11. 12:40, abyss오재 : 설명듣고옴;
2021. 1. 11. 12:40, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 12:40, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 12:40, 경민 : 아
2021. 1. 11. 12:40, 경민 : 키세팅머기리뽀개져
2021. 1. 11. 12:40, abyss오재 : 손가락안아프
2021. 1. 11. 12:41, abyss오재 : 할수있는방법
2021. 1. 11. 12:41, abyss오재 : 스페이스 ㄱ
2021. 1. 11. 12:41, 경민 : 흠;;;
2021. 1. 11. 12:41, abyss오재 : 컨트롤 + 스페이스
2021. 1. 11. 12:41, abyss오재 : ㄱ
2021. 1. 11. 12:41, 경민 : 그래도
2021. 1. 11. 12:41, abyss오재 : 컨트롤 점프
2021. 1. 11. 12:41, 경민 : 아플거같은데
2021. 1. 11. 12:41, abyss오재 : 스페이스 공격
2021. 1. 11. 12:41, abyss오재 : 아니
2021. 1. 11. 12:41, abyss오재 : 공격 f
2021. 1. 11. 12:42, abyss오재 : 점프 d
2021. 1. 11. 12:42, 경민 : ㅇㅇ
2021. 1. 11. 12:42, abyss오재 : 아까니가말한거
2021. 1. 11. 12:42, abyss오재 : ㅇㄹㅇㄹㅇㄹㅇㄹ
2021. 1. 11. 12:42, abyss오재 : ㅇㄹㅇㄹㅇㄹㅇㄹㅇㄹㅇㄹㅇㄹㅇㄹㅇㄹㅇㄹ
2021. 1. 11. 12:42, 경민 : 사진
2021. 1. 11. 12:42, 경민 : 지금보고있는사람꺼
2021. 1. 11. 12:42, 경민 : 사진
2021. 1. 11. 12:42, 경민 : 어둡누;
2021. 1. 11. 12:42, abyss오재 : 새롭다
2021. 1. 11. 12:42, 경민 : 그칰ㅋㅋㅋㅋ
2021. 1. 11. 12:42, 경민 : 존나신기함;
2021. 1. 11. 12:42, 경민 : 바꾸는중..
2021. 1. 11. 12:42, 경민 : 렙더높아지기전에
2021. 1. 11. 12:42, 경민 : 바꾸고적응해야지
2021. 1. 11. 12:43, 경민 : 2재획쯤하면
2021. 1. 11. 12:43, abyss오재 : ㅇㅈㅇㅈ;;
2021. 1. 11. 12:43, 경민 : 적응되지않겟누?
2021. 1. 11. 12:43, 경민 : ㅇㄹㅇㄹㅇㄹ
2021. 1. 11. 12:43, 경민 : 이게낫지
2021. 1. 11. 12:43, 경민 : ?
2021. 1. 11. 12:43, abyss오재 : 알컨
2021. 1. 11. 12:43, abyss오재 : 손가락아프긴함
2021. 1. 11. 12:43, abyss오재 : ㅇㅈ
2021. 1. 11. 12:44, 원준오빠 : 오호
2021. 1. 11. 12:44, 경민 : 졸라
2021. 1. 11. 12:44, 경민 : 새롭지
2021. 1. 11. 12:44, 경민 : ?
2021. 1. 11. 12:44, 경민 : 충격받음;
2021. 1. 11. 12:44, 경민 : 저사람꺼토대로
2021. 1. 11. 12:44, 경민 : 내가어케쓰는지보고바꾸는중;
2021. 1. 11. 12:44, 원준오빠 : 손이 키보드 중앙ㅇㅔㅜ가 있겠네
2021. 1. 11. 12:45, 경민 : 사진
2021. 1. 11. 12:45, 경민 : ㅇㅇㅋㅋㅋㅋ
2021. 1. 11. 12:46, abyss오재 : 아
2021. 1. 11. 12:46, abyss오재 : 벌써
1시가
