Talk_2021.8.24 13:10-25.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 9월 17일 월요일
2018. 9. 17. 23:19, (알 수 없음) : 두유노?
2018. 9. 22. 23:02, (알 수 없음) : 멀다멀어
2018. 9. 22. 23:02, 경민 : 화이팅맨
2018. 9. 22. 23:03, (알 수 없음) : 아
2018. 9. 22. 23:03, (알 수 없음) : 정산해서알랴달래
2018. 9. 22. 23:03, (알 수 없음) : 영재가
2018. 9. 22. 23:03, 경민 : 아
2018. 9. 22. 23:03, 경민 : 귀찬은데
2018. 9. 22. 23:03, 경민 : 출근해서정산하면안댐?
2018. 9. 22. 23:03, Sekwang Ludan : ㅋㅋㅋㅋ 근데 나 질문!!
2018. 9. 22. 23:04, 경민 : ㄱ
2018. 9. 22. 23:04, (알 수 없음) : ㅇㅋㅇㅋ
2018. 9. 22. 23:04, (알 수 없음) : 오키
2018. 9. 22. 23:04, (알 수 없음) : 나중에하세
2018. 9. 22. 23:04, (알 수 없음) : 출근해야
2018. 9. 22. 23:04, Sekwang Ludan : 영재가 누구냐?
2018. 9. 22. 23:04, (알 수 없음) : 하고싶지
2018. 9. 22. 23:04, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:04, (알 수 없음) : 영재2명잇는데
2018. 9. 22. 23:04, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:04, (알 수 없음) : 1. 어비스에 나닮은 애가 있다는데 걔이름이 영재
2018. 9. 22. 23:04, (알 수 없음) : 2. 내섹션친구 있음 어제같이놀음
2018. 9. 22. 23:04, Sekwang Ludan : 아하~~~~~~
2018. 9. 22. 23:04, Sekwang Ludan : 그친구
2018. 9. 22. 23:05, (알 수 없음) : 알아..?
2018. 9. 22. 23:05, 경민 : ㅋㅋㅋ1은앎
2018. 9. 22. 23:05, 경민 : 2는모름
2018. 9. 22. 23:05, Sekwang Ludan : 영재 그 너랑 존똑친구 아님?
2018. 9. 22. 23:05, Sekwang Ludan : 2부터 모름
2018. 9. 22. 23:05, (알 수 없음) : ㅋㅋㅋㅋ아 ㅇㅇ
2018. 9. 22. 23:05, Sekwang Ludan : 영재친구 누군지는 알지
2018. 9. 22. 23:05, (알 수 없음) : ㅋㅋㅋㅋㅌㅋㅋ
2018. 9. 22. 23:05, Sekwang Ludan : ㅋㅋㅋㅋ
2018. 9. 22. 23:06, 경민 : 세광오빠
2018. 9. 22. 23:06, 경민 : 한길이 뉴캐슬그만두면 벌레방들어온데
2018. 9. 22. 23:07, Sekwang Ludan : ㅋㅋㅋㅋ 그새끼 시끄러워서 금방 나갈껀데?
2018. 9. 22. 23:07, (알 수 없음) : 우리도그말햇음
2018. 9. 22. 23:07, Sekwang Ludan : 근데 그새끼 들어오면 아는게 너무 많아서 나 나대지 못함 ㅋㅋㅋㅋ
2018. 9. 22. 23:07, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:07, (알 수 없음) : 말존나많네 ㅅㅂ
2018. 9. 22. 23:08, (알 수 없음) : 이럴듯
2018. 9. 22. 23:08, Sekwang Ludan : ㅋㅋㅋㅋㅇㅈ
2018. 9. 22. 23:08, 경민 : 그러면
2018. 9. 22. 23:08, 경민 : 여어~ 이거
2018. 9. 22. 23:08, 경민 : ㅣ모티콘
2018. 9. 22. 23:08, 경민 : 하나쏴주셈
2018. 9. 22. 23:08, (알 수 없음) : 이모티콘 
2018. 9. 22. 23:08, (알 수 없음) : 이모티콘 
2018. 9. 22. 23:08, (알 수 없음) : 어제젤마니쓴
2018. 9. 22. 23:08, (알 수 없음) : 말중에하나다
2018. 9. 22. 23:08, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:08, 경민 : 머리
2018. 9. 22. 23:08, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ 그새끼는 걍 침묵하다가
2018. 9. 22. 23:08, 경민 : 개념오네가이
2018. 9. 22. 23:08, Sekwang Ludan : 가끔 1만 없어집
2018. 9. 22. 23:08, 경민 : 벌레톡
2018. 9. 22. 23:08, 이석준 : 이모티콘 
2018. 9. 22. 23:08, Sekwang Ludan : 그러다가 갑자기 나가벌일꺼임
2018. 9. 22. 23:08, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:08, 경민 : ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:08, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:08, (알 수 없음) : 아존나말많네 ㅅㅂ
2018. 9. 22. 23:08, (알 수 없음) : ㄹㅇ
2018. 9. 22. 23:09, (알 수 없음) : 이럴거같아
2018. 9. 22. 23:09, (알 수 없음) : ㅠ
2018. 9. 22. 23:09, Sekwang Ludan : 아아아아아아ㅏ
2018. 9. 22. 23:09, Sekwang Ludan : 한국 가고싶다
2018. 9. 22. 23:09, Sekwang Ludan : 엉엉엉~~~
2018. 9. 22. 23:09, 경민 : 오샘
2018. 9. 22. 23:09, Sekwang Ludan : 울어 벌님
2018. 9. 22. 23:09, 경민 : 광이
2018. 9. 22. 23:09, Sekwang Ludan : 퓨ㅠㅠㅠㅠㅠ
2018. 9. 22. 23:09, (알 수 없음) : ㅜㅜ
2018. 9. 22. 23:09, Sekwang Ludan : 취한다
2018. 9. 22. 23:09, (알 수 없음) : 광이
2018. 9. 22. 23:09, (알 수 없음) : 술먹지마
2018. 9. 22. 23:09, (알 수 없음) : 혼자두지마~
2018. 9. 22. 23:09, (알 수 없음) : 들어야지
2018. 9. 22. 23:09, 경민 : 광이
2018. 9. 22. 23:09, 경민 : 아떡보끼먹고싶다
2018. 9. 22. 23:09, Sekwang Ludan : ㅋㅋㅋㅋㅋ 절라 돌아가고싶다
2018. 9. 22. 23:10, (알 수 없음) : ㅋㅌㅋㅌㅋ
2018. 9. 22. 23:10, 경민 : 사진
2018. 9. 22. 23:10, 경민 : 누어서책읽는중
2018. 9. 22. 23:10, 경민 : 은 카톡중
2018. 9. 22. 23:10, (알 수 없음) : 아
2018. 9. 22. 23:10, (알 수 없음) : 나도
2018. 9. 22. 23:10, (알 수 없음) : ㅇ오늘누워서
2018. 9. 22. 23:10, (알 수 없음) : 공부한다
2018. 9. 22. 23:10, 경민 : 가을은
2018. 9. 22. 23:10, (알 수 없음) : 부산오면
2018. 9. 22. 23:10, 경민 : 천고마ㅂㅣ쓰
2018. 9. 22. 23:10, (알 수 없음) : 공부하는척질여벌임
2018. 9. 22. 23:10, 경민 : ㅋㄴㅋㅋㅋㅋㅋㅅㅂ
2018. 9. 22. 23:10, (알 수 없음) : 하늘은높고
2018. 9. 22. 23:10, (알 수 없음) : 말은살이찌는
2018. 9. 22. 23:10, 경민 : 착한아들인척
2018. 9. 22. 23:10, (알 수 없음) : 계절이지
2018. 9. 22. 23:10, (알 수 없음) : 이모티콘 
2018. 9. 22. 23:10, 경민 : 나
2018. 9. 22. 23:10, 경민 : 구미가면
2018. 9. 22. 23:10, 경민 : 게임도안하고
2018. 9. 22. 23:10, (알 수 없음) : 구마적
2018. 9. 22. 23:10, 경민 : 책읽고
2018. 9. 22. 23:10, (알 수 없음) : 구미가면구마적
2018. 9. 22. 23:10, 경민 : 주식도안하고
2018. 9. 22. 23:10, 경민 : 착한ㄷ딸쓰
2018. 9. 22. 23:10, Sekwang Ludan : 중국어하기 개싫어 벌임
2018. 9. 22. 23:11, Sekwang Ludan : 사진
2018. 9. 22. 23:11, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:11, (알 수 없음) : 개웃기네
2018. 9. 22. 23:11, (알 수 없음) : 아나는
2018. 9. 22. 23:11, (알 수 없음) : 뭐지
2018. 9. 22. 23:11, (알 수 없음) : 갑자기이노래왜케좋냐
2018. 9. 22. 23:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:12, (알 수 없음) : 귀를잡아벌엿다
2018. 9. 22. 23:12, (알 수 없음) : 혼자두지마
2018. 9. 22. 23:12, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웥쏭?
2018. 9. 22. 23:12, Sekwang Ludan : 아... ㅋㅋㅋㅋㅋ
2018. 9. 22. 23:12, (알 수 없음) : 원래많이들엇는데
2018. 9. 22. 23:12, (알 수 없음) : 갑자기꽂혀벌임;
2018. 9. 22. 23:12, Sekwang Ludan : 좋아벌임
2018. 9. 22. 23:12, (알 수 없음) : ㅁ누구노랜줄
2018. 9. 22. 23:12, (알 수 없음) : 아는부분이므
2018. 9. 22. 23:13, (알 수 없음) : ?
2018. 9. 22. 23:13, Sekwang Ludan : 아니 ㅋㅋㅋ
2018. 9. 22. 23:13, Sekwang Ludan : 맹목적 호응중
2018. 9. 22. 23:13, (알 수 없음) : 세광아
2018. 9. 22. 23:13, (알 수 없음) : 장난하냐
2018. 9. 22. 23:13, (알 수 없음) : 뒤질래?
2018. 9. 22. 23:13, (알 수 없음) : 오
2018. 9. 22. 23:13, (알 수 없음) : 일진같음
2018. 9. 22. 23:13, (알 수 없음) : 어떰
2018. 9. 22. 23:13, Sekwang Ludan : 쩝
2018. 9. 22. 23:13, (알 수 없음) : 쩝미안
2018. 9. 22. 23:13, Sekwang Ludan : 빵사다주까 이새캬
2018. 9. 22. 23:13, (알 수 없음) : 세광이형한테안맞아서정신나간듯
2018. 9. 22. 23:13, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:13, (알 수 없음) : 쭵
2018. 9. 22. 23:13, (알 수 없음) : 빵...
2018. 9. 22. 23:13, (알 수 없음) : 응사다줘
2018. 9. 22. 23:14, (알 수 없음) : 한번사와봐
2018. 9. 22. 23:14, Sekwang Ludan : 돈더주면 내담배도 좀 사게
2018. 9. 22. 23:14, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:14, (알 수 없음) : 형담배핌?
2018. 9. 22. 23:14, (알 수 없음) : ㅠㅠ
2018. 9. 22. 23:14, Sekwang Ludan : 신종 일진이지?
2018. 9. 22. 23:14, (알 수 없음) : 그러지말라능
2018. 9. 22. 23:14, Sekwang Ludan : 안핌 인마
2018. 9. 22. 23:14, Sekwang Ludan : ㅠㅠㅠㅠ
2018. 9. 22. 23:14, Sekwang Ludan : 중국담배 너무 쎔
2018. 9. 22. 23:15, 정우 : 아
2018. 9. 22. 23:15, 정우 : 폐아파
2018. 9. 22. 23:15, Sekwang Ludan : 헐 정우 ㅎㅇ
2018. 9. 22. 23:15, 정우 : ㅎㅇ
2018. 9. 22. 23:15, 경민 : ㅎㅇ
2018. 9. 22. 23:15, Sekwang Ludan : 힝 광이 취해떠
2018. 9. 22. 23:16, Sekwang Ludan : 돌아가고싶어 죽게뜨아~~
2018. 9. 22. 23:16, (알 수 없음) : ㅠ큐ㅠ
2018. 9. 22. 23:16, (알 수 없음) : 광이형마은아프네
2018. 9. 22. 23:16, (알 수 없음) : 광이울면
2018. 9. 22. 23:16, (알 수 없음) : 광광우럭따
2018. 9. 22. 23:16, (알 수 없음) : ㅋ
2018. 9. 22. 23:16, (알 수 없음) : 존웃
2018. 9. 22. 23:16, (알 수 없음) : ㅋ
2018. 9. 22. 23:16, (알 수 없음) : 피식잼
2018. 9. 22. 23:16, (알 수 없음) : ㅋ
2018. 9. 22. 23:16, Sekwang Ludan : 이모티콘 
2018. 9. 22. 23:16, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:17, Sekwang Ludan : 뭐냐?
2018. 9. 22. 23:17, (알 수 없음) : ㅈㅅ
2018. 9. 22. 23:17, (알 수 없음) : 정우 ㅎㅇ
2018. 9. 22. 23:17, (알 수 없음) : 정우
2018. 9. 22. 23:17, (알 수 없음) : 폐고장난소리들음?
2018. 9. 22. 23:17, (알 수 없음) : 요새정우폐맛탱이감
2018. 9. 22. 23:17, 경민 : 광광우럭따
2018. 9. 22. 23:17, 정우 : ㄹㅇ
2018. 9. 22. 23:17, 정우 : 맛탱이
2018. 9. 22. 23:17, 정우 : 감
2018. 9. 22. 23:17, 정우 : ㅅㅂ
2018. 9. 22. 23:17, 경민 : 광어랑우럭뚝딱
2018. 9. 22. 23:17, (알 수 없음) : ㅠㅠㅠ
2018. 9. 22. 23:17, 경민 : ㅊㅋ
2018. 9. 22. 23:17, (알 수 없음) : 아니왜 ㅊㅋ
2018. 9. 22. 23:17, (알 수 없음) : 너스레기냐?
2018. 9. 22. 23:17, 경민 : ?
2018. 9. 22. 23:17, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ 회먹고싶어??
2018. 9. 22. 23:17, (알 수 없음) : 어
2018. 9. 22. 23:17, (알 수 없음) : 사줘
2018. 9. 22. 23:17, 정우 : 아
2018. 9. 22. 23:18, 경민 : 오늘먹음
2018. 9. 22. 23:18, 경민 : ㅅㄱ
2018. 9. 22. 23:18, (알 수 없음) : 아
2018. 9. 22. 23:18, Sekwang Ludan : 한잔해~~
2018. 9. 22. 23:18, 정우 : 재채기하면 아파
2018. 9. 22. 23:18, 정우 : 아
2018. 9. 22. 23:18, 경민 : 전어가조운말
2018. 9. 22. 23:18, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌ
2018. 9. 22. 23:18, 정우 : 나도회
2018. 9. 22. 23:18, (알 수 없음) : 아
2018. 9. 22. 23:18, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:18, 정우 : 회먹우면
2018. 9. 22. 23:18, (알 수 없음) : 이정우회사줘
2018. 9. 22. 23:18, 경민 : 회사
2018. 9. 22. 23:18, (알 수 없음) : 회사달란말이야
2018. 9. 22. 23:18, 정우 : 나을거같른데
2018. 9. 22. 23:18, 경민 : ㅈ 라주
2018. 9. 22. 23:18, 경민 : 주라주!
2018. 9. 22. 23:18, (알 수 없음) : 이모티콘 
2018. 9. 22. 23:18, Sekwang Ludan : 한잔해야 먹음
2018. 9. 22. 23:18, (알 수 없음) : 회사줘뢰사!
2018. 9. 22. 23:18, 경민 : 회사좋아
2018. 9. 22. 23:18, 경민 : (하하)
2018. 9. 22. 23:18, (알 수 없음) : 나~
2018. 9. 22. 23:18, Sekwang Ludan : 중국온나 회사드림
2018. 9. 22. 23:18, (알 수 없음) : 있잔아~
2018. 9. 22. 23:18, (알 수 없음) : 사실은
2018. 9. 22. 23:18, (알 수 없음) : ~
2018. 9. 22. 23:18, Sekwang Ludan : 여기 횟집 잘하는데 있슴
2018. 9. 22. 23:18, (알 수 없음) : 세상에셔
2018. 9. 22. 23:18, (알 수 없음) : 옼에ㅣ
2018. 9. 22. 23:18, (알 수 없음) : 아니
2018. 9. 22. 23:18, (알 수 없음) : 공부함
2018. 9. 22. 23:18, 경민 : 옼키!
2018. 9. 22. 23:18, (알 수 없음) : 나
2018. 9. 22. 23:18, (알 수 없음) : 아침에일어나
2018. 9. 22. 23:18, 경민 : ㅇㅋㅂㅇ
2018. 9. 22. 23:18, 경민 : ㅊㅋ
2018. 9. 22. 23:19, (알 수 없음) : 혼자인기분은
2018. 9. 22. 23:19, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:19, (알 수 없음) : 말로표현할수없을만큼
2018. 9. 22. 23:19, (알 수 없음) : 외롭고왠지슬퍼
2018. 9. 22. 23:19, (알 수 없음) : 왠지모르게
2018. 9. 22. 23:19, (알 수 없음) : 답답하고슬퍼
2018. 9. 22. 23:19, 정우 : ㅠ
2018. 9. 22. 23:19, (알 수 없음) : 특히널만난다음날은
2018. 9. 22. 23:19, 정우 : 아
2018. 9. 22. 23:19, 정우 : 집
2018. 9. 22. 23:19, 정우 : 언제가지
2018. 9. 22. 23:19, (알 수 없음) : 공기부터가달라차가운걸~
2018. 9. 22. 23:19, (알 수 없음) : 이럴때만또비가내려
2018. 9. 22. 23:19, (알 수 없음) : 우울해니가사라질것처럼
2018. 9. 22. 23:19, (알 수 없음) : 날훤자두지마~~
2018. 9. 22. 23:19, (알 수 없음) : 날
2018. 9. 22. 23:19, (알 수 없음) : 내버려
2018. 9. 22. 23:19, (알 수 없음) : 두지마~~~~~~
2018. 9. 22. 23:19, 이석준 : 아
2018. 9. 22. 23:19, (알 수 없음) : 오재훈노래방
2018. 9. 22. 23:19, 이석준 : 게임 아이디어좀
2018. 9. 22. 23:19, 이석준 : 줘봐
2018. 9. 22. 23:19, (알 수 없음) : 오픈해벌임
2018. 9. 22. 23:20, (알 수 없음) : 음
2018. 9. 22. 23:20, (알 수 없음) : 나5점줌
2018. 9. 22. 23:20, (알 수 없음) : 다만점줠음
2018. 9. 22. 23:20, 이석준 : 아이디어...
2018. 9. 22. 23:20, 이석준 : 다음게임은
2018. 9. 22. 23:20, 이석준 : 뭘만들지
2018. 9. 22. 23:20, 정우 : 회사주는게임
2018. 9. 22. 23:20, (알 수 없음) : ㅇㅇ
2018. 9. 22. 23:20, 정우 : 회를 사주다가
2018. 9. 22. 23:20, 정우 : 많이사주면
2018. 9. 22. 23:20, (알 수 없음) : 회사
2018. 9. 22. 23:20, (알 수 없음) : 주기
2018. 9. 22. 23:20, 정우 : 회사를 주는가임
2018. 9. 22. 23:20, (알 수 없음) : 라임게임하자
2018. 9. 22. 23:20, 이석준 : ....
2018. 9. 22. 23:20, (알 수 없음) : 아니 라임게임 ㄱ
2018. 9. 22. 23:20, 정우 : 역시
2018. 9. 22. 23:20, (알 수 없음) : 라임게임만드셈
2018. 9. 22. 23:21, (알 수 없음) : 온라인게임임
2018. 9. 22. 23:21, (알 수 없음) : 땡탈락
2018. 9. 22. 23:22, 경민 : 잠자는게임
2018. 9. 22. 23:22, 경민 : 잠와불여
2018. 9. 22. 23:22, 이석준 : 잠자는게임
2018. 9. 22. 23:22, 이석준 : 생각해봤었는데
2018. 9. 22. 23:22, 이석준 : 개복치게임처럼
2018. 9. 22. 23:23, 이석준 : 툭하면 뒤지는거임
2018. 9. 22. 23:23, 이석준 : 일하다가 뒤지고
2018. 9. 22. 23:23, 이석준 : 자다가 뒤지고
2018. 9. 22. 23:23, (알 수 없음) : 아니
2018. 9. 22. 23:23, (알 수 없음) : 그런슬픈게임 만들지나셈
2018. 9. 22. 23:23, (알 수 없음) : 오재훈키우기게임어떰
2018. 9. 22. 23:23, (알 수 없음) : 존나씹예민한캐릭터
2018. 9. 22. 23:23, 이석준 : 맨날 술마셔서 뒤질거같은데
2018. 9. 22. 23:23, (알 수 없음) : 하나만들어서
2018. 9. 22. 23:24, (알 수 없음) : 술마시고
2018. 9. 22. 23:24, (알 수 없음) : 숙취하고
2018. 9. 22. 23:24, (알 수 없음) : 시뮬레이션
2018. 9. 22. 23:24, (알 수 없음) : 상황쥰나만들고
2018. 9. 22. 23:24, (알 수 없음) : 선택에따라
2018. 9. 22. 23:24, (알 수 없음) : 애가키워지는거임
2018. 9. 22. 23:24, (알 수 없음) : ㅎㅎ
2018. 9. 22. 23:24, 이석준 : ㅎㅎ
2018. 9. 22. 23:24, 경민 : 그거는
2018. 9. 22. 23:24, 경민 : 존나
2018. 9. 22. 23:24, 경민 : 시나리오
2018. 9. 22. 23:24, 이석준 : 게임 너무커
2018. 9. 22. 23:25, 경민 : ㅇㅇ
2018. 9. 22. 23:25, 경민 : ㅉㅏ기개
2018. 9. 22. 23:25, 경민 : 힘들들
2018. 9. 22. 23:27, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:27, (알 수 없음) : ㅎ
2018. 9. 22. 23:27, (알 수 없음) : 내일최한길이랑
2018. 9. 22. 23:27, (알 수 없음) : 카페가서공부함
2018. 9. 22. 23:27, (알 수 없음) : 공부충
2018. 9. 22. 23:30, Sekwang Ludan : 조합이 어메이징 하네
2018. 9. 22. 23:30, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 9. 22. 23:31, (알 수 없음) : 오재훈 최한길 공부
2018. 9. 22. 23:31, (알 수 없음) : 어메이징하긴하네
2018. 9. 22. 23:32, (알 수 없음) : 공부하다가한잔각
2018. 9. 22. 23:32, (알 수 없음) : 이모티콘 

2018년 9월 23일 일요일
2018. 9. 23. 00:21, (알 수 없음) : 어제
2018. 9. 23. 00:21, (알 수 없음) : 장삐쭈 피츠얘기한애누구지
2018. 9. 23. 00:21, (알 수 없음) : 존나웃기네 ㅅㅂ
2018. 9. 23. 00:49, (알 수 없음) : 사진
2018. 9. 23. 00:49, (알 수 없음) : 10월2일생각보다힘차게놀아도될듯
2018. 9. 23. 00:54, 원준오빠 : 갸쩐다
2018. 9. 23. 00:54, 원준오빠 : 오재 이고 가는거임?
2018. 9. 23. 00:54, 원준오빠 : 성시경 오졌네
2018. 9. 23. 00:56, (알 수 없음) : 웅
2018. 9. 23. 00:56, (알 수 없음) : 성시경존나노래잘해진짜
2018. 9. 23. 01:13, 원준오빠 : 부럽당
2018. 9. 23. 01:13, 원준오빠 : 크러쉬도있네
2018. 9. 23. 01:13, 원준오빠 : 와 진짜 가을가을
2018. 9. 23. 01:19, (알 수 없음) : 라인옵쩔어벌여
2018. 9. 23. 01:23, 재환오빠 : ㄹㅇ쩐다
2018. 9. 23. 01:25, (알 수 없음) : 흐읍
2018. 9. 23. 01:25, (알 수 없음) : 벌써행복해벌여...
2018. 9. 23. 05:27, 경민 : 안자는사람
2018. 9. 23. 08:34, 원준오빠 : ㅎㄷ
2018. 9. 23. 08:34, 원준오빠 : 경민이 안자고 뭐해벟린
2018. 9. 23. 09:19, 경민 : ㅋㄴㅋㅋㅋ
2018. 9. 23. 09:19, 경민 : 나어제 성격진단
2018. 9. 23. 09:19, 경민 : 사진
2018. 9. 23. 09:19, 경민 : 이거래
2018. 9. 23. 09:19, 경민 : 정확해벌여
2018. 9. 23. 10:16, 재환오빠 : 오이거어케함
2018. 9. 23. 10:18, 경민 : https://mgram.me/ko/personality
2018. 9. 23. 10:41, 양우성 : 사진
2018. 9. 23. 10:41, 양우성 : 사진
2018. 9. 23. 10:42, 양우성 : 0.11퍼실화냐
2018. 9. 23. 10:42, 경민 : zzzzz
2018. 9. 23. 10:42, 경민 : 나는
2018. 9. 23. 10:42, 경민 : 198명중1명이던데
2018. 9. 23. 10:42, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 23. 10:42, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 23. 10:42, 경민 : 근데왜업냐
2018. 9. 23. 10:42, 경민 : ㅠ
2018. 9. 23. 10:42, 양우성 : 190명더만나보셈
2018. 9. 23. 10:42, 경민 : ㅇㅌ
2018. 9. 23. 10:42, 경민 : ㅇㅋ
2018. 9. 23. 10:42, 경민 : 티오좀
2018. 9. 23. 10:42, 경민 : 마련해주셈
2018. 9. 23. 10:43, 이석준 : 사진
2018. 9. 23. 10:43, 이석준 : 사진
2018. 9. 23. 10:43, 양우성 : 난 0.11이길바람
2018. 9. 23. 10:43, 경민 : 이석준왜소심함
2018. 9. 23. 10:43, 경민 : 소심했었음?
2018. 9. 23. 10:43, 이석준 : 개소심함;
2018. 9. 23. 10:43, 경민 : ;ㅇㅋ
2018. 9. 23. 10:43, 경민 : 근데우리다
2018. 9. 23. 10:43, 경민 : 좀약간비슷해벌임
2018. 9. 23. 10:43, 경민 : 벌레들이라그런가
2018. 9. 23. 10:44, 이석준 : 끼리끼리노는거지뭐
2018. 9. 23. 10:44, 경민 : ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋ
2018. 9. 23. 10:44, 양우성 : 비슷한데
2018. 9. 23. 10:44, 양우성 : 경민이꺼도올려라
2018. 9. 23. 10:44, 경민 : 내꺼위에잇음
2018. 9. 23. 10:44, 양우성 : 아그러네
2018. 9. 23. 10:44, 경민 : 사진
2018. 9. 23. 10:44, 경민 : 나이거하자마자
2018. 9. 23. 10:44, 경민 : 행동이굼뜸있는거보ㅗㄱ
2018. 9. 23. 10:44, 경민 : 약간놀래벌여
2018. 9. 23. 10:45, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 23. 10:45, 양우성 : 공통점 낙관적인데 외로움을잘탐
2018. 9. 23. 10:45, 양우성 : 굼뜸ㅋㅋㅋㅋㅋㅋ
2018. 9. 23. 10:45, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 23. 10:45, 양우성 : 걸렷네
2018. 9. 23. 10:45, 원준오빠 : 행동이 굼뜸ㅋㅋㅋㅋㅋㅋ
2018. 9. 23. 10:45, 경민 : 쪼윱
2018. 9. 23. 10:45, 경민 : 일할땐그래도빠룸
2018. 9. 23. 10:45, 양우성 : 일하러가는길은 굼뜸
2018. 9. 23. 10:46, 경민 : ㅇㅈ
2018. 9. 23. 10:50, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 23. 10:50, 원준오빠 : ㅇㅈ
2018. 9. 23. 11:41, (알 수 없음) : 나도해보고와야지
2018. 9. 23. 11:41, 경민 : ㄱ
2018. 9. 23. 11:49, (알 수 없음) : 사진
2018. 9. 23. 11:49, (알 수 없음) : ㅎ쓰레기네성격
2018. 9. 23. 11:49, (알 수 없음) : 협조적이만무시잘함
2018. 9. 23. 11:49, 경민 : ㄴㅋㅋㅋㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 23. 11:49, (알 수 없음) : 소극적이지만주장쎔
2018. 9. 23. 11:49, (알 수 없음) : 헹동은굼뜸
2018. 9. 23. 11:50, (알 수 없음) : 소신하고소극적이게무시함
2018. 9. 23. 11:50, (알 수 없음) : ㅎ완전나넵
2018. 9. 23. 11:50, 경민 : 웃겨벌여
2018. 9. 23. 11:50, 경민 : 잘맞눈거같지
2018. 9. 23. 11:50, (알 수 없음) : 770명중엡
1명뜸
2018. 9. 23. 11:50, (알 수 없음) : 우리다소심한편이라서
2018. 9. 23. 11:50, (알 수 없음) : 친한가바..ㅎ.;
2018. 9. 23. 11:51, (알 수 없음) : 야근데우리진짜
2018. 9. 23. 11:51, (알 수 없음) : 좀다비슷하게나오네
2018. 9. 23. 11:51, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 23. 11:51, (알 수 없음) : 합리적;주장쎔;
2018. 9. 23. 11:51, 경민 : 그니까
2018. 9. 23. 11:51, (알 수 없음) : 이모티콘 
2018. 9. 23. 11:52, 이석준 : 본질을 꿰뚫어본다는데
2018. 9. 23. 11:59, 빠충 : 사진
2018. 9. 23. 11:59, 빠충 : 빼앰..
2018. 9. 23. 11:59, 경민 : 와
2018. 9. 23. 11:59, 경민 : 빠충이네
2018. 9. 23. 12:00, 빠충 : 저거 나 맞음?
2018. 9. 23. 12:00, 빠충 : 맞는 거 같긴 한데
2018. 9. 23. 12:00, 경민 : ㅁㅊ
2018. 9. 23. 12:00, 경민 : 기본적으로
2018. 9. 23. 12:00, 경민 : 벌레들이랑
2018. 9. 23. 12:00, 경민 : 3개는 맞음
2018. 9. 23. 12:01, 경민 : 이석준양우성이랑은 5개 똑같네
2018. 9. 23. 12:02, 정우 : 사진
2018. 9. 23. 12:03, 정우 : 빠밤
2018. 9. 23. 12:03, 경민 : ㅋㅋㅋㅋ
2018. 9. 23. 12:03, 경민 : 나는매우낙관적임
2018. 9. 23. 12:03, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
