Talk_2021.8.24 13:11-58.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 11월 27일 수요일
2019. 11. 27. 14:35, (알 수 없음) : 환기필요
2019. 12. 10. 16:56, 원준오빠 : 학교에서 볼 수 있는 사람은 나랑 석준이 뿐이라고 알려줌
2019. 12. 10. 16:57, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃기네
2019. 12. 10. 16:57, (알 수 없음) : 아니
2019. 12. 10. 16:58, (알 수 없음) : 손흥민골은
2019. 12. 10. 16:58, (알 수 없음) : 게속봐도조리네
2019. 12. 10. 16:59, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 16:59, 원준오빠 : 영국 해설 들음?
2019. 12. 10. 17:00, (알 수 없음) : 아니
2019. 12. 10. 17:00, (알 수 없음) : 그냥골만봄
2019. 12. 10. 17:00, (알 수 없음) : 하핫;
2019. 12. 10. 17:41, 원준오빠 : 사진
2019. 12. 10. 17:41, 원준오빠 : 와 내 앞사람 이러고 자는데
2019. 12. 10. 17:42, 원준오빠 : 저게 되는 자세였다니
2019. 12. 10. 17:42, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 17:42, (알 수 없음) : ㅋㅇ,
2019. 12. 10. 17:42, (알 수 없음) : 아미친
2019. 12. 10. 17:42, (알 수 없음) : 시험기간이구나
2019. 12. 10. 17:42, 양우성 : 저거 직접그린거?
2019. 12. 10. 17:42, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 17:43, 원준오빠 : ㅇㅇ,,
2019. 12. 10. 17:44, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 17:45, 정우 : 와 보기만해도 목아파
2019. 12. 10. 17:46, 원준오빠 : ㄹㅇ임
2019. 12. 10. 17:46, 원준오빠 : 나 그림 완성할때까지 저러고 잠
2019. 12. 10. 17:47, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 17:48, (알 수 없음) : 이제
2019. 12. 10. 17:48, (알 수 없음) : 몰그림하네
2019. 12. 10. 17:48, 양우성 : ㅋㅋㅋㅋ 금손
2019. 12. 10. 17:48, (알 수 없음) : 몰카 ㄴㄴ 몰그림
2019. 12. 10. 17:48, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 17:48, (알 수 없음) : 그
2019. 12. 10. 17:48, (알 수 없음) : 존나빠르게그림그리는거
2019. 12. 10. 17:48, (알 수 없음) : 머라하지?
2019. 12. 10. 17:48, 양우성 : 크로키!!
2019. 12. 10. 17:48, (알 수 없음) : 존나빠르게그리는그림
2019. 12. 10. 17:48, (알 수 없음) : 이딴식으로말하짐라고
2019. 12. 10. 17:48, (알 수 없음) : 어
2019. 12. 10. 17:48, (알 수 없음) : 그래
2019. 12. 10. 17:48, (알 수 없음) : 크로키하자
2019. 12. 10. 17:48, 양우성 : 몰크
2019. 12. 10. 17:50, 정우 : 싫어
2019. 12. 10. 17:56, (알 수 없음) : ㅇㅋ'
2019. 12. 10. 17:56, (알 수 없음) : 아짜증나게
2019. 12. 10. 17:57, 정우 : ;;;;;;
2019. 12. 10. 17:57, 정우 : 싫다해서 짜증남?
2019. 12. 10. 17:57, 정우 : ;;;;;;;;
2019. 12. 10. 17:57, 정우 : 미안;;;;;;;;;
2019. 12. 10. 17:59, 경민 : ㅋㅋㅋㅋㅋ
2019. 12. 10. 17:59, (알 수 없음) : ㄴㄴ
2019. 12. 10. 17:59, (알 수 없음) : ㅠㅠ
2019. 12. 10. 17:59, (알 수 없음) : ㄴㄴ
2019. 12. 10. 17:59, (알 수 없음) : ㅠㅠ
2019. 12. 10. 18:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 18:05, (알 수 없음) : 백예린노래
2019. 12. 10. 18:05, (알 수 없음) : 언제떠
2019. 12. 10. 18:05, (알 수 없음) : ㅅㅂ
2019. 12. 10. 18:05, (알 수 없음) : 애플뮤직이럴때마다
2019. 12. 10. 18:05, (알 수 없음) : 호도려패고싶어
2019. 12. 10. 18:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 18:07, 정우 : 후두려패
2019. 12. 10. 18:30, 원준오빠 : 으 한숨잤당
2019. 12. 10. 18:30, 원준오빠 : 꿀잠
2019. 12. 10. 18:32, 원준오빠 : 맬론은 떴음??
2019. 12. 10. 18:32, 원준오빠 : 떴음 ㅇㅇ
2019. 12. 10. 18:36, (알 수 없음) : 멜론도뜸
2019. 12. 10. 18:36, (알 수 없음) : 일단스퀘어듣고
2019. 12. 10. 18:36, (알 수 없음) : 차차들어야지
2019. 12. 10. 18:36, (알 수 없음) : 낫어걸도좋음
2019. 12. 10. 18:36, (알 수 없음) : 와근데
2019. 12. 10. 18:36, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ스쿠ㅔ어듣자마자
2019. 12. 10. 18:36, (알 수 없음) : 왜 음원안내려고햇는지알겟다;;
2019. 12. 10. 18:39, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 18:39, 원준오빠 : 팬들 나빴네,,
2019. 12. 10. 18:39, (알 수 없음) : 진짜...
2019. 12. 10. 18:39, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 18:39, 원준오빠 : 다 이유가 있었거늘,,,
2019. 12. 10. 18:39, 원준오빠 : 왜 아떤디
2019. 12. 10. 18:39, (알 수 없음) : 와이분위기아닌데
2019. 12. 10. 18:39, (알 수 없음) : 들어봐
2019. 12. 10. 18:39, (알 수 없음) : 그냥알겟음
2019. 12. 10. 18:39, 원준오빠 : ㅇㅋㅇㅋ
2019. 12. 10. 18:39, (알 수 없음) : 물론좋긴좋은데
2019. 12. 10. 18:39, (알 수 없음) : 안내려고한이유는명확하다...
2019. 12. 10. 18:41, 경민 : why
2019. 12. 10. 18:42, (알 수 없음) : 그 페스티벌에서의
2019. 12. 10. 18:42, (알 수 없음) : 분위기를 담지를못하눼
2019. 12. 10. 18:42, 경민 : ㅋㅋㅋㅋ
2019. 12. 10. 18:42, (알 수 없음) : 백예린노래듣고집가서
2019. 12. 10. 18:43, (알 수 없음) : 술먹으면서 백예린노래듣다가 자야지
2019. 12. 10. 18:43, (알 수 없음) : 개굿
2019. 12. 10. 18:43, (알 수 없음) : 아니 지금 교수님 시간 새벽 1시 43분임
2019. 12. 10. 18:43, (알 수 없음) : ㄹㅇ 개꿀딲이다
2019. 12. 10. 18:43, (알 수 없음) : 칼퇴하기개꿀딲
2019. 12. 10. 18:47, 부그뷰 : 아개취한다
2019. 12. 10. 18:47, 부그뷰 : 촬영하면서 맥주 6병은 마신듯
2019. 12. 10. 18:49, (알 수 없음) : ㅋㅋㅋㅋㅋㅁㅊ
2019. 12. 10. 18:49, (알 수 없음) : 스포티파이한국도들어왔구나
2019. 12. 10. 18:51, 부그뷰 : 사진
2019. 12. 10. 18:52, 부그뷰 : 으린이들이랑
2019. 12. 10. 18:52, 부그뷰 : jpg
2019. 12. 10. 18:52, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 18:52, 부그뷰 : 근데 나
2019. 12. 10. 18:52, 부그뷰 : 꼰대아니래 애들이
2019. 12. 10. 18:53, 부그뷰 : 사진
2019. 12. 10. 18:53, 부그뷰 : 한라산이랑 한강이 짱임
2019. 12. 10. 18:54, 원준오빠 : 으린이처럼 안보인다
2019. 12. 10. 18:54, 원준오빠 : 너의 눈빛은 불안해 보인다
2019. 12. 10. 18:54, 원준오빠 : 한씨가 짱이군
2019. 12. 10. 18:54, 양우성 : ㅋㅋㅋㅋㅋㅋ 뷰그부의 불안한눈빛
2019. 12. 10. 18:54, 부그뷰 : 눈빛이보이긴해?
2019. 12. 10. 18:54, 원준오빠 : 엌ㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 18:54, 양우성 : 갈데없는 시선이보임ㅋㅋㅋㅋ
2019. 12. 10. 18:54, 원준오빠 : 그래서 저중에 누구야
2019. 12. 10. 18:56, 원준오빠 : 5:5야 공효진이야 맨투맨이야 추리닝바지야
2019. 12. 10. 18:56, (알 수 없음) : ?
2019. 12. 10. 19:40, (알 수 없음) : 스퀘어멜론11위
2019. 12. 10. 19:40, (알 수 없음) : 실화냐
2019. 12. 10. 19:40, (알 수 없음) : 크
2019. 12. 10. 19:44, (알 수 없음) : 스퀘어조톼...ㅠㅅㅂ
2019. 12. 10. 19:57, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 19:57, 원준오빠 : 갈대냐 ㅠ
2019. 12. 10. 19:57, 원준오빠 : 바뀐창법 궁금하눼
2019. 12. 10. 20:00, (알 수 없음) : ㄹㅇ갈대다
2019. 12. 10. 20:00, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:00, (알 수 없음) : ㅠ
2019. 12. 10. 20:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:01, 정우 : 백예린
2019. 12. 10. 20:01, 정우 : 실검1위네
2019. 12. 10. 20:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:04, (알 수 없음) : 여욱시
2019. 12. 10. 20:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:04, 정우 : 아미친
2019. 12. 10. 20:04, 정우 : 입안에 상처난거
2019. 12. 10. 20:04, (알 수 없음) : 왜
2019. 12. 10. 20:04, 정우 : 안나아
2019. 12. 10. 20:04, (알 수 없음) : 소주먹어
2019. 12. 10. 20:04, 정우 : ;;;;
2019. 12. 10. 20:04, (알 수 없음) : ;;
2019. 12. 10. 20:04, 정우 : 저번에
2019. 12. 10. 20:04, (알 수 없음) : 발래돌리고
2019. 12. 10. 20:04, 정우 : 한번조졌는데도
2019. 12. 10. 20:04, 정우 : 안나아
2019. 12. 10. 20:05, (알 수 없음) : 소주먹기다능?
2019. 12. 10. 20:05, 정우 : 니
2019. 12. 10. 20:05, (알 수 없음) : 스퀘어한복반복하며먹음
2019. 12. 10. 20:05, 정우 : 집임?
2019. 12. 10. 20:05, (알 수 없음) : ㅇㅇㅇ
2019. 12. 10. 20:05, 정우 : 왜케빨리감
2019. 12. 10. 20:05, (알 수 없음) : 아니일욜1시
2019. 12. 10. 20:05, (알 수 없음) : 어제3시
2019. 12. 10. 20:05, (알 수 없음) : 옴
2019. 12. 10. 20:05, 원준오빠 : ㅊㅋㅊㅋ
2019. 12. 10. 20:05, (알 수 없음) : 여늘좀쉬자,,
2019. 12. 10. 20:05, 원준오빠 : ㅠ
2019. 12. 10. 20:05, (알 수 없음) : 컴퓨터일하는중
2019. 12. 10. 20:05, (알 수 없음) : 내일6시에일어나서학교감
2019. 12. 10. 20:05, (알 수 없음) : 뭐라하지마셈
2019. 12. 10. 20:05, (알 수 없음) : ㅠ
2019. 12. 10. 20:05, 원준오빠 : 에바 ㅠ
2019. 12. 10. 20:05, 원준오빠 : 요즘 왜그래
2019. 12. 10. 20:05, (알 수 없음) : 이모티콘 
2019. 12. 10. 20:05, 정우 : 그래도
2019. 12. 10. 20:05, 정우 : 뭐라함
2019. 12. 10. 20:05, 정우 : 꿋꿋하게
2019. 12. 10. 20:05, 원준오빠 : 뭔일남?
2019. 12. 10. 20:06, 원준오빠 : 겨수님 떠나갈 마당에 일 쥬낸 시켜?
2019. 12. 10. 20:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:06, 정우 : 아맞다 쟤지금 교수님 안계시지
2019. 12. 10. 20:06, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:06, (알 수 없음) : 지금새벽2실임가기
2019. 12. 10. 20:06, (알 수 없음) : 3시다
2019. 12. 10. 20:06, (알 수 없음) : 자겟지이제뭐적당히하시고
2019. 12. 10. 20:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:06, 정우 : 빨래돌리고
2019. 12. 10. 20:06, 정우 : 술마실라그러는데
2019. 12. 10. 20:06, 정우 : 메일와있으면
2019. 12. 10. 20:06, 정우 : 씹소름
2019. 12. 10. 20:07, (알 수 없음) : ㄱㅊ...
2019. 12. 10. 20:07, (알 수 없음) : 내일한다
2019. 12. 10. 20:07, (알 수 없음) : 그건
2019. 12. 10. 20:07, (알 수 없음) : 쨥쨥
2019. 12. 10. 20:07, (알 수 없음) : 일단빨래돌림
2019. 12. 10. 20:07, 정우 : 재훈아
2019. 12. 10. 20:07, 정우 : 급하게써야되니까
2019. 12. 10. 20:07, (알 수 없음) : 아빨래돌리는건 ㄱㅊ은데
2019. 12. 10. 20:07, 정우 : 빨리해줄래
2019. 12. 10. 20:07, (알 수 없음) : 널어야해 ㅅㅂ ㅜ
2019. 12. 10. 20:07, (알 수 없음) : ㅅㅂ
2019. 12. 10. 20:07, 정우 : 어
2019. 12. 10. 20:07, (알 수 없음) : ㅠ
2019. 12. 10. 20:07, 정우 : 그거
2019. 12. 10. 20:07, 정우 : ㅆㅇㅈ
2019. 12. 10. 20:07, (알 수 없음) : 지금컴터두개돌리고잇앰
2019. 12. 10. 20:07, 정우 : ㅅㅂ
2019. 12. 10. 20:07, (알 수 없음) : 하
2019. 12. 10. 20:07, 정우 : 너는거 존나귀찮
2019. 12. 10. 20:07, (알 수 없음) : 이정ㅇ가왓어야
2019. 12. 10. 20:07, (알 수 없음) : 시키는데쨔즁나넵
2019. 12. 10. 20:07, 정우 : ;;;;
2019. 12. 10. 20:07, 정우 : 목요일에 가줄까?
2019. 12. 10. 20:07, 정우 : 원데이?
2019. 12. 10. 20:07, 원준오빠 : 서강대 와주셈 ㅍ
2019. 12. 10. 20:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:07, 원준오빠 : ㅎㅎ
2019. 12. 10. 20:08, 정우 : 지금시험기간이라
2019. 12. 10. 20:08, 정우 : 술못먹잖아 학교가도
2019. 12. 10. 20:08, 정우 : ㅠ
2019. 12. 10. 20:08, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:08, (알 수 없음) : 목요일...
2019. 12. 10. 20:08, 원준오빠 : 마좌 ㅎㅎ
2019. 12. 10. 20:08, (알 수 없음) : 먹요일....
2019. 12. 10. 20:08, (알 수 없음) : 목요일.....
2019. 12. 10. 20:08, 원준오빠 : 이모티콘 
2019. 12. 10. 20:08, (알 수 없음) : 우리금욜에얼라가자나
2019. 12. 10. 20:08, (알 수 없음) : 어차피
2019. 12. 10. 20:08, 정우 : ㅇㅇ
2019. 12. 10. 20:08, (알 수 없음) : 그냥잇으렴...
2019. 12. 10. 20:08, 정우 : ㅇㅋ
2019. 12. 10. 20:09, (알 수 없음) : 니금욜ㅇ디서잠
2019. 12. 10. 20:09, 정우 : 집에서자지
2019. 12. 10. 20:09, 정우 : ;;;;
2019. 12. 10. 20:09, 정우 : 집안감 그날?
2019. 12. 10. 20:09, 정우 : 먹고뒤짐?
2019. 12. 10. 20:12, 원준오빠 : 앵 금욜 올라와서 모험
2019. 12. 10. 20:12, 원준오빠 : 여행팟만남?
2019. 12. 10. 20:13, 정우 : 예쓰
2019. 12. 10. 20:13, 정우 : 정답
2019. 12. 10. 20:13, 원준오빠 : 올ㅋ굳ㅋ
2019. 12. 10. 20:13, 원준오빠 : 오재 이주연속
2019. 12. 10. 20:13, 원준오빠 : 개꿀
2019. 12. 10. 20:13, 원준오빠 : 님들 러시아랑 우크라이나가 전쟁중인거 알았늠?
2019. 12. 10. 20:14, 양우성 : 호엥
2019. 12. 10. 20:14, 양우성 : 왜싸움 ㅠ
2019. 12. 10. 20:15, 정우 : 오잉
2019. 12. 10. 20:16, 정우 : 사이안좋은건 알았는데 싸우는건 몰랐네
2019. 12. 10. 20:17, (알 수 없음) : 어
2019. 12. 10. 20:17, (알 수 없음) : 처음알앗다
2019. 12. 10. 20:17, (알 수 없음) : 옹에
2019. 12. 10. 20:17, (알 수 없음) : 샤워하고 빨래널고 빨래빼고
2019. 12. 10. 20:17, (알 수 없음) : 요리하고술먹음 가능
2019. 12. 10. 20:17, (알 수 없음) : 나 개치매인듯우유 새거집에잇는데또사왓네
2019. 12. 10. 20:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:18, 정우 : 아니
2019. 12. 10. 20:18, 정우 : https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=020&aid=0003257991&date=20191210&type=1&rankingSeq=10&rankingSectionId=104
2019. 12. 10. 20:18, 정우 : ㅡㅡ
2019. 12. 10. 20:18, 정우 : 간만에 빡치는
2019. 12. 10. 20:18, (알 수 없음) : ㅡㅡ
2019. 12. 10. 20:18, 정우 : 원숭이뉴스
2019. 12. 10. 20:18, 정우 : 시발
2019. 12. 10. 20:18, (알 수 없음) : 지네얼굴
2019. 12. 10. 20:18, (알 수 없음) : 감감
2019. 12. 10. 20:18, (알 수 없음) : 시발
2019. 12. 10. 20:20, (알 수 없음) : 아이아이
2019. 12. 10. 20:21, (알 수 없음) : ㅡㅡ이정우집감?
2019. 12. 10. 20:21, 정우 : ?
2019. 12. 10. 20:21, 정우 : ??
2019. 12. 10. 20:22, (알 수 없음) : ??
2019. 12. 10. 20:22, 정우 : 뭔집을가
2019. 12. 10. 20:22, (알 수 없음) : 금욜에
2019. 12. 10. 20:22, 정우 : 아
2019. 12. 10. 20:22, 정우 : 집안감?
2019. 12. 10. 20:22, 정우 : 안가면 안가지 뭐
2019. 12. 10. 20:23, (알 수 없음) : 그럼
2019. 12. 10. 20:23, (알 수 없음) : 어디서잠
2019. 12. 10. 20:23, 정우 : 집안가면
2019. 12. 10. 20:23, 정우 : 안자지
2019. 12. 10. 20:23, (알 수 없음) : 나는그담날
2019. 12. 10. 20:23, (알 수 없음) : 어케함
2019. 12. 10. 20:24, 정우 : 어케할건데
2019. 12. 10. 20:24, (알 수 없음) : 몰라;;?
2019. 12. 10. 20:24, 정우 : ;;;;
2019. 12. 10. 20:24, (알 수 없음) : 토욜에도약속잇는데
2019. 12. 10. 20:24, 정우 : 어디서
2019. 12. 10. 20:24, 정우 : 서울?
2019. 12. 10. 20:24, (알 수 없음) : 상수
2019. 12. 10. 20:24, (알 수 없음) : ㅇㅇ..
2019. 12. 10. 20:24, 정우 : 흠
2019. 12. 10. 20:24, (알 수 없음) : 주변찜방가서
2019. 12. 10. 20:24, (알 수 없음) : 존나자고
2019. 12. 10. 20:24, (알 수 없음) : 존나씻고
2019. 12. 10. 20:24, (알 수 없음) : 맞춰나가야겟다
2019. 12. 10. 20:24, (알 수 없음) : 새벽에사람들다보내고
2019. 12. 10. 20:24, (알 수 없음) : 어떰?
2019. 12. 10. 20:24, 정우 : 굿
2019. 12. 10. 20:24, 정우 : 아니근데
2019. 12. 10. 20:24, 정우 : 새벽;;;;
2019. 12. 10. 20:24, 정우 : 까지 놀까?
2019. 12. 10. 20:24, (알 수 없음) : 새벽5시
2019. 12. 10. 20:24, (알 수 없음) : 아
2019. 12. 10. 20:24, (알 수 없음) : 그런가
2019. 12. 10. 20:24, (알 수 없음) : 나근데가면
2019. 12. 10. 20:24, 정우 : 잘모르겠넴
2019. 12. 10. 20:24, (알 수 없음) : 칼퇴해서가면...
2019. 12. 10. 20:24, (알 수 없음) : 7시30분인데
2019. 12. 10. 20:25, (알 수 없음) : 칼퇴되겟지
2019. 12. 10. 20:25, 정우 : 모르지
2019. 12. 10. 20:25, 정우 : 되겠지 뭐
2019. 12. 10. 20:25, 정우 : 흠흠
2019. 12. 10. 20:25, (알 수 없음) : 그렇겟지..?
2019. 12. 10. 20:25, 정우 : 그렇겠지
2019. 12. 10. 20:25, 정우 : 니가알겠지
2019. 12. 10. 20:25, 정우 : ㅎㅎㅎ;;;
2019. 12. 10. 20:26, (알 수 없음) : 우리
2019. 12. 10. 20:26, (알 수 없음) : 어디서만남?
2019. 12. 10. 20:26, 정우 : 합정홍대 그 어디쯤?
2019. 12. 10. 20:26, 정우 : 연남동
2019. 12. 10. 20:26, 정우 : 갈삘인데 이번에도
2019. 12. 10. 20:26, 정우 : 뭐 합정도좋고
2019. 12. 10. 20:27, (알 수 없음) : 좋군
2019. 12. 10. 20:31, 정우 : 신난다
2019. 12. 10. 20:31, 정우 : 내일도술먹고
2019. 12. 10. 20:31, 정우 : 금요일도술먹고
2019. 12. 10. 20:33, (알 수 없음) : 먹지마라
2019. 12. 10. 20:33, 정우 : 싫은데
2019. 12. 10. 20:33, 부그뷰 : 아힘듬
2019. 12. 10. 20:33, 부그뷰 : 늙음 ㅜ
2019. 12. 10. 20:34, (알 수 없음) : 다니걱정해서하는말이다
2019. 12. 10. 20:34, (알 수 없음) : 부걍버힘들어하는가봐라...
2019. 12. 10. 20:34, 정우 : ㄱㅊㄱㅊ
2019. 12. 10. 20:34, 정우 : 경보형
2019. 12. 10. 20:34, 정우 : 허접이지
2019. 12. 10. 20:34, 정우 : 난ㄱㅊㄱㅊ
2019. 12. 10. 20:35, 정우 : 내년에 사림
2019. 12. 10. 20:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 20:35, 부그뷰 : 근데 촬영재미진다
2019. 12. 10. 20:36, 부그뷰 : 낼 밤샘 편집해야되긴한데
2019. 12. 10. 20:36, 이석준 : 메우
2019. 12. 10. 20:36, 정우 : 언제나옴
2019. 12. 10. 20:36, 정우 : 유투브
2019. 12. 10. 20:39, 부그뷰 : 금
2019. 12. 10. 20:39, 정우 : 오 개빠르네
2019. 12. 10. 20:44, 양우성 : 구독해야지
2019. 12. 10. 20:44, 양우성 : 개꿀
2019. 12. 10. 20:49, 이석준 : 데헿
2019. 12. 10. 20:49, 이석준 : 목욜날 시험에
2019. 12. 10. 20:49, 이석준 : 토욜도 시험이다
2019. 12. 10. 20:56, (알 수 없음) : ,개굿
2019. 12. 10. 20:56, (알 수 없음) : 아니이정우
2019. 12. 10. 20:57, (알 수 없음) : 티비볼까노래들을까
2019. 12. 10. 20:58, 원준오빠 : 오 완성본 벌레방에 1빠 rgrg
2019. 12. 10. 20:58, 원준오빠 : 티비보면서 노래들어
2019. 12. 10. 20:58, 정우 : 노래나오는 티비보셈
2019. 12. 10. 20:59, (알 수 없음) : 백예린포인트 들으셈
2019. 12. 10. 20:59, (알 수 없음) : 루피가피처링함
2019. 12. 10. 20:59, 정우 : 나중에
2019. 12. 10. 20:59, (알 수 없음) : ㅇㅌ
2019. 12. 10. 20:59, (알 수 없음) : 밲예린
2019. 12. 10. 20:59, (알 수 없음) : 힙합스런노래하고싶다햇다는데
2019. 12. 10. 20:59, (알 수 없음) : 흠
2019. 12. 10. 21:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 21:00, (알 수 없음) : ㅠ전곡이 구름편곡이라
2019. 12. 10. 21:00, (알 수 없음) : 분위기가너무이어지네
2019. 12. 10. 21:00, (알 수 없음) : 두번째씨디가훨좋다
2019. 12. 10. 21:00, (알 수 없음) : 이시국에18곡이라니그나저나
2019. 12. 10. 21:01, (알 수 없음) : 소주맛난다
2019. 12. 10. 21:02, (알 수 없음) : 빨리온다고왓는데벌서9시네
2019. 12. 10. 21:02, 정우 : 9시면
2019. 12. 10. 21:02, 정우 : ㄱㅊ하지
2019. 12. 10. 21:02, (알 수 없음) : 그런가
2019. 12. 10. 21:02, (알 수 없음) : ㅇㅋㅇㅋ
2019. 12. 10. 21:02, (알 수 없음) : 백에린
2019. 12. 10. 21:02, (알 수 없음) : 2곡남앗으니이거듣고티비봄
2019. 12. 10. 21:08, (알 수 없음) : ㅁㅊ
2019. 12. 10. 21:08, (알 수 없음) : 스퀘어멜런 1위
2019. 12. 10. 21:08, (알 수 없음) : ㅎㅇ
2019. 12. 10. 21:08, (알 수 없음) : 요새차트재밋네
2019. 12. 10. 21:08, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 21:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 21:09, 정우 : 그렇게 터뜨려놨으니
2019. 12. 10. 21:09, 정우 : 당분간은 잠잠하겠지
2019. 12. 10. 21:09, 정우 : 사재기충들
2019. 12. 10. 21:09, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 21:09, (알 수 없음) : 백예린존버는
2019. 12. 10. 21:09, (알 수 없음) : 승리햇다진자
2019. 12. 10. 21:09, (알 수 없음) : 이모티콘 
2019. 12. 10. 21:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 21:10, 정우 : 백예린
2019. 12. 10. 21:10, (알 수 없음) : 초록원피스20170401..
2019. 12. 10. 21:10, 정우 : ㅡㅡ
2019. 12. 10. 21:10, 정우 : 1위하고싶어서
2019. 12. 10. 21:10, 정우 : 존버했네
2019. 12. 10. 21:10, (알 수 없음) : 2년.....8개월을
2019. 12. 10. 21:10, (알 수 없음) : 기다렷다 ㅅㅂ
2019. 12. 10. 21:10, 원준오빠 : 1위 가웃기네
2019. 12. 10. 21:10, 원준오빠 : 스ㅞ얼
2019. 12. 10. 21:11, (알 수 없음) : 대상명곡
2019. 12. 10. 21:11, (알 수 없음) : 아니
2019. 12. 10. 21:11, (알 수 없음) : 앨범돌아서다시앞으로왓는데
2019. 12. 10. 21:11, (알 수 없음) : 티비못켜겟는데요
2019. 12. 10. 21:11, (알 수 없음) : 목소리도른이네
2019. 12. 10. 21:12, (알 수 없음) : 이모티콘 
2019. 12. 10. 21:12, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 10. 21:12, 원준오빠 : 훗날
2019. 12. 10. 21:12, 원준오빠 : 꼭
2019. 12. 10. 21:12, 원준오빠 : 백예린이랑 쏘주 먹어라
2019. 12. 10. 21:12, (알 수 없음) : ㅠ
2019. 12. 10. 21:12, (알 수 없음) : 성공해야지
2019. 12. 10. 21:12, (알 수 없음) : 진짜피프틴앤드부터
2019. 12. 10. 21:13, (알 수 없음) : 좋아햇다,,,;
