Talk_2021.8.24 13:11-36.txt
저장한 날짜 : 2021. 8. 24. 13:11



2019년 2월 17일 일요일
2019. 2. 17. 21:33, Sekwang Ludan : 라틴 뮤직!!!!
2019. 2. 28. 19:06, 정우 : 갈비찜을 밥에다 얹어주세요
2019. 2. 28. 19:06, 정우 : 갈비찜을 밥에다 비벼주세요
2019. 2. 28. 19:06, 빠충 : ㄱㅇㄷ
2019. 2. 28. 19:06, 재환오빠 : 밥위에임
2019. 2. 28. 19:06, 정우 : 앗
2019. 2. 28. 19:06, 재환오빠 : 여자친구가 요즘 불러줌
2019. 2. 28. 19:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 19:11, (알 수 없음) : 아니
2019. 2. 28. 19:11, (알 수 없음) : 맛있겠네
2019. 2. 28. 19:11, (알 수 없음) : 갈비찜
2019. 2. 28. 19:11, (알 수 없음) : 난라면조져야지
2019. 2. 28. 19:12, 원준오빠 : 뭔노래임?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 19:12, 경민 : 저거쾌걸군육맨
2019. 2. 28. 19:12, 경민 : 몰름?
2019. 2. 28. 19:13, 경민 : 내가제일저아하는
2019. 2. 28. 19:13, 경민 : 갈비찜덮밥
2019. 2. 28. 19:13, 경민 : 아아아~아아아
2019. 2. 28. 19:13, 경민 : 냠냠
2019. 2. 28. 19:13, (알 수 없음) : 첨들어봐
2019. 2. 28. 19:13, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 19:13, 경민 : 아 ㄹㅇ?
2019. 2. 28. 19:13, (알 수 없음) : ㅇㅈ?
2019. 2. 28. 19:13, (알 수 없음) : ㅇㅇ,,첨들어봄,,짭
2019. 2. 28. 19:13, (알 수 없음) : 왜나QOrhekkfdkvㅠ
2019. 2. 28. 19:13, 경민 : 샵검색: #쾌걸 근육맨 갈비찜
2019. 2. 28. 19:13, 정우 : 헐
2019. 2. 28. 19:13, 정우 : 들어주셈
2019. 2. 28. 19:13, 정우 : 개존잼
2019. 2. 28. 19:13, 정우 : 중독성 개오짐
2019. 2. 28. 19:13, 경민 : 저것을모르다늬
2019. 2. 28. 19:14, 경민 : 명곡띈데
2019. 2. 28. 19:14, 정우 : 노래개존잼
2019. 2. 28. 19:19, (알 수 없음) : 들으면서
2019. 2. 28. 19:19, (알 수 없음) : 라면끌이고옴
2019. 2. 28. 19:19, (알 수 없음) : ㅇㅈ
2019. 2. 28. 19:19, (알 수 없음) : ?
2019. 2. 28. 19:19, (알 수 없음) : 오늘은왠지라면넣은계란
2019. 2. 28. 19:19, (알 수 없음) : 먹고깊다
2019. 2. 28. 19:19, (알 수 없음) : 제목이뭐야
2019. 2. 28. 19:21, (알 수 없음) : 저게뭐야...
2019. 2. 28. 19:21, (알 수 없음) : 혼돈
2019. 2. 28. 19:21, 정우 : 라면넣은계란은 뭐냐
2019. 2. 28. 19:22, 재환오빠 : 계란>>>>>>>>>>>>라면
2019. 2. 28. 19:24, (알 수 없음) : 아
2019. 2. 28. 19:25, (알 수 없음) : 계란넣은라면
2019. 2. 28. 19:25, (알 수 없음) : 임마
2019. 2. 28. 19:25, (알 수 없음) : 그게그거지
2019. 2. 28. 19:25, (알 수 없음) : 무의식
2019. 2. 28. 19:27, 원준오빠 : ㅋㅋㅋㅋㅋㅋ뭐여 저거ㅋㅋㅋㅋ캐
2019. 2. 28. 19:29, 이석준 : 쌈짱 고기랑 비슷하네
2019. 2. 28. 19:34, (알 수 없음) : 고기먹고싶네
2019. 2. 28. 19:44, (알 수 없음) : 샵검색: #광안대교 충돌
2019. 2. 28. 19:44, (알 수 없음) : 선장 술빠랐대
2019. 2. 28. 19:44, (알 수 없음) : ;
2019. 2. 28. 19:50, 정우 : 나가기귀찮고 갈비찜배달못찾아서
2019. 2. 28. 19:51, 정우 : 집에서 차돌구워먹음
2019. 2. 28. 19:51, (알 수 없음) : 오
2019. 2. 28. 19:51, (알 수 없음) : ㅁㅊ
2019. 2. 28. 19:51, (알 수 없음) : 차돌맛잇겟다
2019. 2. 28. 19:52, 재환오빠 : ㅁㅊ
2019. 2. 28. 19:52, 재환오빠 : 차돌이잇는데 왜고민함;
2019. 2. 28. 19:53, (알 수 없음) : ㄹㅇ...차돌
2019. 2. 28. 19:53, (알 수 없음) : 오만개꾸워먹어라
2019. 2. 28. 19:53, 정우 : 있는쥴
2019. 2. 28. 19:53, 정우 : 몰랐어서
2019. 2. 28. 19:53, 정우 : ㅎㅎ;;;;;;;
2019. 2. 28. 19:53, 정우 : 냉동실뒤지다발견
2019. 2. 28. 19:54, 재환오빠 : ㄱㅇㄷ이네
2019. 2. 28. 19:55, 정우 : 이모티콘 
2019. 2. 28. 19:56, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 19:56, (알 수 없음) : 아니
2019. 2. 28. 19:56, (알 수 없음) : 지짜
2019. 2. 28. 19:56, (알 수 없음) : 자도자도잠오네
2019. 2. 28. 19:56, (알 수 없음) : 커피마셔야겟다...
2019. 2. 28. 19:58, 원준오빠 : ㅁㅊ
2019. 2. 28. 19:58, 원준오빠 : 차돌;
2019. 2. 28. 20:01, 정우 : 이모티콘 
2019. 2. 28. 20:01, 정우 : 맛있구만
2019. 2. 28. 20:01, 정우 : 하 원래
2019. 2. 28. 20:01, 정우 : 술마시기로한 날인데;;;;
2019. 2. 28. 20:01, 정우 : 짭쓰
2019. 2. 28. 20:01, 정우 : ㅠ
2019. 2. 28. 20:03, (알 수 없음) : 좋겟다
2019. 2. 28. 20:03, (알 수 없음) : 내가대신먹어줄가
2019. 2. 28. 20:03, (알 수 없음) : 하아
2019. 2. 28. 20:03, (알 수 없음) : 오늘재환이형이놀자한날
2019. 2. 28. 20:03, (알 수 없음) : 아님?
2019. 2. 28. 20:03, (알 수 없음) : 이모티콘 
2019. 2. 28. 20:04, 재환오빠 : 반응이시원찮길래 ㅈㅈ..
2019. 2. 28. 20:04, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:04, (알 수 없음) : ㅠ짭스
2019. 2. 28. 20:05, (알 수 없음) : 아는사람티비나오니까
2019. 2. 28. 20:05, (알 수 없음) : 신기하다능
2019. 2. 28. 20:05, (알 수 없음) : 학교사람티비나옴김경민
2019. 2. 28. 20:05, (알 수 없음) : 동인이형 티비나옴 슈퍼인턴;
2019. 2. 28. 20:06, 정우 : ㅠ진짜짭쓰다
2019. 2. 28. 20:06, (알 수 없음) : 아
2019. 2. 28. 20:06, 정우 : 오늘 짭쓰한일이
2019. 2. 28. 20:06, 정우 : 많군
2019. 2. 28. 20:06, (알 수 없음) : 내일오전9시 미팅만아니면
2019. 2. 28. 20:06, (알 수 없음) : 술달리고싶네
2019. 2. 28. 20:06, (알 수 없음) : 짭스
2019. 2. 28. 20:06, 정우 : ㅠ
2019. 2. 28. 20:06, 정우 : 나도술ㅠ
2019. 2. 28. 20:06, (알 수 없음) : 내일달리고부산가야지...
2019. 2. 28. 20:06, (알 수 없음) : 짭수,,
2019. 2. 28. 20:06, 정우 : 공부하라는
2019. 2. 28. 20:06, 정우 : 신의계시
2019. 2. 28. 20:06, 정우 : 인듯
2019. 2. 28. 20:07, 정우 : 근데 조지게하기싫음 리얼
2019. 2. 28. 20:07, (알 수 없음) : 아니
2019. 2. 28. 20:07, (알 수 없음) : ㄹㅇ
2019. 2. 28. 20:07, (알 수 없음) : 무릎아파
2019. 2. 28. 20:07, (알 수 없음) : 공부하려고하면
2019. 2. 28. 20:07, (알 수 없음) : 쩌ㅃ
2019. 2. 28. 20:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:07, 정우 : 마
2019. 2. 28. 20:08, 정우 : 건강검진
2019. 2. 28. 20:08, 정우 : 건강관리해라
2019. 2. 28. 20:08, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:08, (알 수 없음) : 쨥
2019. 2. 28. 20:08, (알 수 없음) : 알았따이몬아
2019. 2. 28. 20:08, 정우 : 운동도
2019. 2. 28. 20:08, 정우 : 좀하고 임마
2019. 2. 28. 20:08, 정우 : 우리아빠처럼된더
2019. 2. 28. 20:08, 정우 : 우리아빠
2019. 2. 28. 20:09, 정우 : 며칠동안 여러가지 건강검진
2019. 2. 28. 20:09, (알 수 없음) : 하..
2019. 2. 28. 20:09, 정우 : 조금씩받더니
2019. 2. 28. 20:09, (알 수 없음) : 운동해야하나
2019. 2. 28. 20:09, 정우 : 오늘마지막 검사라고
2019. 2. 28. 20:09, (알 수 없음) : 근뎋하루에8천걸음이면
2019. 2. 28. 20:09, (알 수 없음) : 안충분하냐,,,,,
2019. 2. 28. 20:09, (알 수 없음) : 헙
2019. 2. 28. 20:09, 정우 : 술
2019. 2. 28. 20:09, 정우 : 마시자고
2019. 2. 28. 20:09, 정우 : 오랜만에 가족끼리
2019. 2. 28. 20:09, 정우 : 나도먹고싶고 하니까
2019. 2. 28. 20:09, 정우 : 하이튼
2019. 2. 28. 20:09, 정우 : 해서
2019. 2. 28. 20:09, 정우 : 저녁에 고기나회에 소주
2019. 2. 28. 20:09, 정우 : 먹기로하고
2019. 2. 28. 20:09, 정우 : 오전에 건강검진갔었는제
2019. 2. 28. 20:10, (알 수 없음) : 금지
2019. 2. 28. 20:10, 정우 : 그길로 입원하심
2019. 2. 28. 20:10, (알 수 없음) : 당하심?
2019. 2. 28. 20:10, (알 수 없음) : 헙
2019. 2. 28. 20:10, (알 수 없음) : 아버지,,,,,
2019. 2. 28. 20:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:10, (알 수 없음) : ㅠ,ㅠ
2019. 2. 28. 20:10, (알 수 없음) : 검진더하심?
2019. 2. 28. 20:10, 정우 : 아니 그냥 그게 마지막인데
2019. 2. 28. 20:10, 정우 : 무슨 달리기하면서
2019. 2. 28. 20:10, 정우 : 반응보는건가봐
2019. 2. 28. 20:10, 정우 : 혈관같은거
2019. 2. 28. 20:10, 정우 : 근데 혈압이 떨어져서
2019. 2. 28. 20:10, 정우 : 으잉
2019. 2. 28. 20:10, 정우 : 안되여
2019. 2. 28. 20:10, 정우 : 입원하세여
2019. 2. 28. 20:10, 정우 : 해서 급입원
2019. 2. 28. 20:11, (알 수 없음) : 러
2019. 2. 28. 20:11, (알 수 없음) : 훱
2019. 2. 28. 20:11, (알 수 없음) : 건강관리,,,
2019. 2. 28. 20:11, (알 수 없음) : 아버지
2019. 2. 28. 20:11, 정우 : 그니까
2019. 2. 28. 20:11, 정우 : 운동해라 임마
2019. 2. 28. 20:11, (알 수 없음) : 어릴떄부터
2019. 2. 28. 20:11, (알 수 없음) : 해야하냐
2019. 2. 28. 20:11, 정우 : 형은 좀
2019. 2. 28. 20:11, (알 수 없음) : 많이
2019. 2. 28. 20:11, 정우 : 안해온게있어서
2019. 2. 28. 20:11, (알 수 없음) : ㅇㅇ,,
2019. 2. 28. 20:11, 정우 : 그거까려면
2019. 2. 28. 20:11, 정우 : 해야할듯
2019. 2. 28. 20:11, (알 수 없음) : ㅇㅋㅇㅋ,,
2019. 2. 28. 20:11, (알 수 없음) : 그럼공부하러감
2019. 2. 28. 20:11, (알 수 없음) : 휴
2019. 2. 28. 20:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케아이
2019. 2. 28. 20:11, 정우 : 아니
2019. 2. 28. 20:11, 정우 : 가지마셈
2019. 2. 28. 20:11, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:11, (알 수 없음) : 왜
2019. 2. 28. 20:11, (알 수 없음) : 15분에
2019. 2. 28. 20:11, 정우 : 좀만놀자
2019. 2. 28. 20:11, (알 수 없음) : 가자
2019. 2. 28. 20:11, (알 수 없음) : ㅇㅋ
2019. 2. 28. 20:11, 정우 : 20
2019. 2. 28. 20:12, (알 수 없음) : 그럼오늘
2019. 2. 28. 20:12, (알 수 없음) : 밤새야하는데
2019. 2. 28. 20:12, (알 수 없음) : 10분차이로
2019. 2. 28. 20:12, 정우 : ㄱㅊㄱㅊ
2019. 2. 28. 20:12, 정우 : 인생그렇게
2019. 2. 28. 20:12, 정우 : 극단적으로 살지마셈
2019. 2. 28. 20:12, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:12, Sekwang Ludan : 어 그럼 나도 10분만 놀자
2019. 2. 28. 20:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:12, (알 수 없음) : ㅇㅋ
2019. 2. 28. 20:12, 정우 : 고
2019. 2. 28. 20:12, (알 수 없음) : ㄱ
2019. 2. 28. 20:12, Sekwang Ludan : 20분에 공부 ㄱ
2019. 2. 28. 20:12, 정우 : 나와나와
2019. 2. 28. 20:12, (알 수 없음) : 201ㅜㄴ부터
2019. 2. 28. 20:12, (알 수 없음) : 4ㄱ
2019. 2. 28. 20:12, (알 수 없음) : ㄱ
2019. 2. 28. 20:12, 정우 : 아 하여튼그래서 오늘 소주날아감
2019. 2. 28. 20:12, 정우 : ㅅㅂ
2019. 2. 28. 20:12, 정우 : 16일까지 강제금주
2019. 2. 28. 20:12, (알 수 없음) : 혼자
2019. 2. 28. 20:12, (알 수 없음) : 목오라
2019. 2. 28. 20:12, 정우 : 안돼
2019. 2. 28. 20:12, (알 수 없음) : 쨥,,
2019. 2. 28. 20:12, 정우 : 원래
2019. 2. 28. 20:12, Sekwang Ludan : 존나 내일 저녁약속 있어서 오늘 다 끝내야됨
2019. 2. 28. 20:12, Sekwang Ludan : ㅋㅋㅋㅋㅋ ㅅㅂ
2019. 2. 28. 20:12, 정우 : 아니그래서원래
2019. 2. 28. 20:12, 정우 : 오후까지 공부빡하고
2019. 2. 28. 20:13, 정우 : 오늘저녁은 쉬는날
2019. 2. 28. 20:13, 정우 : 이었는데
2019. 2. 28. 20:13, (알 수 없음) : 한국은
2019. 2. 28. 20:13, (알 수 없음) : 내일쉬느데
2019. 2. 28. 20:13, (알 수 없음) : ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
2019. 2. 28. 20:13, 정우 : 낮에 병원갔다오느라
2019. 2. 28. 20:13, 정우 : 시간다날림
2019. 2. 28. 20:13, 정우 : 저녁공부해야함
2019. 2. 28. 20:13, (알 수 없음) : 마
2019. 2. 28. 20:13, Sekwang Ludan : ㅋㅋㅋㅋㅋ 그냥 쉬는날이네
2019. 2. 28. 20:13, (알 수 없음) : 열심히고!
2019. 2. 28. 20:13, 정우 : 마!
2019. 2. 28. 20:13, Sekwang Ludan : 아 내일 쉬네 한국 ㅠㅠㅠㅠ
2019. 2. 28. 20:13, (알 수 없음) : 쓰애끼..
2019. 2. 28. 20:13, 정우 : 떨어지면 엄마아빠얼굴 어케보냐
2019. 2. 28. 20:13, 정우 : ;;;;;;
2019. 2. 28. 20:13, (알 수 없음) : 이정웅 이 쓰애끼...
2019. 2. 28. 20:13, 정우 : ㅠ
2019. 2. 28. 20:13, Sekwang Ludan : 한국회사다니는데
2019. 2. 28. 20:13, Sekwang Ludan : 우린 안쉬나?
2019. 2. 28. 20:13, 정우 : 쉬셈
2019. 2. 28. 20:13, Sekwang Ludan : ㅅㅂ
2019. 2. 28. 20:13, (알 수 없음) : 안쉬지
2019. 2. 28. 20:13, 정우 : 안쉼?
2019. 2. 28. 20:13, 정우 : 그럼
2019. 2. 28. 20:13, (알 수 없음) : 내일출근해서
2019. 2. 28. 20:13, 정우 : 형
2019. 2. 28. 20:13, Sekwang Ludan : 안쉼 ㅠㅠ
2019. 2. 28. 20:13, 정우 : 내일가서
2019. 2. 28. 20:13, (알 수 없음) : 대한독립
2019. 2. 28. 20:13, (알 수 없음) : 만세에!
2019. 2. 28. 20:13, 정우 : 대한독립만세
2019. 2. 28. 20:13, (알 수 없음) : ㅎㅏ면서
2019. 2. 28. 20:13, 정우 : 어미친
2019. 2. 28. 20:13, (알 수 없음) : 나가셈
2019. 2. 28. 20:13, (알 수 없음) : ;
2019. 2. 28. 20:13, 정우 : 역시
2019. 2. 28. 20:13, Sekwang Ludan : 걍 오지말까 ㅋㅋㅋ 쉬는줄 알았다고
2019. 2. 28. 20:13, (알 수 없음) : 간만에
2019. 2. 28. 20:13, 정우 : 생각하는거
2019. 2. 28. 20:14, 정우 : 하고는
2019. 2. 28. 20:14, (알 수 없음) : 초갈됐따
2019. 2. 28. 20:14, (알 수 없음) : ;;
2019. 2. 28. 20:14, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:14, 정우 : 아니가서 대한독립만세
2019. 2. 28. 20:14, 정우 : ㄱㄱ
2019. 2. 28. 20:14, Sekwang Ludan : 태극기 두르고 다녀???
2019. 2. 28. 20:14, 정우 : ㄱㄱ
2019. 2. 28. 20:14, Sekwang Ludan : ㅋㅋㅋㅋㅋ 중국 혐한파들한테 맞아 죽겄다
2019. 2. 28. 20:14, Sekwang Ludan : 숨겨진 애들 있을듯
2019. 2. 28. 20:14, 정우 : 중국무서워
2019. 2. 28. 20:15, Sekwang Ludan : 그니께 ㅋㅋㅋ 요즘 사려야됨
2019. 2. 28. 20:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:15, 정우 : 조심해.....
2019. 2. 28. 20:15, 원준오빠 : https://m.search.daum.net/kakao?DA=SH2&w=poi&q=%EA%BC%AC%EA%BC%AC%EC%88%9C%EC%9D%B4%20%EB%8F%99%EA%B5%90%EB%B3%B8%EC%A0%90&cid=9734502#&linked=true
2019. 2. 28. 20:15, 원준오빠 : 담에 여기 가실붐
2019. 2. 28. 20:15, 정우 : 평소엔 일본인인척하고다녀.....
2019. 2. 28. 20:16, 원준오빠 : 아닠ㅋㅋㅋ왜 일본인 인척해ㅋㅋㅋㅋ
2019. 2. 28. 20:16, (알 수 없음) : 저요
2019. 2. 28. 20:16, (알 수 없음) : 중국이
2019. 2. 28. 20:16, 원준오빠 : 중국인인척 하면 안댐?
2019. 2. 28. 20:16, (알 수 없음) : 일본
2019. 2. 28. 20:16, (알 수 없음) : 더싫어할걸?
2019. 2. 28. 20:16, 원준오빠 : ㄹㅇㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:16, 원준오빠 : 꼬순 고고
2019. 2. 28. 20:16, (알 수 없음) : 꼬순
2019. 2. 28. 20:16, (알 수 없음) : ㄱ
2019. 2. 28. 20:16, (알 수 없음) : 꼬순네
2019. 2. 28. 20:16, 원준오빠 : 저기 마싯데
2019. 2. 28. 20:16, (알 수 없음) : 고
2019. 2. 28. 20:16, 정우 : 저도
2019. 2. 28. 20:16, 정우 : 갈래여
2019. 2. 28. 20:16, (알 수 없음) : 꼬순네 날듯
2019. 2. 28. 20:16, (알 수 없음) : 16일
2019. 2. 28. 20:16, (알 수 없음) : ㄱ
2019. 2. 28. 20:16, 정우 : ㄱ
2019. 2. 28. 20:16, 원준오빠 : ㅇㅋ
2019. 2. 28. 20:17, (알 수 없음) : 형
2019. 2. 28. 20:17, (알 수 없음) : 형새일떄는
2019. 2. 28. 20:17, (알 수 없음) : 뭐함
2019. 2. 28. 20:17, (알 수 없음) : 멀리서
2019. 2. 28. 20:17, (알 수 없음) : 축하해주면됨?
2019. 2. 28. 20:17, 정우 : 거기서 파티하면댐
2019. 2. 28. 20:17, (알 수 없음) : 아핫
2019. 2. 28. 20:17, (알 수 없음) : 옼훼
2019. 2. 28. 20:17, 원준오빠 : https://noproblemyourlife.tistory.com/2152
2019. 2. 28. 20:17, 원준오빠 : 요 어떰
2019. 2. 28. 20:17, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ 일본인인척하면
2019. 2. 28. 20:17, 정우 : 원준이형없는 원준이형생일파티
2019. 2. 28. 20:17, Sekwang Ludan : 바로 맞지 않을까?
2019. 2. 28. 20:17, 정우 : 글게 내생각이 짧았음
2019. 2. 28. 20:17, Sekwang Ludan : 그럼나도 여기서 파티할께!
2019. 2. 28. 20:18, 정우 : 그럼
2019. 2. 28. 20:18, 정우 : 음
2019. 2. 28. 20:18, 정우 : 사람아닌척ㄱㄱ
2019. 2. 28. 20:18, 원준오빠 : 오
2019. 2. 28. 20:18, 원준오빠 : 맞아
2019. 2. 28. 20:18, Sekwang Ludan : 오키
2019. 2. 28. 20:18, 원준오빠 : 거기서
2019. 2. 28. 20:18, 원준오빠 : 혼신을 다해서
2019. 2. 28. 20:18, 원준오빠 : 축하해주셈
2019. 2. 28. 20:18, Sekwang Ludan : 오키!!!
2019. 2. 28. 20:18, Sekwang Ludan : 혼신을 다해서 어떻게 해줄까....
2019. 2. 28. 20:20, Sekwang Ludan : ㅋㅋㅋㅋ 근데 원준이 생일 국제부녀절이랑 겹치네
2019. 2. 28. 20:20, (알 수 없음) : ,,
2019. 2. 28. 20:20, (알 수 없음) : 정말
2019. 2. 28. 20:20, (알 수 없음) : tmi;
2019. 2. 28. 20:20, (알 수 없음) : ,,,!
2019. 2. 28. 20:20, 정우 : 오진짜
2019. 2. 28. 20:20, 정우 : 처음들어보는날임
2019. 2. 28. 20:20, 정우 : 그리고이제
2019. 2. 28. 20:20, 정우 : 공부할시감
2019. 2. 28. 20:20, 원준오빠 : 와
2019. 2. 28. 20:20, (알 수 없음) : 옥
2019. 2. 28. 20:20, 원준오빠 : 엄청 오랜만에 들어본다
2019. 2. 28. 20:20, 원준오빠 : 공부 ㅂㅇ
2019. 2. 28. 20:20, 정우 : ㅂㅇㅂㅇ
2019. 2. 28. 20:21, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 여성의날은 축하해야지!!
2019. 2. 28. 20:21, 원준오빠 : 그런 의미로 세광이 모할거임
2019. 2. 28. 20:21, 원준오빠 : 클럽가서 외로운 여성 달래줌?
2019. 2. 28. 20:21, Sekwang Ludan : 후.... 여성 만나야지뭐
2019. 2. 28. 20:21, 원준오빠 : 빙고
2019. 2. 28. 20:21, Sekwang Ludan : 는 개뿔 공부조려야지 ㅠㅠㅠㅠ
2019. 2. 28. 20:21, Sekwang Ludan : 후... 나도 빠이루다
2019. 2. 28. 20:23, (알 수 없음) : 형클럽
2019. 2. 28. 20:23, (알 수 없음) : 안됨
2019. 2. 28. 20:23, (알 수 없음) : ㅠ
2019. 2. 28. 20:23, 경민 : 오우;
2019. 2. 28. 20:24, 경민 : 개신기
2019. 2. 28. 20:24, 경민 : 원동인씨아님
2019. 2. 28. 20:24, (알 수 없음) : 맞움
2019. 2. 28. 20:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:24, 경민 : 기억도잘안남근데
2019. 2. 28. 20:24, 경민 : 뭔가되게열심히햇던거같기도
2019. 2. 28. 20:24, (알 수 없음) : ㅇㅇ,,,,,,
2019. 2. 28. 20:24, (알 수 없음) : 저거한다고회사때려쳤었대
2019. 2. 28. 20:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:24, (알 수 없음) : 트와이스보러갔는데,,,
2019. 2. 28. 20:24, 경민 : 샵검색: #슈퍼인턴 원동인
2019. 2. 28. 20:24, (알 수 없음) : ㅇ,,,ㅇ,,
2019. 2. 28. 20:24, 경민 : 이사람?
2019. 2. 28. 20:24, (알 수 없음) : 옜수
2019. 2. 28. 20:24, 경민 : 회사를때려쳣다고?ㅋㅋㅋㅋ
2019. 2. 28. 20:24, (알 수 없음) : ㅇㅇ
2019. 2. 28. 20:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:24, 이석준 : 사진
2019. 2. 28. 20:25, (알 수 없음) : 떄리ㅕ치고 저방송나갔때
2019. 2. 28. 20:25, (알 수 없음) : 야곱이네
2019. 2. 28. 20:25, 경민 : 신기하네 ㅋㅋㅋ
2019. 2. 28. 20:25, 경민 : 저사람잘함그래서
2019. 2. 28. 20:25, 경민 : ?
2019. 2. 28. 20:26, (알 수 없음) : 몰라
2019. 2. 28. 20:26, (알 수 없음) : 그냥봄
2019. 2. 28. 20:26, (알 수 없음) : 아무생각없음
2019. 2. 28. 20:26, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사람나오는게신기해서
2019. 2. 28. 20:26, 경민 : ㅋㅌㅋㅋㅋㅋ
2019. 2. 28. 20:29, (알 수 없음) : 그냥
2019. 2. 28. 20:30, (알 수 없음) : 박진영이
2019. 2. 28. 20:30, (알 수 없음) : 조또
2019. 2. 28. 20:30, (알 수 없음) : 쓸데없는걸시킨다는걸 ㄱ생각하고있음
2019. 2. 28. 20:30, (알 수 없음) : jyp1층에 카페가 있는데
2019. 2. 28. 20:30, (알 수 없음) : 돈많이 벌어오래 거기서
2019. 2. 28. 20:30, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:30, (알 수 없음) : 근데 jyp 가수 콘텐츠 쓰지말래
2019. 2. 28. 20:30, (알 수 없음) : 말이야방구야 왜하는거
2019. 2. 28. 20:30, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 20:33, 경민 : ㅋㅋㅋㅋㅋ
2019. 2. 28. 20:33, 경민 : 그래도
2019. 2. 28. 20:34, 경민 : 어떤기획력이있는가를보는거겟디뭐
2019. 2. 28. 20:37, (알 수 없음) : 그러겟지,,
2019. 2. 28. 20:37, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ
2019. 2. 28. 21:25, Sekwang Ludan : 아씨 공부안해 걍 집감
2019. 2. 28. 21:26, (알 수 없음) : 공부해;;;
2019. 2. 28. 21:42, (알 수 없음) : 아니
2019. 2. 28. 21:42, (알 수 없음) : 진짜
2019. 2. 28. 21:42, (알 수 없음) : 잠오네
2019. 2. 28. 21:42, (알 수 없음) : 후
2019. 2. 28. 21:43, 정우 : 공부해;;;;
2019. 2. 28. 21:43, 정우 : 않이 나만하다옴?
2019. 2. 28. 21:44, 정우 : 근데나도별거안함
2019. 2. 28. 21:44, 정우 : 이모티콘 
2019. 2. 28. 21:44, 정우 : 이모티콘 
2019. 2. 28. 21:48, (알 수 없음) : 고웁하고있음
2019. 2. 28. 21:48, (알 수 없음) : ㅠ
2019. 2. 28. 21:48, (알 수 없음) : 쨥
2019. 2. 28. 21:48, 정우 : ㄱㄱㄱ
2019. 2. 28. 21:48, 정우 : 열시부터 재개한다 나는
2019. 2. 28. 21:48, 정우 : 머리가빠개질거같아
2019. 2. 28. 21:54, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 난 오늘은 포기쓰 졸려 죽겠다
2019. 2. 28. 21:55, (알 수 없음) : 나도10시부터
2019. 2. 28. 21:55, (알 수 없음) : 재개할까
2019. 2. 28. 21:55, (알 수 없음) : 아니 왭러써 55분
