Talk_2021.8.24 13:11-79.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 20일 수요일
2021. 1. 20. 10:56, 경민 : 10점받고싶누
2021. 2. 5. 11:35, abyss오재 : 호엥
2021. 2. 5. 11:35, abyss오재 : ㅇㅋ
2021. 2. 5. 11:35, abyss오재 : 샵검색: #에스케이티 분사
2021. 2. 5. 11:35, abyss오재 : 이건이미한건가?
2021. 2. 5. 11:35, abyss오재 : 티맵
2021. 2. 5. 11:35, abyss오재 : 분사하는거,
2021. 2. 5. 11:35, abyss오재 : ?
2021. 2. 5. 11:37, 경민 : 티맵은
2021. 2. 5. 11:37, 경민 : 이미했고
2021. 2. 5. 11:37, 경민 : skt자체
2021. 2. 5. 11:37, 경민 : 중간지주사전환
2021. 2. 5. 11:37, 경민 : 얘기많음
2021. 2. 5. 11:42, 부그뷰 : ㅅㅁㅅ
2021. 2. 5. 11:44, 경민 : ㅅㅁㅅ
2021. 2. 5. 11:46, abyss오재 : 어렵네
2021. 2. 5. 11:46, abyss오재 : 그럼 주식도분할돼서
2021. 2. 5. 11:46, abyss오재 : 나가는거라님
2021. 2. 5. 11:46, abyss오재 : 버걸킹
2021. 2. 5. 11:46, abyss오재 : 시켯다
2021. 2. 5. 11:52, 경민 : 나는
2021. 2. 5. 11:52, 경민 : 비비큐시킴;ㅎ;
2021. 2. 5. 11:52, 경민 : 금요일개조져
2021. 2. 5. 11:52, abyss오재 : 조져조져
2021. 2. 5. 11:58, 원준오빠 : 피건하네
2021. 2. 5. 11:58, 원준오빠 : 큐우우
2021. 2. 5. 11:59, abyss오재 : 아침이라그래 형
2021. 2. 5. 12:00, 경민 : 오랜만에넘일찍일어ㅏ낫나보누
2021. 2. 5. 12:01, 부그뷰 : 피건하지 형 밤 11시인데
2021. 2. 5. 12:01, 부그뷰 : 일찍자고일찍일나자!
2021. 2. 5. 12:02, 원준오빠 : 7시에 자거
2021. 2. 5. 12:02, 원준오빠 : 10시에 있났다
2021. 2. 5. 12:03, 원준오빠 : 훈계말라ㅠ 더이상 일찍 못자누
2021. 2. 5. 12:05, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃
2021. 2. 5. 12:07, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:07, abyss오재 : 간만에
2021. 2. 5. 12:07, 부그뷰 : 오늘 저녁 안주 추천 ㄱ
2021. 2. 5. 12:07, abyss오재 : 버거킹먹는데존맛탱이다
2021. 2. 5. 12:07, 경민 : 보나마나 막걸리 먹겠네
2021. 2. 5. 12:07, 부그뷰 : 볼거큉~
2021. 2. 5. 12:07, 부그뷰 : 막걸리 안땡김오늘
2021. 2. 5. 12:07, 부그뷰 : 와인먹고싶음베
2021. 2. 5. 12:08, 부그뷰 : 주변에파는곳이없어
2021. 2. 5. 12:08, 부그뷰 : 이마트는 버스타고가야댐
2021. 2. 5. 12:08, 부그뷰 : 할모니마트에 진로와인 파는데
2021. 2. 5. 12:08, 부그뷰 : 그건별론가
2021. 2. 5. 12:10, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅈ
2021. 2. 5. 12:10, 원준오빠 : 진로와인
2021. 2. 5. 12:10, 원준오빠 : 갬보랑 어울리누
2021. 2. 5. 12:10, 원준오빠 : 도전 ㄱㄱ
2021. 2. 5. 12:10, 부그뷰 : https://m.blog.naver.com/PostView.nhn?blogId=01695884170&logNo=222165170363&proxyReferer=http:%2F%2Fblog.naver.com%2F01695884170%2F222165170363
2021. 2. 5. 12:11, 부그뷰 : 와인병이
2021. 2. 5. 12:11, 부그뷰 : 초록색이누
2021. 2. 5. 12:11, 원준오빠 : 복분자 너낌 날거같음
2021. 2. 5. 12:11, 부그뷰 : 고기사서
2021. 2. 5. 12:11, 부그뷰 : 집에서꿉어먹을까
2021. 2. 5. 12:12, 원준오빠 : ㄱㄱㄱ
2021. 2. 5. 12:12, abyss오재 : 좋네
2021. 2. 5. 12:12, abyss오재 : 샵검색: #천뚱 짜파게티
2021. 2. 5. 12:13, abyss오재 : 짜장면2개 계란후라이4개
2021. 2. 5. 12:13, abyss오재 : ==네젓가락
2021. 2. 5. 12:13, 원준오빠 : 오
2021. 2. 5. 12:13, abyss오재 : 이래 미친
2021. 2. 5. 12:13, 원준오빠 : 오..
2021. 2. 5. 12:13, abyss오재 : 존나근데안더럽고
2021. 2. 5. 12:13, abyss오재 : 깔끔하게먹어
2021. 2. 5. 12:13, 원준오빠 : 계란3개였으면
2021. 2. 5. 12:13, 원준오빠 : 3잣가락
2021. 2. 5. 12:13, 원준오빠 : 가믕?
2021. 2. 5. 12:13, abyss오재 : 그런듯
2021. 2. 5. 12:13, 원준오빠 : 구실에 불과했구먼
2021. 2. 5. 12:13, 원준오빠 : 엊그제 짜파구리 2인분 혼자 먹어서
2021. 2. 5. 12:13, 원준오빠 : 안부러움
2021. 2. 5. 12:13, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:13, 원준오빠 : 그러고 저넉에 정우 만나고
2021. 2. 5. 12:13, 원준오빠 : 두병까고
2021. 2. 5. 12:14, abyss오재 : 짜파게티맛잇지
2021. 2. 5. 12:14, 원준오빠 : 메이플2시까지 하고
2021. 2. 5. 12:14, 원준오빠 : 16시간 잠
2021. 2. 5. 12:14, abyss오재 : 아
2021. 2. 5. 12:14, abyss오재 : 미국간날
2021. 2. 5. 12:14, 원준오빠 : flex
2021. 2. 5. 12:14, 원준오빠 : ㅇㅇㅇ
2021. 2. 5. 12:14, abyss오재 : 미친
2021. 2. 5. 12:14, 정우 : 서울오셈
2021. 2. 5. 12:14, abyss오재 : 이사람콜라오백더
2021. 2. 5. 12:14, abyss오재 : 삼초컷인데
2021. 2. 5. 12:14, abyss오재 : 샵검색: #천뚱 콜라
2021. 2. 5. 12:14, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:14, 원준오빠 : 그거ㅜ생각나네
2021. 2. 5. 12:14, abyss오재 : 샵검색: #천뚱 요구르트
2021. 2. 5. 12:14, abyss오재 : ㅅㅂ
2021. 2. 5. 12:14, 원준오빠 : 추성훈이
2021. 2. 5. 12:14, abyss오재 : ㅇㅇ
2021. 2. 5. 12:14, 원준오빠 : 라스 나와서
2021. 2. 5. 12:14, abyss오재 : 아트름
2021. 2. 5. 12:14, abyss오재 : 하는거 ㅅㅂ
2021. 2. 5. 12:15, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:15, 원준오빠 : 트름안한다고
2021. 2. 5. 12:15, 원준오빠 : 나 잘 안쓰는 단어인데
2021. 2. 5. 12:15, 원준오빠 : 그거 진짜
2021. 2. 5. 12:15, 정우 : 이모티콘 
2021. 2. 5. 12:15, 원준오빠 : 지랄 아니누
2021. 2. 5. 12:15, abyss오재 : 진짜
2021. 2. 5. 12:15, abyss오재 : 개웃김
2021. 2. 5. 12:15, abyss오재 : 근데이사람트름안하는데
2021. 2. 5. 12:15, abyss오재 : ㅁㅊ
2021. 2. 5. 12:15, 정우 : 이모티콘 
2021. 2. 5. 12:15, 원준오빠 : 찐이네
2021. 2. 5. 12:15, 정우 : 이모티콘 
2021. 2. 5. 12:15, 정우 : 이모티콘 
2021. 2. 5. 12:15, abyss오재 : 미친듯
2021. 2. 5. 12:15, 원준오빠 : 정우친구네
2021. 2. 5. 12:15, 원준오빠 : 가야하는데
2021. 2. 5. 12:15, 부그뷰 : 오산오셈
2021. 2. 5. 12:15, 부그뷰 : 나오늘
2021. 2. 5. 12:15, 정우 : 아니 와인먹고싶대서
2021. 2. 5. 12:15, 부그뷰 : 월급날^^
2021. 2. 5. 12:16, 정우 : 난 다음주토요일에도 가지롱
2021. 2. 5. 12:16, 정우 : 이번주였는데 미뤘다
2021. 2. 5. 12:16, 정우 : 쩝
2021. 2. 5. 12:16, 원준오빠 : 먗시까지 갈까
2021. 2. 5. 12:16, 부그뷰 : 퇴근하고가면 8 9시일껄?
2021. 2. 5. 12:16, abyss오재 : 나는
2021. 2. 5. 12:16, 정우 : 아 그럼안되네
2021. 2. 5. 12:16, abyss오재 : ?
2021. 2. 5. 12:16, 정우 : 너
2021. 2. 5. 12:16, 정우 : 지금
2021. 2. 5. 12:16, 정우 : 너그거
2021. 2. 5. 12:16, 정우 : 제안서
2021. 2. 5. 12:16, abyss오재 : ㅇㅇㅇ
2021. 2. 5. 12:16, 정우 : 끝날때까지
2021. 2. 5. 12:16, abyss오재 : 맞아
2021. 2. 5. 12:16, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:16, 정우 : 기다리는중이잖아
2021. 2. 5. 12:16, 정우 : 새끼야
2021. 2. 5. 12:16, 정우 : 안보이냐?
2021. 2. 5. 12:16, abyss오재 : 맞아미안
2021. 2. 5. 12:16, 정우 : 빨리빨리해라
2021. 2. 5. 12:16, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:16, 부그뷰 : 암때나와 형 주소랑비번은 공지사항에 있음
2021. 2. 5. 12:16, 부그뷰 : 이모티콘 
2021. 2. 5. 12:16, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:16, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:17, 원준오빠 : 비번 저거 너무
2021. 2. 5. 12:17, 원준오빠 : 당당하고
2021. 2. 5. 12:17, 원준오빠 : 단호하게
2021. 2. 5. 12:17, abyss오재 : 592592
2021. 2. 5. 12:17, abyss오재 : 오궁고구웅
2021. 2. 5. 12:17, 원준오빠 : 걸려있어소 웃김..
2021. 2. 5. 12:17, abyss오재 : 형네집도걸자
2021. 2. 5. 12:17, 원준오빠 : 근데 어늘 시차때문에 일찍 잘듯
2021. 2. 5. 12:17, 원준오빠 : 울집
2021. 2. 5. 12:17, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:17, abyss오재 : 시차 ㅁㅊ
2021. 2. 5. 12:17, 원준오빠 : 내집 아니라 안댐
2021. 2. 5. 12:18, 원준오빠 : ㅠ
2021. 2. 5. 12:18, abyss오재 : ㅇㅋㅇㅋ
2021. 2. 5. 12:18, 원준오빠 : 아니
2021. 2. 5. 12:18, 원준오빠 : 스포티파
2021. 2. 5. 12:18, abyss오재 : 응
2021. 2. 5. 12:18, 원준오빠 : 믹스 개좋은디
2021. 2. 5. 12:18, abyss오재 : 노래
2021. 2. 5. 12:18, abyss오재 : 너무업으?
2021. 2. 5. 12:18, abyss오재 : 맞ㅈ
2021. 2. 5. 12:18, abyss오재 : 믹스존나
2021. 2. 5. 12:18, abyss오재 : 분위기맞춰서
2021. 2. 5. 12:18, 원준오빠 : 한국곡 포기못해
2021. 2. 5. 12:18, abyss오재 : 5개나해주는거
2021. 2. 5. 12:18, abyss오재 : 미쳣음 ㅅㅂ
2021. 2. 5. 12:18, 원준오빠 : ㅇㅇ..
2021. 2. 5. 12:18, abyss오재 : 분위기맞춘노래로
2021. 2. 5. 12:18, abyss오재 : 믹스하는거 ㄹㅇ 개쩔어
2021. 2. 5. 12:19, 원준오빠 : ㅠ
2021. 2. 5. 12:19, 원준오빠 : 한국곡내나 ㅠ
2021. 2. 5. 12:19, abyss오재 : 나도한국곡
2021. 2. 5. 12:19, abyss오재 : ㅠ
2021. 2. 5. 12:19, 원준오빠 : 막효신도 옶나
2021. 2. 5. 12:19, abyss오재 : 찾아보라뉴
2021. 2. 5. 12:20, 원준오빠 : ㅅㅂ 없어
2021. 2. 5. 12:20, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:20, abyss오재 : ㅠ
2021. 2. 5. 12:20, 원준오빠 : 남조선을 괄시하지말라
2021. 2. 5. 12:20, abyss오재 : 남조선 노래
2021. 2. 5. 12:20, abyss오재 : 나가리요
2021. 2. 5. 12:21, abyss오재 : 볼거킹쿠폰주에
2021. 2. 5. 12:21, 원준오빠 : ㅠ
2021. 2. 5. 12:21, 원준오빠 : 주셈
2021. 2. 5. 12:21, abyss오재 : 사진
2021. 2. 5. 12:21, abyss오재 : 지갑에챙겨다녀야겟다,,,
2021. 2. 5. 12:21, abyss오재 : 사진
2021. 2. 5. 12:25, 원준오빠 : 오 갸꿀이누
2021. 2. 5. 12:26, 원준오빠 : 커피
2021. 2. 5. 12:26, 원준오빠 : 내려야지.
2021. 2. 5. 12:26, abyss오재 : 얼
2021. 2. 5. 12:26, abyss오재 : 아메리칸데
2021. 2. 5. 12:26, abyss오재 : 커피내리면아메리카
2021. 2. 5. 12:28, 정우 : ㅅㅁㅅ
2021. 2. 5. 12:28, 정우 : 오늘점심은 우육탕면에 군만두
2021. 2. 5. 12:29, abyss오재 : 오우맛잇겟는데
2021. 2. 5. 12:30, abyss오재 : ㅁㅊ
2021. 2. 5. 12:31, abyss오재 : 지금이사람보고잇는데
2021. 2. 5. 12:31, abyss오재 : 전참시나와서
2021. 2. 5. 12:31, abyss오재 : ㅅㅂ진짜개푸드파이터네
2021. 2. 5. 12:31, abyss오재 : 아근데개깔끔하게먹는다
2021. 2. 5. 12:31, abyss오재 : 아니 짜파게티먹고
2021. 2. 5. 12:31, abyss오재 : 떡국 개많이먹고
2021. 2. 5. 12:32, abyss오재 : 먹방찍을준비한대
2021. 2. 5. 12:32, abyss오재 : ㅅㅂ아니짜파게티랑떡국먹은건뭔데
2021. 2. 5. 12:32, abyss오재 : 이모티콘 
2021. 2. 5. 12:32, abyss오재 : 근데 진짜 멍청한데
2021. 2. 5. 12:32, abyss오재 : 나어릴때 그 콜라 나오는거잇잖아뷔페같은데가면
2021. 2. 5. 12:32, abyss오재 : 그거 무한대로나오는건지알앗음
2021. 2. 5. 12:32, abyss오재 : 콜라만드는기계인줄
2021. 2. 5. 12:32, abyss오재 : 갑자기콜라먹다생각남;
2021. 2. 5. 12:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:33, 정우 : 왜 나도
2021. 2. 5. 12:33, 정우 : 존나신기해했는데
2021. 2. 5. 12:34, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:34, 원준오빠 : 난 아무 생각 없었음
2021. 2. 5. 12:34, abyss오재 : 그치
2021. 2. 5. 12:34, 원준오빠 : 어릴때 탄산 안좋아해서
2021. 2. 5. 12:34, abyss오재 : 아니나그리도드라마에ㅛㅓ
2021. 2. 5. 12:34, abyss오재 : 사람죽으면
2021. 2. 5. 12:34, abyss오재 : 저사람어케살아잇지
2021. 2. 5. 12:34, abyss오재 : 생각햇음어릴때
2021. 2. 5. 12:34, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ배우랑
2021. 2. 5. 12:34, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:34, abyss오재 : 실제랑구분안해서
2021. 2. 5. 12:34, abyss오재 : ㅅㅂ
2021. 2. 5. 12:34, 원준오빠 : 바보냐?
2021. 2. 5. 12:34, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그리고어릴때 동물들은
2021. 2. 5. 12:34, abyss오재 : 잠안자는줄알앗음
2021. 2. 5. 12:34, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:34, abyss오재 : ㅅㅂ
2021. 2. 5. 12:34, 원준오빠 : 바보냐고
2021. 2. 5. 12:34, abyss오재 : 가지가지햇네
2021. 2. 5. 12:34, 원준오빠 : ㅡㅡ
2021. 2. 5. 12:34, abyss오재 : 미안
2021. 2. 5. 12:35, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:35, 원준오빠 : ㅇㅈㅇㅈ드림
2021. 2. 5. 12:35, 원준오빠 : 나는
2021. 2. 5. 12:35, 원준오빠 : 어릴때
2021. 2. 5. 12:35, abyss오재 : 바보냐
2021. 2. 5. 12:35, 원준오빠 : 바보였음
2021. 2. 5. 12:35, 원준오빠 : 어케앎;
2021. 2. 5. 12:35, 정우 : 사진
2021. 2. 5. 12:35, abyss오재 : 안얘기해주셈
2021. 2. 5. 12:35, 원준오빠 : 정답입니다
2021. 2. 5. 12:35, 원준오빠 : 우육탕
2021. 2. 5. 12:35, 원준오빠 : 마있겠다
2021. 2. 5. 12:35, 원준오빠 : 커피로 충전합니다
2021. 2. 5. 12:36, abyss오재 : 아어오오
2021. 2. 5. 12:36, abyss오재 : 커피좋지
2021. 2. 5. 12:38, 원준오빠 : 제가 미국 엘레이에 있쓸때
2021. 2. 5. 12:38, 원준오빠 : 시차 적응을 위해서 꼭 커피를 마시곤 했습니다
2021. 2. 5. 12:39, 원준오빠 : 그럴때마다 감독님이 본인 커피도 타오라고 하셨는데
2021. 2. 5. 12:39, 원준오빠 : 저는 감독님 커피잔에 침을 몇방을 떨어뜨리곤 했습니다
2021. 2. 5. 12:39, 원준오빠 : 지금생각하면 굉장히 죄송하지만 그게 전부
2021. 2. 5. 12:39, 원준오빠 : 한국에 대한 그뤼움
2021. 2. 5. 12:39, 원준오빠 : 그러한 것들이 저를 그렇게 하도록 만든 것 같습니다
2021. 2. 5. 12:40, 원준오빠 : 한국 하니까 생각이 나는게
2021. 2. 5. 12:40, 원준오빠 : 제가 미국 엘에이로 출국하기 줜에
2021. 2. 5. 12:40, 원준오빠 : 꼭 사 먹는 음식이 있었습니다
2021. 2. 5. 12:40, 원준오빠 : 바로 투썸플레이스 커피였는데요
2021. 2. 5. 12:40, 원준오빠 : 투썸하니까 생각이나는게
2021. 2. 5. 12:40, 원준오빠 : 제가 작년에 썸만 삼백번을 탔는데요
2021. 2. 5. 12:41, 원준오빠 : 썸하니가 생각이 나는게
2021. 2. 5. 12:41, abyss오재 : ㅁㅍ
2021. 2. 5. 12:41, abyss오재 : 이게뭔데
2021. 2. 5. 12:41, 원준오빠 : 쌈싸먹고싶네요
2021. 2. 5. 12:41, abyss오재 : 쌈밥존맛
2021. 2. 5. 12:41, 원준오빠 : 이게뭔데 하니가 생각이 나는데
2021. 2. 5. 12:41, abyss오재 : 일욜에놀러올래신원준?
2021. 2. 5. 12:41, 원준오빠 : 박찬호였음
2021. 2. 5. 12:41, 원준오빠 : ㅇㅋㅇㅋ
2021. 2. 5. 12:41, abyss오재 : ㅇㅋ
2021. 2. 5. 12:41, abyss오재 : 이정우도일욜에놀러올래?
2021. 2. 5. 12:41, abyss오재 : 근데아직정동민이랑합의안됨
2021. 2. 5. 12:41, abyss오재 : ;;;
2021. 2. 5. 12:41, abyss오재 : 땀땀
2021. 2. 5. 12:43, 원준오빠 : 조음
2021. 2. 5. 12:43, 원준오빠 : 0.5는
2021. 2. 5. 12:43, 원준오빠 : 반올리뫄명
2021. 2. 5. 12:44, 원준오빠 : 1이니까
2021. 2. 5. 12:44, 원준오빠 : 과반수의 의해
2021. 2. 5. 12:44, 원준오빠 : 결정남
2021. 2. 5. 12:45, 경민 : 윽
2021. 2. 5. 12:45, 경민 : 치킨
2021. 2. 5. 12:45, 경민 : 벌서질ㄹㅁ
2021. 2. 5. 12:45, 경민 : 너무기름지누여기;
2021. 2. 5. 12:45, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 12:45, abyss오재 : 갸웃겨
2021. 2. 5. 12:46, abyss오재 : 황올
2021. 2. 5. 12:46, abyss오재 : 시킨거아님?
2021. 2. 5. 12:46, abyss오재 : 기적의논리
2021. 2. 5. 12:46, abyss오재 : 동의ㅘㅁ
2021. 2. 5. 12:46, abyss오재 : 동의함
2021. 2. 5. 12:47, 정우 : 니
2021. 2. 5. 12:47, 정우 : 제안서나 빨리써
2021. 2. 5. 12:47, 정우 : 임마
2021. 2. 5. 12:50, abyss오재 : 네
2021. 2. 5. 12:50, abyss오재 : 시바
2021. 2. 5. 12:50, abyss오재 : 3시부터작업시작함
2021. 2. 5. 13:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 13:01, 정우 : 내일 파마할거라
2021. 2. 5. 13:01, 정우 : 일요일에 어디안나갈거임
2021. 2. 5. 13:01, 정우 : 내일노는거면몰라도
2021. 2. 5. 13:06, 경민 : ㅇ홀
2021. 2. 5. 13:06, 경민 : 올
2021. 2. 5. 13:06, 경민 : ㅊㅋㅊㅋ
2021. 2. 5. 13:12, abyss오재 : ㅇㅋㅇㅋ
2021. 2. 5. 13:12, abyss오재 : 그럼
2021. 2. 5. 13:12, abyss오재 : 접음
2021. 2. 5. 13:15, 정우 : 이번주는
2021. 2. 5. 13:15, 정우 : 약간 자제해봄
2021. 2. 5. 13:15, 정우 : 다음주부터 다시놀려면
2021. 2. 5. 13:15, 정우 : 자제하는척
2021. 2. 5. 13:15, abyss오재 : ㄹㅇ
2021. 2. 5. 13:15, abyss오재 : 얼마전에
2021. 2. 5. 13:15, abyss오재 : 놀아놓고
2021. 2. 5. 13:15, 정우 : 집에서 열심히 먹을게
2021. 2. 5. 13:15, abyss오재 : 어이업누;
2021. 2. 5. 13:15, 정우 : 나심지어
2021. 2. 5. 13:15, 정우 : 그저께 원준이형이랑 마셨는데
2021. 2. 5. 13:15, 정우 : ㅎㅎ;;;
2021. 2. 5. 13:15, abyss오재 : 그니가
2021. 2. 5. 13:16, abyss오재 : 텅텅이됨
2021. 2. 5. 13:16, abyss오재 : 사진
2021. 2. 5. 13:19, 경민 : 와이제진짜
2021. 2. 5. 13:19, 경민 : 이사네
2021. 2. 5. 13:19, 경민 : 내일이누?
2021. 2. 5. 13:20, abyss오재 : 예그렇숨니다
2021. 2. 5. 13:24, 정우 : 좋누?
2021. 2. 5. 13:25, abyss오재 : 간만에클콰노래들으니까
2021. 2. 5. 13:25, abyss오재 : 개미쳐ㅛ네
2021. 2. 5. 13:25, 경민 : ㄹㅇ;;
2021. 2. 5. 13:25, 경민 : 나도저번에듣는데
2021. 2. 5. 13:25, 경민 : 개미침
2021. 2. 5. 13:25, abyss오재 : 호란미친
2021. 2. 5. 13:25, abyss오재 : 음주운전삼진아웃이라
2021. 2. 5. 13:25, abyss오재 : 별로듣고싶진않다만
2021. 2. 5. 13:25, abyss오재 : ㅅㅂ
2021. 2. 5. 13:26, abyss오재 : 샵검색: #금요일의 blues
2021. 2. 5. 13:26, abyss오재 : ㅈㅉ개썅명곡
2021. 2. 5. 13:29, abyss오재 : 투개월이
2021. 2. 5. 13:29, abyss오재 : 클콰가되나햇지만
2021. 2. 5. 13:29, abyss오재 : 갓습니다그들은
2021. 2. 5. 13:30, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ투개월
2021. 2. 5. 13:30, 경민 : ㄹ오랜만이누
2021. 2. 5. 13:30, 경민 : 숨겨왔떤나의수ㅂㅜㅂ능마ㅏ믐
2021. 2. 5. 13:33, abyss오재 : ㅁㅊ간만에
2021. 2. 5. 13:33, abyss오재 : 암뉴얼스듣는데
2021. 2. 5. 13:34, abyss오재 : 좋네
2021. 2. 5. 13:34, abyss오재 : 갸웃겨
2021. 2. 5. 13:35, 경민 : 로미오앤줄리엣젤좋누;
2021. 2. 5. 13:35, abyss오재 : 급옛날여행
2021. 2. 5. 13:36, abyss오재 : ㄹㅇ개명곡
2021. 2. 5. 13:36, abyss오재 : ㅠ
2021. 2. 5. 13:54, 원준오빠 : ㅇㅋ 17만원에 컴터 업글간다
2021. 2. 5. 13:54, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 13:54, 경민 : 메생을위한
2021. 2. 5. 13:54, 경민 : 선택이누?
2021. 2. 5. 13:54, 원준오빠 : ㅋㅋㅋㅋㅋ놉...
2021. 2. 5. 13:55, 원준오빠 : 그건아님ㅋㅋㅋ
2021. 2. 5. 13:55, 경민 : ㄲㅂ
2021. 2. 5. 13:55, 경민 : 오늘
2021. 2. 5. 13:55, 경민 : 유니온
2021. 2. 5. 13:55, 경민 : 3000간다
2021. 2. 5. 13:56, 경민 : 야오재훈근데
2021. 2. 5. 13:56, 경민 : 카인존나쎄던데?
2021. 2. 5. 13:56, 경민 : 템안맞춰조도다원킬이던데
2021. 2. 5. 13:59, abyss오재 : ㅇㅇ카인세던데?
2021. 2. 5. 13:59, abyss오재 : 아직몇이지
2021. 2. 5. 13:59, abyss오재 : 70인가...일단신궁버닝
2021. 2. 5. 13:59, abyss오재 : 130..
2021. 2. 5. 14:00, 경민 : ?개느리네
2021. 2. 5. 14:00, 경민 : 나어제하루햇는데 100
2021. 2. 5. 14:00, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 14:00, 경민 : 200찍을까카인;;좀세던데
2021. 2. 5. 14:00, 경민 : 유니온킹만하누
2021. 2. 5. 14:00, abyss오재 : ㅋㅋㅋㅋ
2021. 2. 5. 14:00, abyss오재 : 허리아파서오래도못하겟누
2021. 2. 5. 14:00, abyss오재 : 유니온이천만
2021. 2. 5. 14:00, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 5. 14:00, 경민 : ㅇㅈ
2021. 2. 5. 14:00, abyss오재 : 맞춰야지휴
2021. 2. 5. 14:00, 경민 : 나이ㅠ니온
2021. 2. 5. 14:00, 경민 : 나오늘
2021. 2. 5. 14:00, 경민 : 3000ㅈ찍음
2021. 2. 5. 14:00, 경민 : 지금 2870
2021. 2. 5. 14:00, 경민 : 폭주중
2021. 2. 5. 14:01, abyss오재 : 샵검색: #꼭이만큼만
2021. 2. 5. 14:01, abyss오재 : 이노래아누
