Talk_2021.8.24 13:11-70.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 27일 수요일
2020. 5. 27. 13:22, 빠충 : 니 뭐했는데 이래 물렸냐
2020. 6. 3. 19:49, 빠충 : 나 내 동생취향 극불호임
2020. 6. 3. 19:49, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:49, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㄴㄴㄴㄴ
2020. 6. 3. 19:49, (알 수 없음) : ㅅㅂ
2020. 6. 3. 19:49, (알 수 없음) : 둘이안ㄴ맞누;
2020. 6. 3. 19:49, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:49, 재환오빠 : 근데 트와이스팬들한테 미안하지만
2020. 6. 3. 19:49, 재환오빠 : 레벻이 훨 이쁨
2020. 6. 3. 19:50, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:50, (알 수 없음) : 레벨이쁨
2020. 6. 3. 19:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:50, 빠충 : 갑자기
2020. 6. 3. 19:50, 정우 : 아 나는 약간
2020. 6. 3. 19:50, 이석준 : 슬기
2020. 6. 3. 19:50, 빠충 : 레베럽등장
2020. 6. 3. 19:50, 이석준 : 슬기
2020. 6. 3. 19:50, 이석준 : 슬기
2020. 6. 3. 19:50, 이석준 : 슬기
2020. 6. 3. 19:50, 정우 : 이번신곡구림 뭐 이정도
2020. 6. 3. 19:50, 이석준 : 레벨업
2020. 6. 3. 19:50, (알 수 없음) : 나는
2020. 6. 3. 19:50, 정우 : 예상하고있았는데
2020. 6. 3. 19:50, (알 수 없음) : 슬기좋아;
2020. 6. 3. 19:50, 빠충 : 슬기 좋지
2020. 6. 3. 19:50, 이석준 : 슬기로운생활
2020. 6. 3. 19:50, 정우 : 아이린 슬기
2020. 6. 3. 19:50, 빠충 : 웬디
2020. 6. 3. 19:50, 정우 : ㅇㅈㅇㅈ
2020. 6. 3. 19:50, (알 수 없음) : 웬디도
2020. 6. 3. 19:50, (알 수 없음) : 근데
2020. 6. 3. 19:50, 이석준 : 아무말 아무말 대잔치
2020. 6. 3. 19:50, (알 수 없음) : 찰떡임
2020. 6. 3. 19:50, (알 수 없음) : 웬디무대잘함
2020. 6. 3. 19:50, 재환오빠 : 신곡도 구림..
2020. 6. 3. 19:50, 빠충 : 웬디 왜 노인정임이정우
2020. 6. 3. 19:50, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:50, 정우 : 아니
2020. 6. 3. 19:50, 정우 : 노인정이라고 안햤는데
2020. 6. 3. 19:50, 빠충 : 웬디 컨셉소화력 오지는데
2020. 6. 3. 19:50, 재환오빠 : 그 인디언 추장춤
2020. 6. 3. 19:50, (알 수 없음) : 말나온김에그럼
2020. 6. 3. 19:50, 정우 : 저둘이 투탑
2020. 6. 3. 19:50, 재환오빠 : 별로임
2020. 6. 3. 19:50, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2020. 6. 3. 19:50, 이석준 : 추장
2020. 6. 3. 19:50, (알 수 없음) : 올해왜
2020. 6. 3. 19:51, (알 수 없음) : 인디언
2020. 6. 3. 19:51, 이석준 : 고추장
2020. 6. 3. 19:51, (알 수 없음) : 컨셉이지
2020. 6. 3. 19:51, (알 수 없음) : 아니
2020. 6. 3. 19:51, (알 수 없음) : 그럼레벨
2020. 6. 3. 19:51, (알 수 없음) : 뭐보지
2020. 6. 3. 19:51, (알 수 없음) : 빨간맛
2020. 6. 3. 19:51, (알 수 없음) : 봐야하나
2020. 6. 3. 19:51, 정우 : 아케
2020. 6. 3. 19:51, 빠충 : 인디언컨셉은
2020. 6. 3. 19:51, 재환오빠 : 컨셉할게 다 떨어져서
2020. 6. 3. 19:51, 이석준 : 빠빠빠발간맛
2020. 6. 3. 19:51, 이석준 : 궁금해 허니
2020. 6. 3. 19:51, 재환오빠 : 긁어모음
2020. 6. 3. 19:51, (알 수 없음) : 싸이코
2020. 6. 3. 19:51, (알 수 없음) : 뮤비
2020. 6. 3. 19:51, (알 수 없음) : 보고옴
2020. 6. 3. 19:51, 이석준 : 싸이코 싸이코
2020. 6. 3. 19:51, (알 수 없음) : 널어쩌면조흘까
2020. 6. 3. 19:51, 정우 : 주세요 달콤한그맛 아이스크림케잌
2020. 6. 3. 19:51, 정우 : 오미친 나 다음에내리네?
2020. 6. 3. 19:51, 정우 : 개빨리왔다ㅅㅂ
2020. 6. 3. 19:51, (알 수 없음) : 이런맘은또첨이라
2020. 6. 3. 19:51, 빠충 : 샵검색: #티아라 야야야
2020. 6. 3. 19:51, (알 수 없음) : 업앤다운이좀심해
2020. 6. 3. 19:51, (알 수 없음) : ㅁㅊ
2020. 6. 3. 19:52, 빠충 : 인디언컨셉
2020. 6. 3. 19:52, 정우 : ㅁㅊ
2020. 6. 3. 19:52, 빠충 : 이게 원조아님?
2020. 6. 3. 19:52, 정우 : 그러네
2020. 6. 3. 19:52, (알 수 없음) : 저거그거알지
2020. 6. 3. 19:52, (알 수 없음) : 연말에
2020. 6. 3. 19:52, (알 수 없음) : mbc인가
2020. 6. 3. 19:52, (알 수 없음) : 야외에서
2020. 6. 3. 19:52, (알 수 없음) : 무대하는데
2020. 6. 3. 19:52, (알 수 없음) : 반팔입혀서
2020. 6. 3. 19:52, (알 수 없음) : 야야야
2020. 6. 3. 19:52, (알 수 없음) : 하는데
2020. 6. 3. 19:52, (알 수 없음) : 폭풍쏘는거
2020. 6. 3. 19:52, 빠충 : ㅁㅊ
2020. 6. 3. 19:52, 빠충 : 야야야야ㅑㅇ
2020. 6. 3. 19:52, 정우 : ㅅㅂ
2020. 6. 3. 19:52, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:52, 빠충 : 어맞어
2020. 6. 3. 19:52, 빠충 : 우주소녀컴백한대
2020. 6. 3. 19:53, 정우 : ㅊㅋㅊㅋ
2020. 6. 3. 19:53, 빠충 : 이번에도 성소 없겠지
2020. 6. 3. 19:54, (알 수 없음) : 싸이코
2020. 6. 3. 19:54, (알 수 없음) : 싸이코~
2020. 6. 3. 19:54, 빠충 : 좋음 노래
2020. 6. 3. 19:54, (알 수 없음) : 슬기랑
2020. 6. 3. 19:54, (알 수 없음) : 아이린 밀림
2020. 6. 3. 19:54, (알 수 없음) : ㅠ
2020. 6. 3. 19:54, (알 수 없음) : ㅇㅇ
2020. 6. 3. 19:54, (알 수 없음) : 싸이코 ㅇㅈ
2020. 6. 3. 19:54, 빠충 : 첨엔 별로였는데
2020. 6. 3. 19:54, (알 수 없음) : ㅅㅂ
2020. 6. 3. 19:54, (알 수 없음) : 개새끼
2020. 6. 3. 19:54, 빠충 : 들을수록
2020. 6. 3. 19:54, (알 수 없음) : 웬디
2020. 6. 3. 19:54, 빠충 : 좋음
2020. 6. 3. 19:54, (알 수 없음) : 무대에서
2020. 6. 3. 19:54, (알 수 없음) : 떨궈서
2020. 6. 3. 19:54, (알 수 없음) : 활동못한거
2020. 6. 3. 19:54, (알 수 없음) : 개아까움
2020. 6. 3. 19:54, (알 수 없음) : ㅅㅂ
2020. 6. 3. 19:54, (알 수 없음) : ㅠ
2020. 6. 3. 19:54, 정우 : 나는
2020. 6. 3. 19:54, 정우 : 위너노래듣는중
2020. 6. 3. 19:54, 빠충 : 아 웬디
2020. 6. 3. 19:54, 빠충 : 리얼
2020. 6. 3. 19:54, (알 수 없음) : ㄹㅇ
2020. 6. 3. 19:54, (알 수 없음) : 활동없이
2020. 6. 3. 19:54, (알 수 없음) : 간만에일등한곡이었는데
2020. 6. 3. 19:54, (알 수 없음) : 노래좋아서
2020. 6. 3. 19:54, 빠충 : 양현석 주머니 두둑해지네
2020. 6. 3. 19:54, 빠충 : 임마
2020. 6. 3. 19:55, (알 수 없음) : 하진짜
2020. 6. 3. 19:55, (알 수 없음) : 슬기 무대잘한다
2020. 6. 3. 19:55, 빠충 : ㅋㅋㅋㅋㅋㅋㅋ슬기 개인정
2020. 6. 3. 19:55, 이석준 : 아
2020. 6. 3. 19:55, 이석준 : 왜
2020. 6. 3. 19:55, 이석준 : 왜
2020. 6. 3. 19:55, 이석준 : 멈추는건데
2020. 6. 3. 19:55, 이석준 : 아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ
2020. 6. 3. 19:55, 이석준 : 이씬나
2020. 6. 3. 19:55, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:55, 이석준 : 넘모넘모신난다
2020. 6. 3. 19:55, 이석준 : 왜 껐다켜지냐
2020. 6. 3. 19:55, 이석준 : 쌉새가
2020. 6. 3. 19:55, 빠충 : 이석준은 왜저래
2020. 6. 3. 19:55, 이석준 : 메모리 안건드린거같은데
2020. 6. 3. 19:55, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:55, (알 수 없음) : 모름
2020. 6. 3. 19:55, 정우 : ㅅㅂ노래좋아근데
2020. 6. 3. 19:55, 정우 : 개같은
2020. 6. 3. 19:55, (알 수 없음) : 위너
2020. 6. 3. 19:55, 빠충 : 한대 때려줘
2020. 6. 3. 19:55, (알 수 없음) : ;
2020. 6. 3. 19:55, (알 수 없음) : 좋은거많지
2020. 6. 3. 19:55, (알 수 없음) : 아일랜드
2020. 6. 3. 19:56, 빠충 : 전자기기눈 맞으면 고쳐짐
2020. 6. 3. 19:56, (알 수 없음) : 역대급명곡
2020. 6. 3. 19:56, (알 수 없음) : ㅠ
2020. 6. 3. 19:56, 정우 : ㅇㅈ
2020. 6. 3. 19:56, 정우 : 아일랜드는 진짜
2020. 6. 3. 19:56, 정우 : 상줘야함
2020. 6. 3. 19:56, (알 수 없음) : 위너노래중최고는아일랜드
2020. 6. 3. 19:56, (알 수 없음) : 청량감 찌려;
2020. 6. 3. 19:56, 정우 : ㄹㅇ
2020. 6. 3. 19:56, 빠충 : yg 개시러
2020. 6. 3. 19:56, (알 수 없음) : 그건
2020. 6. 3. 19:56, 빠충 : ㅠ
2020. 6. 3. 19:56, (알 수 없음) : 개씨발인정
2020. 6. 3. 19:56, (알 수 없음) : 나도
2020. 6. 3. 19:56, (알 수 없음) : 개실어 ㅠ
2020. 6. 3. 19:56, (알 수 없음) : 개새기들
2020. 6. 3. 19:56, 빠충 : 아니
2020. 6. 3. 19:56, 빠충 : 걔네 아이돌 낸 거 중에
2020. 6. 3. 19:56, (알 수 없음) : 다행인건
2020. 6. 3. 19:56, (알 수 없음) : 최근위너도
2020. 6. 3. 19:56, 빠충 : 맘에 드는 애들 없음
2020. 6. 3. 19:56, (알 수 없음) : 노래가앙ㄴ좋아서
2020. 6. 3. 19:56, (알 수 없음) : 안듣는다
2020. 6. 3. 19:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:57, (알 수 없음) : 싸이코라이브
2020. 6. 3. 19:57, (알 수 없음) : 영상있네
2020. 6. 3. 19:58, (알 수 없음) : 레벨애들목소리 존좋;
2020. 6. 3. 19:58, (알 수 없음) : 예리 라이브쌉잘하는거앎?
2020. 6. 3. 19:58, 빠충 : 엥그러냐
2020. 6. 3. 19:58, (알 수 없음) : 뭐어려운파트가업긴한데
2020. 6. 3. 19:58, (알 수 없음) : 진짜존나
2020. 6. 3. 19:58, (알 수 없음) : 씨디처럼함;
2020. 6. 3. 19:58, (알 수 없음) : ㄹㅇ;
2020. 6. 3. 19:58, 빠충 : 예리 약간 관심밖이었는데
2020. 6. 3. 19:58, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:58, (알 수 없음) : https://www.youtube.com/watch?v=Pg7nBHXQCCA
2020. 6. 3. 19:58, 빠충 : 썸네일 좋네 마
2020. 6. 3. 19:58, (알 수 없음) : 그러게요
2020. 6. 3. 19:59, (알 수 없음) : 애들다잘하네
2020. 6. 3. 19:59, 재환오빠 : 비쥬얼부터 실력까지 솔직히 넘 차이남
2020. 6. 3. 19:59, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:59, (알 수 없음) : ㅅㅂ
2020. 6. 3. 19:59, (알 수 없음) : 개웃겨
2020. 6. 3. 19:59, (알 수 없음) : 에셈이
2020. 6. 3. 19:59, 재환오빠 : 트와이스 미안
2020. 6. 3. 19:59, (알 수 없음) : 아이돌
2020. 6. 3. 19:59, (알 수 없음) : 잘만듦;
2020. 6. 3. 19:59, (알 수 없음) : 솔직히
2020. 6. 3. 19:59, (알 수 없음) : ㅠ
2020. 6. 3. 19:59, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:59, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 19:59, (알 수 없음) : 트와이스미안이
2020. 6. 3. 19:59, (알 수 없음) : 너무웃긴데?
2020. 6. 3. 19:59, (알 수 없음) : ㅠ
2020. 6. 3. 19:59, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:00, 재환오빠 : 샵검색: #다현 기상캐스터
2020. 6. 3. 20:00, 재환오빠 : 다현 좋아하니까 속죄하는 마음으로 올려봄
2020. 6. 3. 20:00, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:00, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:00, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:00, 빠충 : 개인팬이었네
2020. 6. 3. 20:00, (알 수 없음) : 악개시네
2020. 6. 3. 20:00, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:01, (알 수 없음) : 와웬디잘한당
2020. 6. 3. 20:01, 재환오빠 : 샵검색: #사나
2020. 6. 3. 20:01, 재환오빠 : 사나까지 봐줌
2020. 6. 3. 20:01, 빠충 : 원탑
2020. 6. 3. 20:01, 재환오빠 : 나머진 미안..
2020. 6. 3. 20:01, 빠충 : 사나원탑
2020. 6. 3. 20:01, 이석준 : 다현
2020. 6. 3. 20:01, 이석준 : 다현
2020. 6. 3. 20:01, 이석준 : 다현
2020. 6. 3. 20:01, 이석준 : 다현
2020. 6. 3. 20:01, 이석준 : 다현
2020. 6. 3. 20:01, 이석준 : 다현
2020. 6. 3. 20:01, 이석준 : 다현
2020. 6. 3. 20:01, 빠충 : 다현은
2020. 6. 3. 20:01, 빠충 : 랩연습
2020. 6. 3. 20:01, 빠충 : 해야됨
2020. 6. 3. 20:01, 빠충 : 채영이랑 둘이 손잡고
2020. 6. 3. 20:01, 이석준 : 이쁘니까 안해도 ㄱㅊ
2020. 6. 3. 20:01, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:01, 빠충 : 라이키에서 정점찍었다
2020. 6. 3. 20:01, 빠충 : 다현랩
2020. 6. 3. 20:02, (알 수 없음) : ㅠㅠㅠㅠㅅㅂ미안이너무웃ㄱ
2020. 6. 3. 20:02, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:02, 빠충 : 우 잠깐만잠깐만 이제야 오는 걸 후
2020. 6. 3. 20:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:02, 빠충 : 하고 댑
2020. 6. 3. 20:02, 정우 : ㅁㅊ개웃겨
2020. 6. 3. 20:02, (알 수 없음) : 웬디잘해
2020. 6. 3. 20:02, 빠충 : 완ㅡ벽
2020. 6. 3. 20:02, (알 수 없음) : 슬기잘해
2020. 6. 3. 20:02, (알 수 없음) : 조이목소리이뻐
2020. 6. 3. 20:02, 빠충 : 데자뷰
2020. 6. 3. 20:02, 정우 : 너아닌척하지마
2020. 6. 3. 20:02, (알 수 없음) : 예리
2020. 6. 3. 20:02, 정우 : 눈에보이지만
2020. 6. 3. 20:02, (알 수 없음) : 배우같아
2020. 6. 3. 20:02, (알 수 없음) : 아이린이뻐
2020. 6. 3. 20:02, 정우 : 왜계속 남돌노래나와 나는
2020. 6. 3. 20:02, 빠충 : 이런거 보면
2020. 6. 3. 20:03, (알 수 없음) : ㅁㅊ
2020. 6. 3. 20:03, 빠충 : 아이돌 그룹 솔로곡 많이 내주면
2020. 6. 3. 20:03, (알 수 없음) : 레드벨벳
2020. 6. 3. 20:03, 빠충 : 좋겠음
2020. 6. 3. 20:03, (알 수 없음) : 하나의 명곡
2020. 6. 3. 20:03, (알 수 없음) : 피카피카부~
2020. 6. 3. 20:03, (알 수 없음) : 피카부좋아;ㅠ
2020. 6. 3. 20:03, 빠충 : 짐살라빔짐짐살라빔
2020. 6. 3. 20:03, (알 수 없음) : 아거기서
2020. 6. 3. 20:03, (알 수 없음) : 살짝
2020. 6. 3. 20:03, (알 수 없음) : 손절할번햇는데
2020. 6. 3. 20:03, 빠충 : 짐살라빔쥠쥠~
2020. 6. 3. 20:03, (알 수 없음) : 짐중독빔
2020. 6. 3. 20:03, (알 수 없음) : 됨
2020. 6. 3. 20:03, (알 수 없음) : ㅅㅂ
2020. 6. 3. 20:03, 빠충 : 쥠살라ㅂ뷤쥠살라뷤
2020. 6. 3. 20:04, 빠충 : 루키루키
2020. 6. 3. 20:04, 빠충 : 슈퍼루키루키루키
2020. 6. 3. 20:05, 빠충 : 말나오기가 무섭게 5호선 조이 안내방송 나오네
2020. 6. 3. 20:05, (알 수 없음) : https://www.youtube.com/watch?v=d3v5USx7NXg
2020. 6. 3. 20:05, (알 수 없음) : 여기서 1분 40초에
2020. 6. 3. 20:05, (알 수 없음) : 예리
2020. 6. 3. 20:05, (알 수 없음) : 하는거봐
2020. 6. 3. 20:05, (알 수 없음) : 라이브장인
2020. 6. 3. 20:05, (알 수 없음) : ㅅㅂ
2020. 6. 3. 20:06, (알 수 없음) : 1분 46초네
2020. 6. 3. 20:07, 재환오빠 : 짐살라빔이 아무리망해도 모어엔모어보다 좋음
2020. 6. 3. 20:07, 재환오빠 : 미안하지만..
2020. 6. 3. 20:07, (알 수 없음) : ㅅㅂ
2020. 6. 3. 20:07, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2020. 6. 3. 20:07, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ
2020. 6. 3. 20:09, (알 수 없음) : https://www.youtube.com/watch?v=PGwtUdJ3kJE
2020. 6. 3. 20:09, (알 수 없음) : 빠충이 좋아하는 안무대의상같은거
2020. 6. 3. 20:09, 빠충 : 아 이런거
2020. 6. 3. 20:09, 빠충 : 좋지
2020. 6. 3. 20:09, (알 수 없음) : 난라이브영상이너무조화;;
2020. 6. 3. 20:09, (알 수 없음) : 목소리잘들리는거좋아함
2020. 6. 3. 20:09, (알 수 없음) : 보아나 몇개봐야지
2020. 6. 3. 20:09, (알 수 없음) : 30분까지만봐야겠따;
2020. 6. 3. 20:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:10, 정우 : 아 집앋
2020. 6. 3. 20:10, 정우 : 집이다
2020. 6. 3. 20:10, (알 수 없음) : ㅊㅋㅊㅋ
2020. 6. 3. 20:10, 정우 : 오랸만에
2020. 6. 3. 20:10, (알 수 없음) : 레드벨벳
2020. 6. 3. 20:10, 정우 : 엄마밥먹어봄
2020. 6. 3. 20:10, (알 수 없음) : 보셈
2020. 6. 3. 20:10, 정우 : ㄱㅅㄱㅅ
2020. 6. 3. 20:10, (알 수 없음) : ㅇㅋ
2020. 6. 3. 20:10, (알 수 없음) : ㅜ
2020. 6. 3. 20:10, 정우 : 싫어 지금
2020. 6. 3. 20:10, 정우 : 밥먹을거임
2020. 6. 3. 20:10, (알 수 없음) : 넹
2020. 6. 3. 20:10, 정우 : 배고파
2020. 6. 3. 20:10, (알 수 없음) : 예리
2020. 6. 3. 20:10, (알 수 없음) : 왜케귀엽냐
2020. 6. 3. 20:10, (알 수 없음) : 조이옆에있으니까
2020. 6. 3. 20:10, (알 수 없음) : 쪼꼬맣네
2020. 6. 3. 20:11, (알 수 없음) : 예전에 원준이형이 예리랑 고아성 닮았다했나
2020. 6. 3. 20:11, 이석준 : 우리도 재환이형 옆에 있으면 쪼꼬매짐
2020. 6. 3. 20:11, (알 수 없음) : 아;
2020. 6. 3. 20:11, (알 수 없음) : 난어디서든
2020. 6. 3. 20:11, (알 수 없음) : 작은데요
2020. 6. 3. 20:11, (알 수 없음) : ;ㅠ;
2020. 6. 3. 20:11, 재환오빠 : 세광이
2020. 6. 3. 20:11, 이석준 : 볼은 크잖아요
2020. 6. 3. 20:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:12, (알 수 없음) : 맞아요
2020. 6. 3. 20:12, (알 수 없음) : 볼은 크지
2020. 6. 3. 20:12, (알 수 없음) : 볼크업함
2020. 6. 3. 20:12, 정우 : ㅁㅊ
2020. 6. 3. 20:12, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:12, 이석준 : 미쳤누
2020. 6. 3. 20:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:12, 이석준 : 톡게시판 '공지': 볼크업함
2020. 6. 3. 20:12, (알 수 없음) : 마음에들었누?
2020. 6. 3. 20:12, (알 수 없음) : 드립?
2020. 6. 3. 20:12, 이석준 : 내취향이누
2020. 6. 3. 20:12, (알 수 없음) : ㅂ고맙누
2020. 6. 3. 20:12, (알 수 없음) : 앞으로도 드립좀 처보겟누
2020. 6. 3. 20:13, 정우 : 그래
2020. 6. 3. 20:13, 정우 : 박사개그하지말고
2020. 6. 3. 20:13, 재환오빠 : 박사는 개그다
2020. 6. 3. 20:13, 재환오빠 : 박개전투!
2020. 6. 3. 20:13, (알 수 없음) : !
2020. 6. 3. 20:13, (알 수 없음) : 박사개그라니
2020. 6. 3. 20:13, (알 수 없음) : ㅠ
2020. 6. 3. 20:14, (알 수 없음) : 누구라이브보면
2020. 6. 3. 20:14, (알 수 없음) : 좋을까
2020. 6. 3. 20:14, (알 수 없음) : 지금 잇지보는중
2020. 6. 3. 20:14, (알 수 없음) : 윤하 볼까
2020. 6. 3. 20:14, (알 수 없음) : 흠
2020. 6. 3. 20:14, (알 수 없음) : 오
2020. 6. 3. 20:14, (알 수 없음) : 인성은망가졌지만
2020. 6. 3. 20:14, (알 수 없음) : 노래는잘하는
2020. 6. 3. 20:14, (알 수 없음) : 마마무봄
2020. 6. 3. 20:14, (알 수 없음) : 휘인 또존나내취향이지
2020. 6. 3. 20:14, (알 수 없음) : 노래존잘러;
2020. 6. 3. 20:15, 재환오빠 : https://youtu.be/eiEQhW4KKzU
2020. 6. 3. 20:15, (알 수 없음) : 뮤지컬인가
2020. 6. 3. 20:15, (알 수 없음) : 이거보고살짝
2020. 6. 3. 20:15, 재환오빠 : 개지림
2020. 6. 3. 20:15, (알 수 없음) : 넘어갔다와야지
2020. 6. 3. 20:15, (알 수 없음) : 확실히마마무가
2020. 6. 3. 20:16, (알 수 없음) : 잘하네;;;;....
2020. 6. 3. 20:18, (알 수 없음) : 박효신
2020. 6. 3. 20:18, (알 수 없음) : 완전뮤배같네
2020. 6. 3. 20:18, (알 수 없음) : 쩌렁쩌렁한거보소
2020. 6. 3. 20:24, 이석준 : 로맨틱펀치
2020. 6. 3. 20:25, (알 수 없음) : 내취향아님
2020. 6. 3. 20:25, (알 수 없음) : ㅈㅅ;
2020. 6. 3. 20:25, (알 수 없음) : 존나왜물어보나싶지?
2020. 6. 3. 20:29, (알 수 없음) : 아존나
2020. 6. 3. 20:29, (알 수 없음) : 보이스코리아 끝날때쯤에
2020. 6. 3. 20:29, (알 수 없음) : 보아컴백할거같은느낌이온다
2020. 6. 3. 20:29, (알 수 없음) : 훕훕훕
2020. 6. 3. 20:32, 정우 : 아 배불러
2020. 6. 3. 20:35, (알 수 없음) : 쨥쨥
2020. 6. 3. 20:35, (알 수 없음) : 배불르쥐
2020. 6. 3. 20:38, 정우 : 굿굿이다
2020. 6. 3. 20:38, 정우 : 아
2020. 6. 3. 20:38, 정우 : 운동도 하기싫네
2020. 6. 3. 20:38, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 3. 20:38, 정우 : 일단쉰다
2020. 6. 3. 20:39, 재환오빠 : https://youtu.be/PzpFuQlY9KQ
2020. 6. 3. 20:39, 재환오빠 : 이건 어떰
2020. 6. 3. 20:39, 재환오빠 : 오재
2020. 6. 3. 20:40, (알 수 없음) : 평론가
2020. 6. 3. 20:40, (알 수 없음) : 등판
2020. 6. 3. 20:40, (알 수 없음) : 오론가
