Talk_2021.8.24 13:11-67.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 4월 22일 수요일
2020. 4. 22. 21:13, 이석준 : 2년계약...
2020. 4. 30. 11:45, (알 수 없음) : ㅅㅂㅌㅋㅋㅋㅋㅋ
2020. 4. 30. 11:48, 정우 : 경보형잠
2020. 4. 30. 11:48, 정우 : 두둥등장
2020. 4. 30. 11:48, 정우 : 두둥듬잠
2020. 4. 30. 11:50, (알 수 없음) : ㄸㅂㄷ
2020. 4. 30. 11:50, (알 수 없음) : ㄷㄷㄷㅈ
2020. 4. 30. 11:50, 정우 : 졸린데
2020. 4. 30. 11:51, (알 수 없음) : 니도한잠더 ㄱ
2020. 4. 30. 11:51, (알 수 없음) : 나도거기서
2020. 4. 30. 11:51, (알 수 없음) : 개잣음주말내내
2020. 4. 30. 11:51, (알 수 없음) : 근데
2020. 4. 30. 11:51, (알 수 없음) : 부경보반응이
2020. 4. 30. 11:51, (알 수 없음) : 쟤원래주말에15시간자
2020. 4. 30. 11:51, (알 수 없음) : 이런반응;
2020. 4. 30. 11:56, (알 수 없음) : 간만에덕복이먹으니맛잇누
2020. 4. 30. 11:58, 정우 : 졸리누
2020. 4. 30. 11:58, (알 수 없음) : 흔잠때리누
2020. 4. 30. 12:00, 빠충 : 맥북
2020. 4. 30. 12:00, 빠충 : 산다
2020. 4. 30. 12:00, (알 수 없음) : 오
2020. 4. 30. 12:00, (알 수 없음) : 개조와
2020. 4. 30. 12:00, 빠충 : 어제 10년 된 노트북 들고 다니다가
2020. 4. 30. 12:00, 빠충 : 허리 작살날뻔하고
2020. 4. 30. 12:00, 빠충 : 반성함
2020. 4. 30. 12:01, 재환오빠 : 맥북도 허리작살은 마찬가지일텐데
2020. 4. 30. 12:01, 빠충 : 무려 cd롬이 기본으로 딸려있는거였쥬
2020. 4. 30. 12:01, (알 수 없음) : 맥북
2020. 4. 30. 12:01, (알 수 없음) : 맞아맥북무거어
2020. 4. 30. 12:01, 빠충 : 아그래?
2020. 4. 30. 12:01, (알 수 없음) : 그램이진짜
2020. 4. 30. 12:01, 빠충 : 근데
2020. 4. 30. 12:01, (알 수 없음) : ㅇㅇ나도15인치15년도거
2020. 4. 30. 12:01, 빠충 : 에어
2020. 4. 30. 12:01, (알 수 없음) : 2키로다될텐데
2020. 4. 30. 12:01, 빠충 : 살건데
2020. 4. 30. 12:01, (알 수 없음) : 아
2020. 4. 30. 12:01, 빠충 : 많이무겁?
2020. 4. 30. 12:01, 재환오빠 : 에어도 무거움
2020. 4. 30. 12:01, 재환오빠 : ㅋㅋㅋㅋㅋ
2020. 4. 30. 12:01, 빠충 : 와우
2020. 4. 30. 12:02, 빠충 : 집에서 나가지 말까
2020. 4. 30. 12:02, (알 수 없음) : 근데진짜
2020. 4. 30. 12:02, (알 수 없음) : 맨날들고다녀야하는거면
2020. 4. 30. 12:02, (알 수 없음) : 그램이진짜
2020. 4. 30. 12:02, (알 수 없음) : 지이이이인짜 개쌉인정;;;
2020. 4. 30. 12:02, 빠충 : 흐으음
2020. 4. 30. 12:02, 빠충 : 에어드랍
2020. 4. 30. 12:02, 재환오빠 : 엥
2020. 4. 30. 12:02, 재환오빠 : 근데 1.3키로네
2020. 4. 30. 12:02, 빠충 : 마이크드랍
2020. 4. 30. 12:02, 재환오빠 : 가볍네
2020. 4. 30. 12:02, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 12:02, 빠충 : 에그드랍
2020. 4. 30. 12:02, 빠충 : 머야
2020. 4. 30. 12:02, 빠충 : 걍 에어 사야겠네
2020. 4. 30. 12:02, 재환오빠 : 그램은 980그램임
2020. 4. 30. 12:03, 빠충 : 그램그램
2020. 4. 30. 12:03, (알 수 없음) : 그램체험하지말고
2020. 4. 30. 12:03, (알 수 없음) : 맥북사셈
2020. 4. 30. 12:03, 빠충 : 맞음
2020. 4. 30. 12:03, (알 수 없음) : 그램들어보면
2020. 4. 30. 12:03, (알 수 없음) : 진짜혹한다
2020. 4. 30. 12:03, 빠충 : 사실 동생이 그램써서
2020. 4. 30. 12:03, 빠충 : 알긴함
2020. 4. 30. 12:03, (알 수 없음) : ㅋㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋ
2020. 4. 30. 12:03, 빠충 : 근데 맥북사고 싶어서
2020. 4. 30. 12:03, 빠충 : 이기회에 사는거임
2020. 4. 30. 12:03, (알 수 없음) : 그럼맥북사야함
2020. 4. 30. 12:03, (알 수 없음) : 그거병이라서
2020. 4. 30. 12:03, 빠충 : 맞아맞아
2020. 4. 30. 12:03, (알 수 없음) : 안사면못고침
2020. 4. 30. 12:03, 빠충 : 아이패드랑
2020. 4. 30. 12:03, 빠충 : 맥북이랑
2020. 4. 30. 12:04, 빠충 : 나중에 폰도 아이폰하면
2020. 4. 30. 12:04, 빠충 : 삼신기
2020. 4. 30. 12:04, (알 수 없음) : 개꿀띠인거
2020. 4. 30. 12:04, 빠충 : 짜자잔
2020. 4. 30. 12:04, (알 수 없음) : 앎?
2020. 4. 30. 12:04, 빠충 : ㅇㅇ
2020. 4. 30. 12:04, (알 수 없음) : 맥미니에서복사하면
2020. 4. 30. 12:04, (알 수 없음) : 아이패드에복사돼서
2020. 4. 30. 12:04, 빠충 : 에어드랍
2020. 4. 30. 12:04, (알 수 없음) : 붙여넣기가는
2020. 4. 30. 12:04, (알 수 없음) : ㅎㅎㅎ
2020. 4. 30. 12:04, 빠충 : 좋고
2020. 4. 30. 12:04, 빠충 : 사이드카
2020. 4. 30. 12:04, 빠충 : 되나
2020. 4. 30. 12:04, 빠충 : 되겠지
2020. 4. 30. 12:04, 빠충 : 에어드랍만 있어도 편할 거 같더
2020. 4. 30. 12:04, (알 수 없음) : 오늘사러가냐
2020. 4. 30. 12:04, 빠충 : 엥
2020. 4. 30. 12:05, 빠충 : 문닫음 가로수길 애플스토어
2020. 4. 30. 12:05, 빠충 : 온라인주문하면
2020. 4. 30. 12:05, 빠충 : 2-3주
2020. 4. 30. 12:05, 빠충 : 있다가 갖다준대
2020. 4. 30. 12:05, (알 수 없음) : 아
2020. 4. 30. 12:05, 빠충 : 난 교육할인 받을 거니까
2020. 4. 30. 12:05, 빠충 : 공식 스토어에서 조진다
2020. 4. 30. 12:06, (알 수 없음) : 주문하고까먹기 ㄱ
2020. 4. 30. 12:06, 빠충 : ㄹㅇ
2020. 4. 30. 12:06, 빠충 : 나 지금 키보드랑 키보드 축 그랬음
2020. 4. 30. 12:06, 빠충 : 주문하고 까먹음
2020. 4. 30. 12:06, 빠충 : 5월엔 오겠지
2020. 4. 30. 12:06, 빠충 : 아시발
2020. 4. 30. 12:07, (알 수 없음) : 좋아좋아
2020. 4. 30. 12:07, 빠충 : 막대사탕 먹지말걸
2020. 4. 30. 12:07, (알 수 없음) : 왜
2020. 4. 30. 12:07, 빠충 : 목마르다
2020. 4. 30. 12:07, 빠충 : ㅜ
2020. 4. 30. 12:07, (알 수 없음) : ㄴㅌㅋㅌㅋㅌㅋ
2020. 4. 30. 12:07, (알 수 없음) : 아
2020. 4. 30. 12:07, 빠충 : 너무 단 거 알지
2020. 4. 30. 12:07, 빠충 : 그러면 처음엔 좋은데
2020. 4. 30. 12:07, (알 수 없음) : 수요일날또 나왛다가들어갈생각하니
2020. 4. 30. 12:07, 빠충 : 빡침
2020. 4. 30. 12:07, (알 수 없음) : 답답하구만
2020. 4. 30. 12:07, (알 수 없음) : ㅇㅈ
2020. 4. 30. 12:07, (알 수 없음) : 단거안조아함
2020. 4. 30. 12:07, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 12:07, 빠충 : 하
2020. 4. 30. 12:07, (알 수 없음) : 9시전에통신사가서
2020. 4. 30. 12:07, (알 수 없음) : 폰받아서출근할까;;
2020. 4. 30. 12:07, 빠충 : ㄱ
2020. 4. 30. 12:07, (알 수 없음) : 8시에학교들려서출근찍어놓고
2020. 4. 30. 12:07, (알 수 없음) : 폰받으러갓다와야겟다
2020. 4. 30. 12:09, (알 수 없음) : 존버끝에
2020. 4. 30. 12:09, (알 수 없음) : 앱등이완성햇다
2020. 4. 30. 12:09, (알 수 없음) : 폰패드컴터노트북
2020. 4. 30. 12:09, (알 수 없음) : 갸뀰
2020. 4. 30. 12:11, 재환오빠 : 에어살거면
2020. 4. 30. 12:11, 재환오빠 : 한번에 프로 ㄱ
2020. 4. 30. 12:13, 빠충 : 아 안되지안되지
2020. 4. 30. 12:13, 빠충 : 이미 데탑은 있어서
2020. 4. 30. 12:13, 빠충 : 프로는 오버킬이야
2020. 4. 30. 12:14, 빠충 : 약간 애매한 애들끼리 모아서 시너지 노린다
2020. 4. 30. 12:14, 빠충 : 라잌 롤토체스
2020. 4. 30. 12:15, (알 수 없음) : 밥도다먹엇는데 ㄷㄷㄷㅈ
2020. 4. 30. 12:15, (알 수 없음) : 한판할까
2020. 4. 30. 12:15, 빠충 : 아 레전드 오브 룬테라 서비스 시작더라
2020. 4. 30. 12:15, 빠충 : 롤인데 하스스톤이야
2020. 4. 30. 12:17, (알 수 없음) : 으
2020. 4. 30. 12:17, (알 수 없음) : 떡복이달아
2020. 4. 30. 12:17, (알 수 없음) : 롤
2020. 4. 30. 12:18, (알 수 없음) : 하스스톤까지
2020. 4. 30. 12:18, (알 수 없음) : 가저옴?
2020. 4. 30. 12:18, 빠충 : ㅇㅇ
2020. 4. 30. 12:18, 빠충 : 곧 격겜도 뭐 하나 만든다는 소리가 있고
2020. 4. 30. 12:18, 빠충 : 발로란트는 카스에 능력 섞은 거고
2020. 4. 30. 12:18, 빠충 : 회사가 약간
2020. 4. 30. 12:18, 빠충 : 잘 따라함
2020. 4. 30. 12:18, (알 수 없음) : 게임계의카카오네
2020. 4. 30. 12:19, 빠충 : 맞음
2020. 4. 30. 12:20, (알 수 없음) : 별로군
2020. 4. 30. 12:20, (알 수 없음) : 나뭐하려고햇지
2020. 4. 30. 12:20, (알 수 없음) : 밥먹으니눕고싶다
2020. 4. 30. 12:41, 정우 : ㅎㅇ
2020. 4. 30. 12:41, 정우 : 아
2020. 4. 30. 12:42, 정우 : 빨리 집가야겠다
2020. 4. 30. 12:42, 정우 : 집가서잘래
2020. 4. 30. 12:48, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅎㄹ
2020. 4. 30. 12:49, (알 수 없음) : 나도잠와서낮잠준비중,
2020. 4. 30. 12:49, (알 수 없음) : ;;;
2020. 4. 30. 12:56, (알 수 없음) : 개누웟다
2020. 4. 30. 13:03, (알 수 없음) : 사진
2020. 4. 30. 13:24, (알 수 없음) : 사진
2020. 4. 30. 13:24, (알 수 없음) : 사진
2020. 4. 30. 13:24, (알 수 없음) : 붇다 맞말잘하누...
2020. 4. 30. 13:28, 정우 : 그러네
2020. 4. 30. 13:32, (알 수 없음) : 아왜케콧물이나오지ㅡㅡ
2020. 4. 30. 13:32, (알 수 없음) : ㅠ
2020. 4. 30. 13:37, 정우 : 쌉귀찮누
2020. 4. 30. 13:37, 정우 : 집간다
2020. 4. 30. 13:37, (알 수 없음) : 잘가ㅏ누
2020. 4. 30. 13:45, (알 수 없음) : 이 아름다운누낌@
2020. 4. 30. 13:48, 원준오빠 : 날씨 개좋드라
2020. 4. 30. 13:48, 정우 : 날씨
2020. 4. 30. 13:48, 정우 : 미쳤냐 진짜
2020. 4. 30. 13:49, 정우 : 진짜
2020. 4. 30. 13:49, 정우 : 이날씨마치 딸기주스
2020. 4. 30. 13:49, 정우 : 유노?
2020. 4. 30. 13:51, (알 수 없음) : 날씨조아?
2020. 4. 30. 13:51, (알 수 없음) : 혼자산책갓다올까
2020. 4. 30. 13:51, 재환오빠 : 개더움
2020. 4. 30. 13:51, (알 수 없음) : 이러고4시까지누워잇을듯
2020. 4. 30. 13:51, (알 수 없음) : 이제반팔날씨인가오
2020. 4. 30. 13:51, 정우 : 지림
2020. 4. 30. 13:51, 정우 : 개지림
2020. 4. 30. 13:51, 정우 : 한강각
2020. 4. 30. 13:52, 정우 : 사진
2020. 4. 30. 13:52, 정우 : 미쳤냐
2020. 4. 30. 13:52, 정우 : 졸귀세요 진짜
2020. 4. 30. 13:53, 이석준 : 와 시바
2020. 4. 30. 13:53, 이석준 : 오늘 과제 끝내면 담주 수목금
2020. 4. 30. 13:53, 이석준 : 과제 4개야
2020. 4. 30. 13:53, (알 수 없음) : ㅎㅇ
2020. 4. 30. 13:53, (알 수 없음) : 역시
2020. 4. 30. 13:53, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 13:53, (알 수 없음) : 학부때진짜
2020. 4. 30. 13:53, (알 수 없음) : 어케다녓지
2020. 4. 30. 13:53, Sekwang Ludan : 동영상
2020. 4. 30. 13:53, (알 수 없음) : 고양이졸귀탱인데오
2020. 4. 30. 13:53, 빠충 : 와
2020. 4. 30. 13:53, Sekwang Ludan : 졸귀졸귀
2020. 4. 30. 13:53, 정우 : 진짜
2020. 4. 30. 13:53, 빠충 : 언제 다 쓰지
2020. 4. 30. 13:53, 빠충 : 오늘까진데
2020. 4. 30. 13:54, 정우 : 절귀냥이
2020. 4. 30. 13:54, (알 수 없음) : 이석준
2020. 4. 30. 13:54, (알 수 없음) : 인생망치게
2020. 4. 30. 13:54, (알 수 없음) : 서울가고싶네
2020. 4. 30. 13:54, Sekwang Ludan : 후.... 난 오전에 급한불은 끔 ㅠㅠㅠㅠ
2020. 4. 30. 13:54, 이석준 : ?
2020. 4. 30. 13:54, (알 수 없음) : 가서주말부터화욜까지깽판각
2020. 4. 30. 13:54, 이석준 : 나 없을거임
2020. 4. 30. 13:54, (알 수 없음) : 어떰
2020. 4. 30. 13:54, (알 수 없음) : 아하
2020. 4. 30. 13:54, (알 수 없음) : ;ㅅㅂ
2020. 4. 30. 13:54, (알 수 없음) : 도망치네
2020. 4. 30. 13:54, 이석준 : 너 오는 시간에만
2020. 4. 30. 13:54, 이석준 : 집에 없을듯
2020. 4. 30. 13:54, (알 수 없음) : ㅇㅋ;;;
2020. 4. 30. 13:54, (알 수 없음) : 안감
2020. 4. 30. 13:54, 이석준 : ㅇㅋ;;
2020. 4. 30. 13:54, (알 수 없음) : 집에잇으셈;;
2020. 4. 30. 13:54, (알 수 없음) : 세광이ㅕㅇ은
2020. 4. 30. 13:54, (알 수 없음) : 어디가나
2020. 4. 30. 13:54, 이석준 : 그때 문 고장날 예정
2020. 4. 30. 13:56, (알 수 없음) : ;
2020. 4. 30. 13:56, (알 수 없음) : ㅇㅋ
2020. 4. 30. 13:56, (알 수 없음) : 담엔문고장내고내려와드림
2020. 4. 30. 13:56, (알 수 없음) : 부경보자냐
2020. 4. 30. 13:56, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 13:56, 원준오빠 : 테라 앞에서
2020. 4. 30. 13:56, 원준오빠 : 저러고 있으니
2020. 4. 30. 13:56, 원준오빠 : 괜히 시원하다
2020. 4. 30. 13:56, (알 수 없음) : 색섞인거
2020. 4. 30. 13:56, (알 수 없음) : 개쉰기해
2020. 4. 30. 13:56, 정우 : 하
2020. 4. 30. 13:56, 정우 : 미친
2020. 4. 30. 13:57, 정우 : 오늘기분
2020. 4. 30. 13:57, 정우 : 너무좋은데
2020. 4. 30. 13:57, 원준오빠 : 앗
2020. 4. 30. 13:57, 정우 : 집가기싫어지는날씨임
2020. 4. 30. 13:57, 원준오빠 : 술각이네
2020. 4. 30. 13:57, 원준오빠 : 강변캄?
2020. 4. 30. 13:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 13:57, 정우 : 아진짜
2020. 4. 30. 13:57, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 13:57, 정우 : 어제저녁부터
2020. 4. 30. 13:57, 정우 : 개지리고있다
2020. 4. 30. 13:57, 정우 : 휴가의 시작이
2020. 4. 30. 13:57, 정우 : 완벽해
2020. 4. 30. 13:57, (알 수 없음) : ㄱ
2020. 4. 30. 13:58, (알 수 없음) : 나같으면지금다시강변가서인셉션찍는다
2020. 4. 30. 13:58, (알 수 없음) : 그리고밤에다시신림가면서엄마한테전화
2020. 4. 30. 13:58, 빠충 : 색섞
2020. 4. 30. 13:58, (알 수 없음) : !
2020. 4. 30. 13:59, 원준오빠 : ㅈㅅ
2020. 4. 30. 13:59, 원준오빠 : ? 뭐기 ㅈㅅ
2020. 4. 30. 13:59, 정우 : ?
2020. 4. 30. 13:59, 정우 : ㄱㅊ
2020. 4. 30. 13:59, 원준오빠 : ㅇㅋ
2020. 4. 30. 13:59, 정우 : ;;;;
2020. 4. 30. 13:59, 정우 : 야오재훈
2020. 4. 30. 13:59, 정우 : 진짜
2020. 4. 30. 13:59, 원준오빠 : 오재훈 즐이다!
2020. 4. 30. 13:59, 정우 : 오늘산책한번만해줘
2020. 4. 30. 13:59, 정우 : 지금
2020. 4. 30. 13:59, 정우 : 롸잇나우
2020. 4. 30. 14:00, (알 수 없음) : 아니
2020. 4. 30. 14:00, (알 수 없음) : 지금못나감안씻어서ㅠ
2020. 4. 30. 14:00, 정우 : 빨리
2020. 4. 30. 14:00, 정우 : 씻고나가
2020. 4. 30. 14:00, 정우 : ㅠ
2020. 4. 30. 14:00, 정우 : 진짜
2020. 4. 30. 14:00, 정우 : 이날씨에
2020. 4. 30. 14:00, 정우 : 집에만있으면 안돼
2020. 4. 30. 14:00, (알 수 없음) : ㅜ혼자나가서머해..
2020. 4. 30. 14:00, (알 수 없음) : ;;
2020. 4. 30. 14:01, 정우 : 그냥
2020. 4. 30. 14:01, 정우 : 커피한잔먹고와
2020. 4. 30. 14:01, 정우 : ㅠ
2020. 4. 30. 14:02, (알 수 없음) : 쭈압
2020. 4. 30. 14:02, (알 수 없음) : ㅠ커피배달시키기가는?
2020. 4. 30. 14:02, 정우 : ㅠ
2020. 4. 30. 14:02, 정우 : 그건안돼
2020. 4. 30. 14:03, 빠충 : 그럼
2020. 4. 30. 14:03, 빠충 : 밥먹으러가봄
2020. 4. 30. 14:03, 정우 : 굿굿
2020. 4. 30. 14:05, (알 수 없음) : 굿굿
2020. 4. 30. 14:05, (알 수 없음) : 이모티콘 
2020. 4. 30. 14:05, 정우 : 아진짜
2020. 4. 30. 14:05, 정우 : 빨리가지마라
2020. 4. 30. 14:05, 정우 : ㅠ
2020. 4. 30. 14:06, (알 수 없음) : meant to be
2020. 4. 30. 14:06, 경민 : 개힘들다
2020. 4. 30. 14:06, 경민 : ㅎㅇ
2020. 4. 30. 14:07, (알 수 없음) : ㅎㅇ개조젓주어제
2020. 4. 30. 14:07, 정우 : ㅎㅇ
2020. 4. 30. 14:07, 경민 : 폭주기관차합?
2020. 4. 30. 14:07, 경민 : 함?
2020. 4. 30. 14:07, 정우 : 산책해라 산책
2020. 4. 30. 14:09, (알 수 없음) : ㄴㄴ
2020. 4. 30. 14:09, (알 수 없음) : 니먼저하고이스셈
2020. 4. 30. 14:09, (알 수 없음) : ㄴ기관차누워잇어서
2020. 4. 30. 14:09, 경민 : 휴난이제
2020. 4. 30. 14:09, 경민 : 연휴동안
2020. 4. 30. 14:09, 경민 : 집에서안나온다 ㅅㅂ개힘들
2020. 4. 30. 14:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 14:09, 정우 : 아니
2020. 4. 30. 14:09, 정우 : 님들ㅠ
2020. 4. 30. 14:09, 정우 : 날씨
2020. 4. 30. 14:09, 정우 : 쌉지리는데
2020. 4. 30. 14:10, (알 수 없음) : 개굿
2020. 4. 30. 14:10, 경민 : 강남은
2020. 4. 30. 14:10, 경민 : 왜케먼지많음
2020. 4. 30. 14:10, (알 수 없음) : 연휴동안
2020. 4. 30. 14:10, (알 수 없음) : 긑내기가능?
2020. 4. 30. 14:11, (알 수 없음) : 달리자
2020. 4. 30. 14:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 14:11, 정우 : ㅠ
2020. 4. 30. 14:11, 경민 : ㄱㄴ
2020. 4. 30. 14:11, 경민 : 확실히서눌이
2020. 4. 30. 14:11, 경민 : 공기가안좋다
2020. 4. 30. 14:12, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 14:12, (알 수 없음) : 아사
2020. 4. 30. 14:12, (알 수 없음) : 폭주기관차구햇다;
2020. 4. 30. 14:12, 정우 : ㅠㅠ
2020. 4. 30. 14:12, 경민 : 머지
2020. 4. 30. 14:12, 정우 : 방해하거싶넹
2020. 4. 30. 14:12, 경민 : 불낫나
2020. 4. 30. 14:12, 경민 : 강남에
2020. 4. 30. 14:12, 경민 : 119
2020. 4. 30. 14:12, 경민 : 전만ㄴㅎ인데
2020. 4. 30. 14:13, 경민 : 그래서공기가안좋앗나
2020. 4. 30. 14:13, (알 수 없음) : 호엥
2020. 4. 30. 14:13, (알 수 없음) : 이정우월욜에오면대핫어ㅓㄴ생
2020. 4. 30. 14:13, (알 수 없음) : 친구들이랑놀수잇음
2020. 4. 30. 14:13, (알 수 없음) : %
2020. 4. 30. 14:14, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 14:14, 정우 : ㅅㅂ
2020. 4. 30. 14:15, (알 수 없음) : 왜
2020. 4. 30. 14:15, (알 수 없음) : 오고싶지
2020. 4. 30. 14:16, 경민 : ㅋㅌㅌㅋㅋㅋ
2020. 4. 30. 14:16, 경민 : 구라역나봄
2020. 4. 30. 14:16, 경민 : 3대나잇엇눈데
2020. 4. 30. 14:16, 경민 : 갔다
2020. 4. 30. 14:17, 정우 : 가고는싶지만
2020. 4. 30. 14:17, 정우 : 이번엔 스킵한다
2020. 4. 30. 14:17, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 14:17, (알 수 없음) : ㅇㅋ ..
2020. 4. 30. 14:17, (알 수 없음) : 쯔앚
2020. 4. 30. 14:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 14:17, 정우 : 할일이
2020. 4. 30. 14:18, 정우 : 많다
2020. 4. 30. 14:18, (알 수 없음) : 아
2020. 4. 30. 14:18, (알 수 없음) : ㅅㅂ
2020. 4. 30. 14:18, (알 수 없음) : 코노가고싶어어어너너ㅓ넌
2020. 4. 30. 14:18, 정우 : ㄱ
2020. 4. 30. 14:18, 정우 : 씻고
2020. 4. 30. 14:18, (알 수 없음) : 너무멀어
2020. 4. 30. 14:18, 정우 : 코노갔다와라
2020. 4. 30. 14:18, (알 수 없음) : 그런가
2020. 4. 30. 14:18, 정우 : 날씨좋아서
2020. 4. 30. 14:18, 정우 : ㄱㅊ
2020. 4. 30. 14:18, 정우 : 와근데
2020. 4. 30. 14:18, 정우 : 나 날씨에 이렇게
2020. 4. 30. 14:19, 정우 : 왔다갔다하는 사람이었나
2020. 4. 30. 14:19, 정우 : 지리네 오늘 진짜
2020. 4. 30. 14:19, (알 수 없음) : ㅇㅇ
2020. 4. 30. 14:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 14:19, (알 수 없음) : 니원래그럼
2020. 4. 30. 14:19, 정우 : ㅇㅋ
2020. 4. 30. 14:19, (알 수 없음) : 이모티콘 
2020. 4. 30. 14:19, 정우 : 오늘좀심하네
2020. 4. 30. 14:19, 정우 : 하지만 좋다
2020. 4. 30. 14:24, (알 수 없음) : 좋지
2020. 4. 30. 14:24, (알 수 없음) : 임마
2020. 4. 30. 14:29, (알 수 없음) : 갑자기딕골이땡기네
2020. 4. 30. 14:29, 정우 : 땡
2020. 4. 30. 14:29, 정우 : 딋골땡
2020. 4. 30. 14:29, 정우 : 아
2020. 4. 30. 14:29, 정우 : 시원한가
2020. 4. 30. 14:29, (알 수 없음) : 코노거저
2020. 4. 30. 14:29, (알 수 없음) : 가자
2020. 4. 30. 14:29, 정우 : 한잔사서
2020. 4. 30. 14:29, 정우 : 들어가야겠다
2020. 4. 30. 14:29, 정우 : 진짜....날씨가 미쳤어요
2020. 4. 30. 14:33, (알 수 없음) : 낮부터
2020. 4. 30. 14:33, (알 수 없음) : 맥한잔해야하나
2020. 4. 30. 14:34, 정우 : 맥......
2020. 4. 30. 14:34, 정우 : 진짜
2020. 4. 30. 14:34, 정우 : 거기또가고싶다
2020. 4. 30. 14:34, 이석준 : ?
2020. 4. 30. 14:34, 이석준 : ??
2020. 4. 30. 14:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 14:35, (알 수 없음) : ㅇㅋ
2020. 4. 30. 14:35, (알 수 없음) : ㅅㅂ넘
2020. 4. 30. 14:36, (알 수 없음) : 이제백예린의 런던에
2020. 4. 30. 14:36, (알 수 없음) : 빠질차레다
2020. 4. 30. 14:36, (알 수 없음) : 갑자기개좋네노래
2020. 4. 30. 14:36, (알 수 없음) : 조줘야지
2020. 4. 30. 14:36, 정우 : 조져조져
2020. 4. 30. 14:39, (알 수 없음) : 스탠딩마니크
2020. 4. 30. 14:39, (알 수 없음) : 만들엇음;;
2020. 4. 30. 14:39, (알 수 없음) : 안가도되겟다
2020. 4. 30. 14:39, (알 수 없음) : 존나쉰나기시작함
2020. 4. 30. 14:42, 경민 : ㅋㅋㅋㅋㅋㅋ
2020. 4. 30. 14:42, 경민 : 이삭준개웃
2020. 4. 30. 14:43, 정우 : 아
2020. 4. 30. 14:43, 정우 : 집멀다
2020. 4. 30. 14:43, 정우 : 구파발행ㅅㅂ진짜
2020. 4. 30. 14:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
