Talk_2021.8.24 13:11-47.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 7월 13일 토요일
2019. 7. 13. 22:14, 정우 : 들어감
2019. 7. 18. 17:07, 정우 : 쩝
2019. 7. 18. 17:07, 원준오빠 : 통신사 안되면..
2019. 7. 18. 17:09, 원준오빠 : 난 통신사 포인트 다써서 어뵤음
2019. 7. 18. 17:09, 원준오빠 : 오재 머임?
2019. 7. 18. 17:09, 경민 : 나
2019. 7. 18. 17:09, 경민 : skt vip
2019. 7. 18. 17:09, 경민 : 띱해줌?
2019. 7. 18. 17:09, 원준오빠 : 대전 ㄱ
2019. 7. 18. 17:09, 정우 : 나 통신사는 포인트많음
2019. 7. 18. 17:09, 정우 : 엄마꺼 빌려쓸수있나
2019. 7. 18. 17:09, 경민 : 끼룪..
2019. 7. 18. 17:09, 원준오빠 : vip임??
2019. 7. 18. 17:09, 경민 : 바코드
2019. 7. 18. 17:09, 정우 : 엄마 kt vip
2019. 7. 18. 17:09, 경민 : 빌려드림
2019. 7. 18. 17:09, 경민 : ㄱ
2019. 7. 18. 17:09, 정우 : 인데
2019. 7. 18. 17:09, 정우 : 빕스
2019. 7. 18. 17:09, 원준오빠 : 가능??
2019. 7. 18. 17:10, 경민 : ㄱㄴㄱㄴ
2019. 7. 18. 17:10, 정우 : 개이득
2019. 7. 18. 17:10, 정우 : 빕스
2019. 7. 18. 17:10, 원준오빠 : 와우
2019. 7. 18. 17:10, 정우 : 문상도받나
2019. 7. 18. 17:10, 정우 : 집에
2019. 7. 18. 17:10, 원준오빠 : 해.결.
2019. 7. 18. 17:10, 정우 : 문상존나쌓여있는데
2019. 7. 18. 17:10, 원준오빠 : 문상ㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:10, 경민 : ㅋㅋㅋㅋㅋ
2019. 7. 18. 17:10, 경민 : 문상
2019. 7. 18. 17:10, 경민 : 양우성한테팔아
2019. 7. 18. 17:10, 경민 : 뭐함~~~
2019. 7. 18. 17:10, 정우 : 큰아버지가 설때 돈대신에 이거주셔서
2019. 7. 18. 17:10, 정우 : 사실분
2019. 7. 18. 17:10, 정우 : ㅎㅎ
2019. 7. 18. 17:11, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:11, 정우 : 아니근데이거되면
2019. 7. 18. 17:11, 정우 : 개이득이잖아
2019. 7. 18. 17:11, (알 수 없음) : 보바
2019. 7. 18. 17:11, (알 수 없음) : 빕스 문상
2019. 7. 18. 17:11, (알 수 없음) : 될거같은데근데
2019. 7. 18. 17:11, 경민 : 아진짜
2019. 7. 18. 17:11, 경민 : 언니오빠넘답답함
2019. 7. 18. 17:11, 경민 : 부모님선물같은거 고를때
2019. 7. 18. 17:11, 경민 : 내가다함
2019. 7. 18. 17:11, 경민 : ㅡㅡ
2019. 7. 18. 17:11, 경민 : ㅂㄷㅂㄷ
2019. 7. 18. 17:11, (알 수 없음) : 되네
2019. 7. 18. 17:11, 정우 : 샵검색: #해피머니 상품권 오프라인 사용처
2019. 7. 18. 17:11, (알 수 없음) : 사진
2019. 7. 18. 17:11, 정우 : 오 있어
2019. 7. 18. 17:11, 경민 : ㅅㅂ
2019. 7. 18. 17:12, 정우 : 아
2019. 7. 18. 17:12, 경민 : 이정우가~~~~
2019. 7. 18. 17:12, 경민 : 쏜다!
2019. 7. 18. 17:12, 정우 : 저게다빠르네
2019. 7. 18. 17:12, 정우 : ㅅㅂ
2019. 7. 18. 17:12, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:12, 정우 : 천재냐
2019. 7. 18. 17:12, (알 수 없음) : 개윳기다
2019. 7. 18. 17:12, 정우 : 상품권확인할생각
2019. 7. 18. 17:12, 정우 : 하고있었는데 두종류라
2019. 7. 18. 17:12, 정우 : ㅅㅂ
2019. 7. 18. 17:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:12, 정우 : 아니하여튼
2019. 7. 18. 17:12, 정우 : 둘다되네
2019. 7. 18. 17:12, 정우 : 씨발 개이득
2019. 7. 18. 17:12, 정우 : 6만원있는데 이거
2019. 7. 18. 17:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:13, 정우 : 일단 들고간다 대전갈때
2019. 7. 18. 17:13, 원준오빠 : ㅁㅊㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:13, 원준오빠 : 개쩐닼ㅋㅋㅋㅋㅋㅋㅋ케
2019. 7. 18. 17:14, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:14, (알 수 없음) : 아니
2019. 7. 18. 17:14, (알 수 없음) : ㅠ
2019. 7. 18. 17:14, (알 수 없음) : 개쪼네,,
2019. 7. 18. 17:14, 정우 : 빕스에서 존나
2019. 7. 18. 17:14, 정우 : 신기하게볼듯
2019. 7. 18. 17:15, 정우 : 6만원문상이요......?
2019. 7. 18. 17:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:15, 정우 : 하 쉬벌
2019. 7. 18. 17:15, 정우 : 스테이크
2019. 7. 18. 17:15, 정우 : 빕스
2019. 7. 18. 17:15, 정우 : 먹고싶네
2019. 7. 18. 17:16, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:16, 원준오빠 : 오져벌이기..
2019. 7. 18. 17:18, 정우 : 진짜........
2019. 7. 18. 17:18, 정우 : 안쓰던문상.......
2019. 7. 18. 17:18, 정우 : 이대로 처리각.......
2019. 7. 18. 17:18, 정우 : 개이득...........
2019. 7. 18. 17:20, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:20, 원준오빠 : 안이
2019. 7. 18. 17:20, 원준오빠 : 문상이랑 큐폰 동시사용 되남
2019. 7. 18. 17:21, 경민 : 근데
2019. 7. 18. 17:21, 경민 : 문상이랑
2019. 7. 18. 17:21, 경민 : 할인
2019. 7. 18. 17:21, 경민 : 같이안될걸?
2019. 7. 18. 17:21, 경민 : 상품권이라
2019. 7. 18. 17:22, 정우 : 엥
2019. 7. 18. 17:22, 정우 : ㅠ
2019. 7. 18. 17:22, 경민 : 님들
2019. 7. 18. 17:22, 경민 : 워터로션은
2019. 7. 18. 17:22, 경민 : 로션임?
2019. 7. 18. 17:22, 경민 : 남자화장품왜케어려움
2019. 7. 18. 17:23, 경민 : 아빠거사다드릴라하는데
2019. 7. 18. 17:23, 원준오빠 : 남자화장퓸은 그냥
2019. 7. 18. 17:23, 경민 : ㅇㅇ
2019. 7. 18. 17:23, 경민 : 랩시리즈살라하는데
2019. 7. 18. 17:23, 원준오빠 : 바를수만있으면 댐
2019. 7. 18. 17:23, 경민 : 아하
2019. 7. 18. 17:23, 경민 : ㅋㅋㅋㅋㅋㅁㅊ
2019. 7. 18. 17:23, 경민 : 사진
2019. 7. 18. 17:23, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:23, 경민 : 이렇게사다드릴라가하ㅡㄴㄴ데
2019. 7. 18. 17:23, 원준오빠 : 뭔지모릊ㅍ
2019. 7. 18. 17:23, 경민 : 스킨없이 로션만잇어도 ㄱㅊ?
2019. 7. 18. 17:23, 경민 : @이재환
2019. 7. 18. 17:23, 정우 : 사진
2019. 7. 18. 17:23, 정우 : 개이득
2019. 7. 18. 17:23, 원준오빠 : 이야 시뷸탱
2019. 7. 18. 17:23, 원준오빠 : 끝났네
2019. 7. 18. 17:24, 경민 : 아니그니까
2019. 7. 18. 17:24, 경민 : 쿠폰사용하고
2019. 7. 18. 17:24, 경민 : 상품권쓸순잇는데
2019. 7. 18. 17:24, 경민 : 상품권쓰면
2019. 7. 18. 17:24, 경민 : 통신사할인이
2019. 7. 18. 17:24, 경민 : 안댈걸
2019. 7. 18. 17:24, 정우 : 아
2019. 7. 18. 17:24, 정우 : 안받지 뭐
2019. 7. 18. 17:24, 경민 : ㅇㅇ
2019. 7. 18. 17:24, 원준오빠 : ㅇㅇㅇㅇ
2019. 7. 18. 17:24, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:24, 정우 : 6만원이있는데
2019. 7. 18. 17:24, 정우 : ㅅㅂ
2019. 7. 18. 17:24, 정우 : 20프로가대수?
2019. 7. 18. 17:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:24, 원준오빠 : 지금 두려워..
2019. 7. 18. 17:24, 원준오빠 : 얼마나 행복할까..
2019. 7. 18. 17:24, 경민 : 아니
2019. 7. 18. 17:24, 경민 : 그럴거면
2019. 7. 18. 17:24, 경민 : 10퍼떼서
2019. 7. 18. 17:24, 경민 : 팔아도
2019. 7. 18. 17:24, 경민 : 그게낫겟네임마
2019. 7. 18. 17:24, 경민 : ,,,
2019. 7. 18. 17:25, 경민 : 귀찬쥬?
2019. 7. 18. 17:25, 경민 : ㅇㅋ
2019. 7. 18. 17:25, 정우 : 올
2019. 7. 18. 17:25, 정우 : 그것도
2019. 7. 18. 17:25, 정우 : 나쁘진않네
2019. 7. 18. 17:25, 경민 : 아니봐바
2019. 7. 18. 17:25, 경민 : 20퍼 할인받고
2019. 7. 18. 17:25, 정우 : 귀찮은게 함정이지만
2019. 7. 18. 17:25, 경민 : 돈내고
2019. 7. 18. 17:25, 경민 : 상품권그냥
2019. 7. 18. 17:25, 경민 : 10퍼받고팔면
2019. 7. 18. 17:25, 경민 : 이득인디,,
2019. 7. 18. 17:25, 정우 : 어디다팜
2019. 7. 18. 17:25, 경민 : 백화점상품권같은건 구두가게에서도 사는데
2019. 7. 18. 17:26, 경민 : 문상은 몰겠네
2019. 7. 18. 17:26, 경민 : 중고딩나라?
2019. 7. 18. 17:26, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:26, 정우 : ㅇㅋ
2019. 7. 18. 17:26, 정우 : 일단대전가는거
2019. 7. 18. 17:26, 정우 : 확정되면....
2019. 7. 18. 17:26, Sekwang Ludan : ㅋㅋㅋㅋ ㅎㅇㅎㅇ
2019. 7. 18. 17:26, 정우 : 아 잠깐 신났었다
2019. 7. 18. 17:26, Sekwang Ludan : 정우 질문 ㅋㅋㅋ 엄지가 어깨에 닿아?
2019. 7. 18. 17:26, Sekwang Ludan : 당연히 닿음?
2019. 7. 18. 17:26, 경민 : 엄지?
2019. 7. 18. 17:27, 정우 : 뭔소리야
2019. 7. 18. 17:27, 경민 : 당연히닿는거
2019. 7. 18. 17:27, 경민 : 아님
2019. 7. 18. 17:27, 정우 : 같은쪽어깨?
2019. 7. 18. 17:27, 경민 : 팔구불리면,,,
2019. 7. 18. 17:27, Sekwang Ludan : ㅇㅇㅇㅇ 같은쪽
2019. 7. 18. 17:27, 정우 : 앞으로?뒤로?
2019. 7. 18. 17:27, 정우 : 아니 같은쪽이면
2019. 7. 18. 17:27, 경민 : 뒤로
2019. 7. 18. 17:27, 정우 : 앞뒤가없잖아
2019. 7. 18. 17:27, 경민 : ㄷㄷ
2019. 7. 18. 17:27, Sekwang Ludan : 뒤로 걍 팔 굽혀서
2019. 7. 18. 17:27, 정우 : 구부리면 닿지
2019. 7. 18. 17:27, 정우 : 당연히
2019. 7. 18. 17:27, (알 수 없음) : 지금
2019. 7. 18. 17:27, (알 수 없음) : 세광이형
2019. 7. 18. 17:27, Sekwang Ludan : 아 당연히 닿는구나...
2019. 7. 18. 17:27, (알 수 없음) : 근육땜에
2019. 7. 18. 17:27, (알 수 없음) : 설마
2019. 7. 18. 17:27, (알 수 없음) : 안닿음?
2019. 7. 18. 17:27, (알 수 없음) : ;
2019. 7. 18. 17:27, 정우 : 어깨 주무를수도있는데
2019. 7. 18. 17:27, 경민 : 아
2019. 7. 18. 17:27, 경민 : 뒤로면
2019. 7. 18. 17:27, Sekwang Ludan : 나 겨우 닿음 ㅠ
2019. 7. 18. 17:27, 경민 : 뻣뻣해서
2019. 7. 18. 17:27, 경민 : 안닿을수잇는거아님
2019. 7. 18. 17:27, 경민 : ?
2019. 7. 18. 17:27, (알 수 없음) : 아니
2019. 7. 18. 17:27, (알 수 없음) : 디로
2019. 7. 18. 17:27, (알 수 없음) : 해서
2019. 7. 18. 17:27, (알 수 없음) : 엄지가
2019. 7. 18. 17:27, (알 수 없음) : 어케
2019. 7. 18. 17:27, (알 수 없음) : 어꺠에닿음
2019. 7. 18. 17:27, (알 수 없음) : 개불가능이지
2019. 7. 18. 17:27, (알 수 없음) : ㅅㅂ
2019. 7. 18. 17:27, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:28, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:28, (알 수 없음) : 팔꿈치
2019. 7. 18. 17:28, (알 수 없음) : 개꺽여야함
2019. 7. 18. 17:28, (알 수 없음) : 그럼
2019. 7. 18. 17:28, 경민 : ㅇㅇ..
2019. 7. 18. 17:28, 경민 : 안ㅇ다음..ㅠ
2019. 7. 18. 17:28, 정우 : 날개뼈까진
2019. 7. 18. 17:28, 정우 : 가능 뒤로는
2019. 7. 18. 17:28, 경민 : ㅇㅇ
2019. 7. 18. 17:28, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:28, 경민 : 나도
2019. 7. 18. 17:28, 경민 : 앞으론그냥됨
2019. 7. 18. 17:28, 경민 : ;
2019. 7. 18. 17:28, 경민 : 정상,,
2019. 7. 18. 17:28, 정우 : 앞으론.......
2019. 7. 18. 17:28, 정우 : ㅎ
2019. 7. 18. 17:28, Sekwang Ludan : 겨우겨우닿음 ㅋㅋㅋㅋㅋ
2019. 7. 18. 17:28, Sekwang Ludan : 앞으로??
2019. 7. 18. 17:28, 정우 : 근육자랑하는거 지금?
2019. 7. 18. 17:28, 경민 : 오빠
2019. 7. 18. 17:28, 경민 : 지금
2019. 7. 18. 17:28, 경민 : 유연하다고
2019. 7. 18. 17:28, 경민 : 하는거임
2019. 7. 18. 17:28, 경민 : 뭐임?
2019. 7. 18. 17:28, 경민 : 오빠가된다는게먼데
2019. 7. 18. 17:28, 경민 : 지금
2019. 7. 18. 17:28, 경민 : 근육자랑임 아니면 유연성자랑임
2019. 7. 18. 17:29, Sekwang Ludan : ㅋㅋㅋ 아니 친구가 팔운동하고 엄지가 어깨에 닿으면 열심히 안한거라해서
2019. 7. 18. 17:29, 경민 : ;
2019. 7. 18. 17:29, 경민 : 이상한
2019. 7. 18. 17:29, 경민 : 친구들
2019. 7. 18. 17:29, Sekwang Ludan : 걍 해봤는데 운동 안해도 안닿을뻔
2019. 7. 18. 17:29, 경민 : 만났네,,
2019. 7. 18. 17:29, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:29, 경민 : ;
2019. 7. 18. 17:29, 경민 : ㅈ결국자랑..
2019. 7. 18. 17:29, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:29, 경민 : 아니
2019. 7. 18. 17:29, 경민 : 쩝
2019. 7. 18. 17:29, Sekwang Ludan : 그래서 그냥 안닿는게 정상인줄 알았지
2019. 7. 18. 17:29, Sekwang Ludan : ㅉ버
2019. 7. 18. 17:29, 경민 : ;
2019. 7. 18. 17:29, 경민 : 오빠 상당히
2019. 7. 18. 17:29, 경민 : 쫌끄러네
2019. 7. 18. 17:29, 경민 : 오재훈등장해서
2019. 7. 18. 17:29, 경민 : 한마디
2019. 7. 18. 17:30, 경민 : 부ㅏ탁
2019. 7. 18. 17:30, Sekwang Ludan : 쩝 그래서 해봤는데
2019. 7. 18. 17:30, Sekwang Ludan : 등 못긁어 ㅠㅠ
2019. 7. 18. 17:30, (알 수 없음) : ;
2019. 7. 18. 17:30, 경민 : 효자손구매하셈..
2019. 7. 18. 17:30, (알 수 없음) : ;
2019. 7. 18. 17:30, (알 수 없음) : 진짜
2019. 7. 18. 17:30, (알 수 없음) : ;
2019. 7. 18. 17:30, (알 수 없음) : 네,,
2019. 7. 18. 17:30, Sekwang Ludan : 효자손이 위대한 발명임
2019. 7. 18. 17:30, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2019. 7. 18. 17:31, Sekwang Ludan : 사진
2019. 7. 18. 17:31, Sekwang Ludan : 이거이거 ㅋㅋㅋㅋ
2019. 7. 18. 17:31, 경민 : ;
2019. 7. 18. 17:31, Sekwang Ludan : 닿음 ㅋㅋㅋ
2019. 7. 18. 17:31, 원준오빠 : 그만하셈
2019. 7. 18. 17:31, 경민 : 당연히
2019. 7. 18. 17:31, 경민 : 닿는거임
2019. 7. 18. 17:31, 경민 : 그거는
2019. 7. 18. 17:31, 경민 : ;
2019. 7. 18. 17:31, Sekwang Ludan : 사진은 아까부터 보냈는데 지금 송달됐네 헿
2019. 7. 18. 17:31, 원준오빠 : 오재: 않이 형
2019. 7. 18. 17:32, 원준오빠 : 오재: 극혐이네;;
2019. 7. 18. 17:32, (알 수 없음) : ;
2019. 7. 18. 17:32, (알 수 없음) : dksl
2019. 7. 18. 17:32, (알 수 없음) : 아니;
2019. 7. 18. 17:32, (알 수 없음) : 극혐이란단어
2019. 7. 18. 17:32, (알 수 없음) : 치기도귀찮음;
2019. 7. 18. 17:32, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:32, Sekwang Ludan : 쩝
2019. 7. 18. 17:32, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:32, 경민 : 취소할법도 한데
2019. 7. 18. 17:32, 경민 : 보내버리네
2019. 7. 18. 17:32, (알 수 없음) : 지금
2019. 7. 18. 17:32, (알 수 없음) : 김경민
2019. 7. 18. 17:32, (알 수 없음) : 아존나극혐인데
2019. 7. 18. 17:32, (알 수 없음) : 돌려말하는중
2019. 7. 18. 17:32, 경민 : ㅎㅎ;;
2019. 7. 18. 17:32, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ 습관돼서 걍 걸어놓음 언젠간 가겠지 하고
2019. 7. 18. 17:32, (알 수 없음) : 개웃기다
2019. 7. 18. 17:33, Sekwang Ludan : 이모티콘 그럼 2만
2019. 7. 18. 17:33, (알 수 없음) : 아니
2019. 7. 18. 17:33, 원준오빠 : 세과앙 등장할 땐 자기 얘기하고 또 사라짐
2019. 7. 18. 17:33, 경민 : ㅇㅋ...행복하셈 팔이랑 어깨랑
2019. 7. 18. 17:33, (알 수 없음) : 근육자랑하고
2019. 7. 18. 17:33, (알 수 없음) : 사라지네
2019. 7. 18. 17:33, (알 수 없음) : ;
2019. 7. 18. 17:33, (알 수 없음) : ㅋㅋㅋ원준이형
2019. 7. 18. 17:33, (알 수 없음) : ㅅㅂ
2019. 7. 18. 17:33, (알 수 없음) : 말하는사이에
2019. 7. 18. 17:33, (알 수 없음) : 사라지네
2019. 7. 18. 17:33, 원준오빠 : 그러내
2019. 7. 18. 17:33, (알 수 없음) : 아니씨발이거뭔ㄷ
2019. 7. 18. 17:33, (알 수 없음) : 개웃김
2019. 7. 18. 17:33, (알 수 없음) : ㅠ
2019. 7. 18. 17:33, 원준오빠 : ㅎ 익숙..
2019. 7. 18. 17:33, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:33, (알 수 없음) : 아 니 팔이랑 어깨랑 왜행복한데
2019. 7. 18. 17:33, (알 수 없음) : ㅅㅂ
2019. 7. 18. 17:33, (알 수 없음) : ㅠ
2019. 7. 18. 17:33, 원준오빠 : ㅁㅊㅋㅈ
2019. 7. 18. 17:33, 원준오빠 : 이겈ㅋㅋㅋㅋ
2019. 7. 18. 17:33, 빠충 : 저게
2019. 7. 18. 17:33, (알 수 없음) : 아니저게뭔말이야
2019. 7. 18. 17:33, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2019. 7. 18. 17:33, 빠충 : 왜 안 닿냐
2019. 7. 18. 17:33, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:33, (알 수 없음) : 팔이랑 어깨랑 행복하래
2019. 7. 18. 17:33, (알 수 없음) : 씨바
2019. 7. 18. 17:33, 빠충 : 세과앙
2019. 7. 18. 17:33, (알 수 없음) : ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
2019. 7. 18. 17:33, (알 수 없음) : ㅇ운다진짜
2019. 7. 18. 17:34, 정우 : 아니 야 빕스 통신사할인하고도 상품권 될거같은데
2019. 7. 18. 17:34, 정우 : 아몰라 일단가져감
2019. 7. 18. 17:34, 원준오빠 : 울지마 바보야
2019. 7. 18. 17:34, 정우 : 가서물어보지 뭐
2019. 7. 18. 17:34, Sekwang Ludan : 엇 ㅋㅋㅋㅋㅋ
2019. 7. 18. 17:34, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:34, 정우 : 아 추웡
2019. 7. 18. 17:34, Sekwang Ludan : 아직 안사라짐 헿
2019. 7. 18. 17:34, 빠충 : 빕스털기준비중
2019. 7. 18. 17:34, 경민 : 귀
2019. 7. 18. 17:34, 경민 : 검사받으러왓는데
2019. 7. 18. 17:34, 경민 : 머라그러지
2019. 7. 18. 17:34, 빠충 : 빕스털이범들
2019. 7. 18. 17:34, 정우 : 귀아파여
2019. 7. 18. 17:34, 원준오빠 : 간판 뜯어감
2019. 7. 18. 17:34, 빠충 : ㅁㅊ
2019. 7. 18. 17:34, 정우 : 귀좀봐쥬실?
2019. 7. 18. 17:34, 빠충 : 왜 이거보고 웃었지
2019. 7. 18. 17:34, 정우 : ㅎ
2019. 7. 18. 17:34, 빠충 : 개빡침
2019. 7. 18. 17:34, 원준오빠 : 화내지마
2019. 7. 18. 17:34, Sekwang Ludan : ㅋㅋㅋㅋㅋ 요즘 공부해서 그래
2019. 7. 18. 17:35, 빠충 : 무의식적으로 웃어버림
2019. 7. 18. 17:35, Sekwang Ludan : 다 재밌을 시기
2019. 7. 18. 17:35, 정우 : 귀좀봐주귀
2019. 7. 18. 17:35, Sekwang Ludan : 아놔
2019. 7. 18. 17:35, 빠충 : 아 저건 좀
2019. 7. 18. 17:35, 정우 : ㅁ안
2019. 7. 18. 17:35, 정우 : 미안
2019. 7. 18. 17:35, Sekwang Ludan : 귀청소하고싶다 ㅋㅋ
2019. 7. 18. 17:35, 정우 : 한번웃겼다고 신났네
2019. 7. 18. 17:35, 빠충 : 잘한다잘한다 했더니
2019. 7. 18. 17:35, 빠충 : 임마
2019. 7. 18. 17:35, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:35, Sekwang Ludan : 일관적으로 재미없기도 힘듦
2019. 7. 18. 17:35, 정우 : ㅎ;;;;
2019. 7. 18. 17:36, 정우 : 자중함
2019. 7. 18. 17:36, 정우 : 아니이게다
2019. 7. 18. 17:36, 정우 : 빕스땜에 신나서그럼
2019. 7. 18. 17:36, 경민 : 💪
2019. 7. 18. 17:36, 경민 : 이사람
2019. 7. 18. 17:36, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ 비비비빕
2019. 7. 18. 17:36, 경민 : 어깨에
2019. 7. 18. 17:36, 경민 : 엄지안닿겟다
2019. 7. 18. 17:36, 정우 : ㅅㅂ저건
2019. 7. 18. 17:36, 정우 : 팔이여 낙타등이여
2019. 7. 18. 17:37, Sekwang Ludan : 오 언제 저리되지? ㅠ
2019. 7. 18. 17:37, (알 수 없음) : ;
2019. 7. 18. 17:37, (알 수 없음) : 크흠,,
2019. 7. 18. 17:38, Sekwang Ludan : ㅠㅠ 퇴근하고싶다
2019. 7. 18. 18:03, 원준오빠 : 워씨
2019. 7. 18. 18:04, 원준오빠 : 칼국수 먹으미
2019. 7. 18. 18:04, 원준오빠 : 땀이 그먕
2019. 7. 18. 18:04, (알 수 없음) : ㅡㅡ
2019. 7. 18. 18:04, (알 수 없음) : 맛잇는거먹네준아
2019. 7. 18. 18:04, (알 수 없음) : 아니나근데갑자기궁금한거생김
2019. 7. 18. 18:05, (알 수 없음) : 왜경상도애덜만 마지막이름으로만 부를까
2019. 7. 18. 18:05, (알 수 없음) : 흠아~~ 환아~%
2019. 7. 18. 18:05, 정우 : 똼똼
2019. 7. 18. 18:05, 정우 : 궁금ㄱ
2019. 7. 18. 18:05, 정우 : 아니 카톡왜안가 시바
2019. 7. 18. 18:05, 정우 : 오 갔다
2019. 7. 18. 18:05, 정우 : 그거
2019. 7. 18. 18:05, 정우 : 니가알지않을까;;;;
2019. 7. 18. 18:06, (알 수 없음) : 나도몰라서
2019. 7. 18. 18:06, (알 수 없음) : 흐
2019. 7. 18. 18:06, 정우 : 근데 그냥 많이들그러지않냐
2019. 7. 18. 18:06, (알 수 없음) : 그런다
2019. 7. 18. 18:06, (알 수 없음) : 그럼그론걸로
2019. 7. 18. 18:06, (알 수 없음) : 일단학식조짐
2019. 7. 18. 18:06, 정우 : 메뉴뭐임
2019. 7. 18. 18:06, 빠충 : 근데 그것도 있늠
2019. 7. 18. 18:07, 빠충 : 이름 마지막 자만 부르기도 하고
2019. 7. 18. 18:07, 빠충 : 앞에 두 글자만 부르기도 함
2019. 7. 18. 18:07, 정우 : 앞두글자
2019. 7. 18. 18:07, 정우 : 개인정
2019. 7. 18. 18:07, (알 수 없음) : 오재
2019. 7. 18. 18:07, (알 수 없음) : 훈아
2019. 7. 18. 18:07, 정우 : 다되네 니;;;
2019. 7. 18. 18:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 18:07, 빠충 : 둘 다 가능
2019. 7. 18. 18:10, (알 수 없음) : 응다돼...
2019. 7. 18. 18:11, 원준오빠 : 김도~
