Talk_2021.8.24 13:11-68.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 6일 수요일
2020. 5. 6. 08:43, (알 수 없음) : ㅊㅋㅊㅋㅊ
2020. 5. 13. 10:20, 경민 : 오늘날씨;선선하니좋누;
2020. 5. 13. 10:25, 빠충 : 아
2020. 5. 13. 11:21, 경민 : 사진
2020. 5. 13. 11:21, 경민 : 머먹을까
2020. 5. 13. 11:32, 재환오빠 : 탄탄
2020. 5. 13. 11:33, 빠충 : 토마토
2020. 5. 13. 11:33, (알 수 없음) : slRnslRnzkfkalthfkaps
2020. 5. 13. 11:35, 경민 : 니꾸니꾸카라미소라멘
2020. 5. 13. 11:36, 경민 : ㅇㅋ이거먹음
2020. 5. 13. 11:39, (알 수 없음) : ㅡㅡㅔ
2020. 5. 13. 11:39, 경민 : 아니근데다먹어보고싶은데
2020. 5. 13. 11:39, 경민 : 배가1개라
2020. 5. 13. 11:39, 경민 : ;
2020. 5. 13. 11:42, (알 수 없음) : 쭈아베
2020. 5. 13. 11:45, 부그뷰 : ㅌㅁㅌㄹㅁ
2020. 5. 13. 11:45, 부그뷰 : ㅁㄱㅅㄷ
2020. 5. 13. 11:45, 경민 : ㅈㅁㅌㅇㅈ
2020. 5. 13. 11:48, 재환오빠 : 토맛토마토
2020. 5. 13. 11:48, 재환오빠 : 토마토맛토
2020. 5. 13. 11:48, 경민 : 토마토마토마토마토
2020. 5. 13. 12:09, 빠충 : 톰맡토
2020. 5. 13. 12:09, 빠충 : 존맛?
2020. 5. 13. 12:14, (알 수 없음) : 시발
2020. 5. 13. 12:15, (알 수 없음) : 이태원십새끼등때문에
2020. 5. 13. 12:15, (알 수 없음) : 이제학식도다시마스크쓰고가야하네ㅠㅔ
2020. 5. 13. 12:51, (알 수 없음) : 개꿀딱
2020. 5. 13. 12:51, (알 수 없음) : 커피를삿는데화장춤을주메
2020. 5. 13. 12:51, (알 수 없음) : 사진
2020. 5. 13. 13:08, 정우 : 개꿀
2020. 5. 13. 13:19, (알 수 없음) : 꿀따게
2020. 5. 13. 14:48, 이석준 : 샵검색: #고등학생 이태원
2020. 5. 13. 14:48, 이석준 : 캬
2020. 5. 13. 14:49, (알 수 없음) : ㅁㅊ;;;;;
2020. 5. 13. 14:51, 이석준 : 보니까
2020. 5. 13. 14:52, 이석준 : 나이가 많은거같다라고는하는데
2020. 5. 13. 15:24, 경민 : 오재훈
2020. 5. 13. 15:24, 경민 : 추천가능?
2020. 5. 13. 15:35, 원준오빠 : ㅇㅇ
2020. 5. 13. 15:35, 재환오빠 : ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬
2020. 5. 13. 15:36, 원준오빠 : 우쓋 소문자 ㅋ
2020. 5. 13. 15:36, 경민 : 존귀네
2020. 5. 13. 15:37, 경민 : 샵검색: #상하목장 멸균우유
2020. 5. 13. 15:37, 경민 : 이고마싯음
2020. 5. 13. 15:37, 경민 : 우유;;
2020. 5. 13. 15:37, 경민 : 멸균띠라 유통기한도 개김
2020. 5. 13. 15:37, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋ오재 맞춤이네
2020. 5. 13. 15:38, 원준오빠 : 가격은?
2020. 5. 13. 15:38, 경민 : 가격
2020. 5. 13. 15:38, 이석준 : 지난번에 내가 멸균 추천해주니까
2020. 5. 13. 15:38, 이석준 : 안사던데
2020. 5. 13. 15:38, 이석준 : 이번엔 사려나
2020. 5. 13. 15:38, 경민 : 150ml 24개에 18000원쯤하는거같던데
2020. 5. 13. 15:38, 경민 : 아그럼?
2020. 5. 13. 15:38, 이석준 : ㅇㅇ
2020. 5. 13. 15:38, 경민 : 나는멸균안먹어봤는데
2020. 5. 13. 15:38, 경민 : 이번에회사에서시켜서
2020. 5. 13. 15:38, 경민 : 먹어보니까 맛있떤데
2020. 5. 13. 15:38, 원준오빠 : 멸균 왜?
2020. 5. 13. 15:38, 원준오빠 : 균 좋아한데?
2020. 5. 13. 15:38, 경민 : !
2020. 5. 13. 15:38, 이석준 : 멸균 근데 일반 우유랑 맛이 좀 다르지않냐
2020. 5. 13. 15:38, 경민 : (궁금)
2020. 5. 13. 15:38, 경민 : ㅇㅇ
2020. 5. 13. 15:38, 이석준 : 옛날에 멸균 쌓아두고 마셨었는데
2020. 5. 13. 15:38, 경민 : 근데나는그맛이
2020. 5. 13. 15:38, 경민 : 맛있던데
2020. 5. 13. 15:38, 경민 : ;;
2020. 5. 13. 15:38, 경민 : 치즈맛같던뎅
2020. 5. 13. 15:39, 이석준 : 시리얼이랑 먹으니까
2020. 5. 13. 15:39, 이석준 : 뭔가 뭔가
2020. 5. 13. 15:39, 경민 : 더고소하지안음?
2020. 5. 13. 15:39, 이석준 : 모르겠음
2020. 5. 13. 15:39, 이석준 : ㅇㅇㅇ
2020. 5. 13. 15:39, 이석준 : 좀 더 고소한거
2020. 5. 13. 15:39, 경민 : 몰라암튼나는
2020. 5. 13. 15:39, 이석준 : 있는거같음
2020. 5. 13. 15:39, 경민 : 더맛잇던뎅..
2020. 5. 13. 15:39, 경민 : 약간모짜렐라맛
2020. 5. 13. 15:39, 이석준 : 멸균마다 맛이 다르데
2020. 5. 13. 15:39, 경민 : 나는거같으면서
2020. 5. 13. 15:39, 경민 : 아그래?
2020. 5. 13. 15:39, 경민 : 2월에시켜서
2020. 5. 13. 15:39, 경민 : 5월에먹었거든
2020. 5. 13. 15:39, 경민 : 코로나때문에
2020. 5. 13. 15:39, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:39, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:39, 이석준 : 그거
2020. 5. 13. 15:39, 이석준 : 숙성아니냐
2020. 5. 13. 15:39, 경민 : ㅇㅇ
2020. 5. 13. 15:39, 경민 : 아니근데
2020. 5. 13. 15:39, 경민 : 유통기한
2020. 5. 13. 15:39, 경민 : 오늘까지임
2020. 5. 13. 15:39, 이석준 : 길면 6개월까지
2020. 5. 13. 15:39, 경민 : 근데 월요일에 마심
2020. 5. 13. 15:39, 경민 : 존맛
2020. 5. 13. 15:39, 이석준 : 가는 멸균도
2020. 5. 13. 15:39, 이석준 : 있더라
2020. 5. 13. 15:40, 경민 : 글케긴건먼가
2020. 5. 13. 15:40, 경민 : 미심쩍고
2020. 5. 13. 15:40, 이석준 : 좋은게 실온 보관가능이어서
2020. 5. 13. 15:40, 경민 : 2달>?2달반?쯤
2020. 5. 13. 15:40, 이석준 : 샀는데
2020. 5. 13. 15:40, 경민 : 됐는데
2020. 5. 13. 15:40, 경민 : ㅇㅇ
2020. 5. 13. 15:40, 이석준 : 2L짜리 12
2020. 5. 13. 15:40, 이석준 : 개 사서
2020. 5. 13. 15:40, 이석준 : 10개먹고
2020. 5. 13. 15:40, 경민 : ㅋㅋㅋㅋ큰거는좀
2020. 5. 13. 15:40, 이석준 : 2개 유통기한지나서
2020. 5. 13. 15:40, 이석준 : 못먹음
2020. 5. 13. 15:40, 경민 : 한번따면
2020. 5. 13. 15:40, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:40, 경민 : 금방마셔야하니까
2020. 5. 13. 15:40, 경민 : 불안띠일거같은데
2020. 5. 13. 15:40, 이석준 : 1주일
2020. 5. 13. 15:40, 이석준 : 이면
2020. 5. 13. 15:40, 이석준 : 충분하잖아
2020. 5. 13. 15:40, 이석준 : 토스트해먹고
2020. 5. 13. 15:40, 경민 : 근데암튼....
2020. 5. 13. 15:40, 이석준 : 시리얼도먹고
2020. 5. 13. 15:40, 경민 : 저거존맛
2020. 5. 13. 15:40, 경민 : 이더라고
2020. 5. 13. 15:40, 이석준 : 오재는 안주로먹고
2020. 5. 13. 15:40, 경민 : 집에배달시켜먹게
2020. 5. 13. 15:40, 경민 : ;
2020. 5. 13. 15:40, 이석준 : 볼빵빵
2020. 5. 13. 15:40, 이석준 : ㅇㅈㅇㅈ
2020. 5. 13. 15:41, 경민 : 빵빵
2020. 5. 13. 15:41, 이석준 : 일단 보관편해서
2020. 5. 13. 15:41, 이석준 : 좋은듯
2020. 5. 13. 15:41, 경민 : ㅇㅈ
2020. 5. 13. 15:41, 원준오빠 : 비키세요
2020. 5. 13. 15:41, 원준오빠 : 빵빵
2020. 5. 13. 15:41, 경민 : 빵빵
2020. 5. 13. 15:41, 경민 : 원준띠
2020. 5. 13. 15:41, 경민 : 플레가신답니다
2020. 5. 13. 15:41, 경민 : 빵빵
2020. 5. 13. 15:41, 경민 : 오빠그거
2020. 5. 13. 15:41, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:41, 원준오빠 : 안대요
2020. 5. 13. 15:41, 경민 : 오빠가배치잘봐서
2020. 5. 13. 15:41, 경민 : mmr높아서
2020. 5. 13. 15:41, 이석준 : mmr
2020. 5. 13. 15:41, 경민 : 플레만나는거아님?
2020. 5. 13. 15:41, 이석준 : 룬테라룬테라
2020. 5. 13. 15:41, 원준오빠 : 아니 첫판부터
2020. 5. 13. 15:41, 이석준 : 1일 많은홍보
2020. 5. 13. 15:41, 원준오빠 : 플레골드만남
2020. 5. 13. 15:41, 경민 : 일겜이랑 mmr 이 같나보다
2020. 5. 13. 15:41, 원준오빠 : ;;
2020. 5. 13. 15:41, 원준오빠 : 아하
2020. 5. 13. 15:41, 경민 : 오빠 고수잔ㅇㅎ아
2020. 5. 13. 15:41, 원준오빠 : 그랗군
2020. 5. 13. 15:41, 경민 : 오빠
2020. 5. 13. 15:41, 원준오빠 : 으윽 전혀요#
2020. 5. 13. 15:41, 경민 : 오늘
2020. 5. 13. 15:41, 경민 : 4해적
2020. 5. 13. 15:42, 경민 : 버프먹었던데
2020. 5. 13. 15:42, 원준오빠 : 잣댓다
2020. 5. 13. 15:42, 경민 : 아이템나올확률 up됐대
2020. 5. 13. 15:42, 경민 : 나질문
2020. 5. 13. 15:42, 원준오빠 : 뮐 좀 아네 라이앗
2020. 5. 13. 15:42, 경민 : 됐대야 됐데야?
2020. 5. 13. 15:42, 경민 : 대지
2020. 5. 13. 15:42, 재환오빠 : 대
2020. 5. 13. 15:42, 경민 : ㅇㅋ
2020. 5. 13. 15:42, 경민 : 굳
2020. 5. 13. 15:42, 경민 : 맞게썼군
2020. 5. 13. 15:42, 원준오빠 : 귣ㅅ귯
2020. 5. 13. 15:42, 재환오빠 : 어디서 들은거 전달할때는 대
2020. 5. 13. 15:42, 경민 : 웅
2020. 5. 13. 15:42, 경민 : 데는언제
2020. 5. 13. 15:42, 경민 : 야
2020. 5. 13. 15:43, 경민 : 성배 너프먹어서
2020. 5. 13. 15:43, 이석준 : ㅇㅎ
2020. 5. 13. 15:43, 경민 : 엑조디아 풀템 맞춰야 겨우 할만하대
2020. 5. 13. 15:43, 경민 : 48도 너프
2020. 5. 13. 15:43, 경민 : 트뽀자 다 너프
2020. 5. 13. 15:43, 원준오빠 : 크킄
2020. 5. 13. 15:43, 이석준 : 데는 내가 하는말
2020. 5. 13. 15:43, 재환오빠 : 너프 체감 개심하던데
2020. 5. 13. 15:43, 재환오빠 : 할때는 데
2020. 5. 13. 15:43, 경민 : 아하
2020. 5. 13. 15:43, 이석준 : 틀렸네
2020. 5. 13. 15:43, 이석준 : ㄲㅂ
2020. 5. 13. 15:43, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋ예가 적절
2020. 5. 13. 15:43, 경민 : 이거맞는거아님
2020. 5. 13. 15:44, 이석준 : 맞는거임?
2020. 5. 13. 15:44, 경민 : 내가겪은거
2020. 5. 13. 15:44, 경민 : 말할때
2020. 5. 13. 15:44, 경민 : ~던데
2020. 5. 13. 15:44, 경민 : ?
2020. 5. 13. 15:44, 재환오빠 : ㅇㅇ대충맞음ㅋㅋㅋ
2020. 5. 13. 15:44, 이석준 : 볼빵이 빵빵하데
2020. 5. 13. 15:44, 경민 : 그거는
2020. 5. 13. 15:44, 경민 : 사투리
2020. 5. 13. 15:44, 이석준 : 볼빵이 빵빵하대
2020. 5. 13. 15:44, 경민 : 아님
2020. 5. 13. 15:44, 경민 : 고참 빵빵~하데
2020. 5. 13. 15:44, 재환오빠 : 사투리 ㅇㅇ
2020. 5. 13. 15:44, 경민 : 사투리
2020. 5. 13. 15:44, 경민 : ㅇㅇ
2020. 5. 13. 15:44, 이석준 : 헷갈리네
2020. 5. 13. 15:44, 이석준 : 내가 하면 데
2020. 5. 13. 15:44, 이석준 : 네가하면 대
2020. 5. 13. 15:44, 이석준 : 오
2020. 5. 13. 15:44, 이석준 : 좋아 이렇게 외워야지
2020. 5. 13. 15:45, 경민 : 원준오빠
2020. 5. 13. 15:45, 경민 : 선폭진 해보셈 잘할듯
2020. 5. 13. 15:45, 이석준 : 폭폭
2020. 5. 13. 15:45, 이석준 : 칰칰
2020. 5. 13. 15:45, (알 수 없음) : 아니 니 이사하면 멸균우유 존나 사놓으면 내가 가서 먹어보고 사기로했쟈나 빨리사셈
2020. 5. 13. 15:45, 원준오빠 : 오호
2020. 5. 13. 15:45, 이석준 : 너 올때 돈이 없었어서
2020. 5. 13. 15:45, 원준오빠 : ㅇㅋ해봄
2020. 5. 13. 15:45, 이석준 : 못사다놓음
2020. 5. 13. 15:45, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:45, 원준오빠 : 오재
2020. 5. 13. 15:45, 경민 : ㅇㅋ
2020. 5. 13. 15:46, 이석준 : 멸균 장점이 조금더 싸다
2020. 5. 13. 15:46, 이석준 : 이건데
2020. 5. 13. 15:46, 경민 : 오재오늘
2020. 5. 13. 15:46, 경민 : 바쁨?
2020. 5. 13. 15:46, 이석준 : 대량으로 사야해서
2020. 5. 13. 15:46, 원준오빠 : 배치라서 우리 일반게임만 한듯
2020. 5. 13. 15:46, (알 수 없음) : 갸뀰땩
2020. 5. 13. 15:46, 원준오빠 : 그냥 랭겜은 이상힌맵 나옴
2020. 5. 13. 15:46, 이석준 : 오재오늘바쁘대
2020. 5. 13. 15:46, 이석준 : 좋아
2020. 5. 13. 15:46, 원준오빠 : 내가 하는즁임
2020. 5. 13. 15:46, 이석준 : 빨리 외워야지
2020. 5. 13. 15:46, 원준오빠 : ㅋ
2020. 5. 13. 15:47, 경민 : ㅋㅋㅋ
2020. 5. 13. 15:47, 경민 : 오빠지금
2020. 5. 13. 15:47, 경민 : ㄷㄷㄷㅈ?
2020. 5. 13. 15:47, 경민 : 중?
2020. 5. 13. 15:47, 경민 : 나는회산데 손이근질거려
2020. 5. 13. 15:47, 경민 : 아맞아나도
2020. 5. 13. 15:47, (알 수 없음) : 아
2020. 5. 13. 15:47, (알 수 없음) : 랭겜
2020. 5. 13. 15:47, 경민 : 그거
2020. 5. 13. 15:47, (알 수 없음) : 어제
2020. 5. 13. 15:47, 경민 : 알
2020. 5. 13. 15:47, (알 수 없음) : 랭겜
2020. 5. 13. 15:47, (알 수 없음) : 225함
2020. 5. 13. 15:47, (알 수 없음) : 어떰
2020. 5. 13. 15:47, 경민 : 옆으로넘어갓던디
2020. 5. 13. 15:47, (알 수 없음) : 브론즈2로바로갔다
2020. 5. 13. 15:47, 경민 : 오
2020. 5. 13. 15:47, 경민 : 굳
2020. 5. 13. 15:47, 경민 : 플 ㄱ
2020. 5. 13. 15:47, 이석준 : 쑤ㅖㅅ...
2020. 5. 13. 15:47, 이석준 : 나도
2020. 5. 13. 15:47, (알 수 없음) : 아근데
2020. 5. 13. 15:47, 이석준 : 룬테라
2020. 5. 13. 15:47, 이석준 : 빨리 실버
2020. 5. 13. 15:47, (알 수 없음) : 너무바빠;
2020. 5. 13. 15:48, 이석준 : 찍어야지...
2020. 5. 13. 15:48, (알 수 없음) : ㅅㅂ......
2020. 5. 13. 15:48, (알 수 없음) : 솔직히논문3플젝2조교1
2020. 5. 13. 15:48, (알 수 없음) : 좀
2020. 5. 13. 15:48, 원준오빠 : ㅇㅇ랭겜 란판 하는즁ㅎㅎㅎㅎ
2020. 5. 13. 15:48, (알 수 없음) : 삽오바
2020. 5. 13. 15:48, (알 수 없음) : 울다옴
2020. 5. 13. 15:48, (알 수 없음) : 울다가'하고옴
2020. 5. 13. 15:48, (알 수 없음) : ㅅㅂ
2020. 5. 13. 15:48, (알 수 없음) : 해야해그와중에
2020. 5. 13. 15:48, 원준오빠 : ㅂㅈㅇ 은 오마이걸
2020. 5. 13. 15:48, 이석준 : 뽈빵빵이 울면 빵빵하나
2020. 5. 13. 15:48, (알 수 없음) : 아니
2020. 5. 13. 15:48, (알 수 없음) : ㅅㅂ
2020. 5. 13. 15:48, (알 수 없음) : 어제
2020. 5. 13. 15:48, (알 수 없음) : 원준이형
2020. 5. 13. 15:48, (알 수 없음) : 살짝설렜어난
2020. 5. 13. 15:48, 원준오빠 : 아이 시바
2020. 5. 13. 15:48, (알 수 없음) : 음에다가
2020. 5. 13. 15:48, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:48, (알 수 없음) : 살짝지렸어 난
2020. 5. 13. 15:48, (알 수 없음) : 이래서
2020. 5. 13. 15:48, (알 수 없음) : 노래 개지저분해짐
2020. 5. 13. 15:48, (알 수 없음) : ㅅㅂ
2020. 5. 13. 15:48, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:48, (알 수 없음) : ㅠ
2020. 5. 13. 15:48, (알 수 없음) : 짜증나
2020. 5. 13. 15:48, 원준오빠 : 살짝 지렸어 난
2020. 5. 13. 15:48, 원준오빠 : 야호
2020. 5. 13. 15:48, (알 수 없음) : 아
2020. 5. 13. 15:48, (알 수 없음) : 해와달처럼노래좋은데
2020. 5. 13. 15:49, (알 수 없음) : 왜케안달라붙쥐?
2020. 5. 13. 15:49, (알 수 없음) : 뭔가
2020. 5. 13. 15:49, (알 수 없음) : 왜이럴까
2020. 5. 13. 15:49, (알 수 없음) : 흠
2020. 5. 13. 15:50, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:50, 이석준 : 샵검색: #왜이럴까
2020. 5. 13. 15:50, 재환오빠 : 데이식스 걍 딱 그정도인거임
2020. 5. 13. 15:50, 재환오빠 : 억지로 좋아하려고 ㄴㄴ
2020. 5. 13. 15:51, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:51, (알 수 없음) : 어근데진짜좋은데
2020. 5. 13. 15:51, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:51, (알 수 없음) : ㅠ모르겟다
2020. 5. 13. 15:51, 경민 : ㅅㅂ알까ㅛ는데
2020. 5. 13. 15:51, 재환오빠 : 좀비도 좋은데
2020. 5. 13. 15:51, 경민 : 두더지광부나옴
2020. 5. 13. 15:51, (알 수 없음) : 극혐같은거나오누
2020. 5. 13. 15:51, 원준오빠 : 두광두광
2020. 5. 13. 15:51, (알 수 없음) : 어제나는 오시아나옴
2020. 5. 13. 15:51, 원준오빠 : 난 좋은데
2020. 5. 13. 15:51, 재환오빠 : ㅅㅂ 너무 오글거려 ㅅㅂ
2020. 5. 13. 15:51, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:51, (알 수 없음) : 좀비는그래서
2020. 5. 13. 15:51, (알 수 없음) : 별로안듣고잇어오;;;;;
2020. 5. 13. 15:52, (알 수 없음) : 해와달처럼이랑 어프레이드
2020. 5. 13. 15:52, (알 수 없음) : 해와달처럼1픽
2020. 5. 13. 15:52, (알 수 없음) : 이번앨범;
2020. 5. 13. 15:52, (알 수 없음) : 사진
2020. 5. 13. 15:52, (알 수 없음) : ㅎㅇ;;
2020. 5. 13. 15:52, (알 수 없음) : 한곡반복충;
2020. 5. 13. 15:54, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋ개심하네
2020. 5. 13. 15:54, (알 수 없음) : 학교에서맨날듣고있고
2020. 5. 13. 15:54, (알 수 없음) : 집갈떄듣고..
2020. 5. 13. 15:54, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:54, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ횟수봐
2020. 5. 13. 15:54, 원준오빠 : 166번ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:54, 원준오빠 : 갴굴딷
2020. 5. 13. 15:54, 재환오빠 : 샵검색: #166*3
2020. 5. 13. 15:55, 재환오빠 : 500분들었네ㅋㅋㅋ
2020. 5. 13. 15:55, (알 수 없음) : 사진
2020. 5. 13. 15:55, (알 수 없음) : 현재상위랭커들
2020. 5. 13. 15:55, (알 수 없음) : 애플뮤직갈아타기전에
2020. 5. 13. 15:55, (알 수 없음) : 악뮤 어사널사 800번이었는데
2020. 5. 13. 15:55, (알 수 없음) : 해달존나치고왔네;
2020. 5. 13. 15:55, 이석준 : and we go도 벌써 저만큼 들었다고?
2020. 5. 13. 15:55, 이석준 : ㅁㅊ
2020. 5. 13. 15:55, (알 수 없음) : ㅎㅇ;;;;
2020. 5. 13. 15:56, 재환오빠 : 나도집가서 맥북으로 봐야겠다
2020. 5. 13. 15:56, (알 수 없음) : 어근데이거
2020. 5. 13. 15:56, (알 수 없음) : 폰으로들은건
2020. 5. 13. 15:56, (알 수 없음) : 안추가되는거같던데
2020. 5. 13. 15:56, (알 수 없음) : 아닌가
2020. 5. 13. 15:56, (알 수 없음) : 지금까지내가갤럭시써서그랫나
2020. 5. 13. 15:56, 이석준 : suffer도 많이 들었누
2020. 5. 13. 15:56, 재환오빠 : 그럼 개쓰래기일거같은데 나는
2020. 5. 13. 15:56, (알 수 없음) : 백예린
2020. 5. 13. 15:56, (알 수 없음) : 상위랭커임
2020. 5. 13. 15:57, (알 수 없음) : 사진
2020. 5. 13. 15:57, (알 수 없음) : 사실얘가1등인데
2020. 5. 13. 15:57, (알 수 없음) : 이거 주말 3일인가 4일인가
2020. 5. 13. 15:57, (알 수 없음) : 학교비웠는데
2020. 5. 13. 15:57, (알 수 없음) : 계속한곡반복해놓고가서
2020. 5. 13. 15:57, (알 수 없음) : ㅅㅂ;
2020. 5. 13. 15:58, 원준오빠 : ㅅㅂ
2020. 5. 13. 15:58, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:58, 원준오빠 : ㅁㅊㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:58, (알 수 없음) : 짜증나
2020. 5. 13. 15:58, (알 수 없음) : 기록지우고싶어저거
2020. 5. 13. 15:58, (알 수 없음) : ㅠ
2020. 5. 13. 15:58, 원준오빠 : 인터멧 강의 켜놓고 잠잔느낌
2020. 5. 13. 15:58, 이석준 : 지워
2020. 5. 13. 15:58, (알 수 없음) : 다날라갈거같은데그럼
2020. 5. 13. 15:58, 원준오빠 : 30분 강의 5시간 들음
2020. 5. 13. 15:58, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 15:58, (알 수 없음) : ㅅㅂ
2020. 5. 13. 15:58, (알 수 없음) : 근데막
2020. 5. 13. 15:58, (알 수 없음) : 집중해서안듣고
2020. 5. 13. 15:58, (알 수 없음) : 학교에서하루종일듣고있으니까
2020. 5. 13. 15:59, (알 수 없음) : 막귀에잘들어오지않는게
2020. 5. 13. 15:59, (알 수 없음) : 함정이다
2020. 5. 13. 15:59, 이석준 : 오재 바보
2020. 5. 13. 15:59, (알 수 없음) : ㅎㅇ 여기가 백예린촌이에요
2020. 5. 13. 15:59, (알 수 없음) : 사진
2020. 5. 13. 16:00, 이석준 : 사진
2020. 5. 13. 16:00, 이석준 : 나도 확인해보니
2020. 5. 13. 16:00, 이석준 : 난 많이 안들었군
2020. 5. 13. 16:00, 이석준 : 그냥 랜덤돌렸는데
2020. 5. 13. 16:00, (알 수 없음) : 난뭐하루종일듣고있으니;;
2020. 5. 13. 16:00, 이석준 : 많이 나온느낌이다
2020. 5. 13. 16:00, (알 수 없음) : 학교에서,,,,,,
2020. 5. 13. 16:00, (알 수 없음) : 쩝
2020. 5. 13. 16:00, (알 수 없음) : 사랑이엇다삽명곡
2020. 5. 13. 16:01, 이석준 : 밑에 내리면 태일버전도
2020. 5. 13. 16:01, 이석준 : 있을걸
2020. 5. 13. 16:02, (알 수 없음) : 댄스
2020. 5. 13. 16:02, (알 수 없음) : 댄스 노래
2020. 5. 13. 16:02, (알 수 없음) : 들으면서 일해야겟다
2020. 5. 13. 16:02, 이석준 : 락들어주셈
2020. 5. 13. 16:02, 이석준 : 락
2020. 5. 13. 16:02, 이석준 : 락라가라가라가락
2020. 5. 13. 16:06, (알 수 없음) : 락뭐
2020. 5. 13. 16:06, (알 수 없음) : 하드락안들음
2020. 5. 13. 16:06, 이석준 : 로맨틱펀치
2020. 5. 13. 16:06, (알 수 없음) : 노래
2020. 5. 13. 16:06, (알 수 없음) : 춫헌
2020. 5. 13. 16:06, 이석준 : 몽유병
2020. 5. 13. 16:07, 이석준 : 토요일 밤이 좋아
2020. 5. 13. 16:07, 이석준 : 밤은 짧아 걸어 아가씨야
2020. 5. 13. 16:07, 이석준 : 파이트클럽
2020. 5. 13. 16:07, 이석준 : 이 밤이 지나면
2020. 5. 13. 16:07, 이석준 : 요정도만 들어도 충분
2020. 5. 13. 16:07, 원준오빠 : 오재 겅부힐ㅋ대도 음악등음?
2020. 5. 13. 16:12, (알 수 없음) : 거의
2020. 5. 13. 16:12, (알 수 없음) : 글쓸때아니면
2020. 5. 13. 16:13, (알 수 없음) : 글읽을때도 반반정도?
2020. 5. 13. 16:13, (알 수 없음) : 근데뭔가
2020. 5. 13. 16:13, (알 수 없음) : 제목부터
2020. 5. 13. 16:13, (알 수 없음) : 내스타일아니라서
2020. 5. 13. 16:13, (알 수 없음) : 안들으면안됨?
2020. 5. 13. 16:13, (알 수 없음) : 존나 제목으로 거르기;
2020. 5. 13. 16:16, 재환오빠 : 로펀은 라이브 봐야됨
2020. 5. 13. 16:16, 재환오빠 : 음원걍그럼
2020. 5. 13. 16:17, 재환오빠 : 이밤이지나면 들어보셈
2020. 5. 13. 16:17, 이석준 : 힝
2020. 5. 13. 16:17, 재환오빠 : 샵검색: #로맨틱 펀치 몽유병
2020. 5. 13. 16:17, 재환오빠 : 몽유병은 이거보셈
2020. 5. 13. 16:24, 원준오빠 : 어이유랑 포말이랑 맞팔했데
2020. 5. 13. 16:24, 원준오빠 : 개쩐다 시박
2020. 5. 13. 16:25, 원준오빠 : 둘다 부럽네
