Talk_2021.8.24 13:11-81.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 3월 21일 일요일
2021. 3. 21. 19:27, abyss오재 : 미텻음어제꺼보고잇음?
2021. 3. 30. 14:38, 정우 : 먹는것도 명령이라
2021. 3. 30. 14:38, 정우 : 다먹어야함 원래
2021. 3. 30. 14:38, abyss오재 : 으 나 소화가 안돼서
2021. 3. 30. 14:38, abyss오재 : 소화제만 존나 챙기면
2021. 3. 30. 14:38, abyss오재 : 알아서
2021. 3. 30. 14:38, abyss오재 : 해주겟지뭐
2021. 3. 30. 14:38, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:38, 정우 : 니도이제 신체검사하면
2021. 3. 30. 14:39, 정우 : 나처럼
2021. 3. 30. 14:39, abyss오재 : 재검하나
2021. 3. 30. 14:39, 정우 : 아씨바 또뭐 문제있나
2021. 3. 30. 14:39, 정우 : 하고
2021. 3. 30. 14:39, 정우 : 덜덜떨면서
2021. 3. 30. 14:39, 정우 : 기다리겠네
2021. 3. 30. 14:39, 정우 : 아 집에가면 안되는데
2021. 3. 30. 14:39, 정우 : 아 잘못나오면 어떡하지
2021. 3. 30. 14:39, abyss오재 : 아진짜
2021. 3. 30. 14:39, abyss오재 : 안되는데
2021. 3. 30. 14:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:39, 정우 : 생각존나함
2021. 3. 30. 14:39, abyss오재 : 그땐진짜 울듯
2021. 3. 30. 14:39, abyss오재 : - 오전 11시: 점심 [전투식량(쇠고기 고추장 비빔밥 + 참치 / 1.5점]

 > 전에 부식으로 받은 참치를 아껴두다가 이날 먹음. 지나가던 소대장이 신기해하면서 

    참치를 아껴둔 나에게 진정한 승리자라고 웃으며 말하셨다,,, 참치넣어도 맛없어요!!!!
[출처] [전문연구요원 훈련소 후기(3주)] - 3주차 + 후기|작성자 KQNG
2021. 3. 30. 14:39, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:39, abyss오재 : 씨발이새끼
2021. 3. 30. 14:39, abyss오재 : 식충이냐
2021. 3. 30. 14:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:39, 정우 : 존나웃기네ㄹㅇ
2021. 3. 30. 14:40, 경민 : zㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:40, abyss오재 : - 오후 4시: PX

 > 달팽이크림과 음료수 위주로 구매했다. 4~5만원 정도 사용 (달팽이 크림 5개 사면 35,000원 정도 된다)
[출처] [전문연구요원 훈련소 후기(3주)] - 3주차 + 후기|작성자 KQNG
2021. 3. 30. 14:40, abyss오재 : ㅇ피엑스 큰손들이래
2021. 3. 30. 14:40, abyss오재 : 이쪽사람들ㅇ
2021. 3. 30. 14:40, abyss오재 : ㅅㅂ
2021. 3. 30. 14:40, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:42, abyss오재 : - 오전 8시: 개별 이동인원 퇴소

- 오전 9시: 부모님 또는 지인이 온 사람 퇴소
[출처] [전문연구요원 훈련소 후기(3주)] - 3주차 + 후기|작성자 KQNG
2021. 3. 30. 14:42, abyss오재 : 엥 8시 퇴소인가봄
2021. 3. 30. 14:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:42, 정우 : 아진짜 내가
2021. 3. 30. 14:42, 정우 : 회사만아니어도 데리러가줬다
2021. 3. 30. 14:42, 정우 : 후기가 너무궁금하다
2021. 3. 30. 14:43, 정우 : 3시간 올라오는것도 존나재밌을거같은데
2021. 3. 30. 14:44, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:44, abyss오재 : 예매취소했음
2021. 3. 30. 14:44, abyss오재 : 시간땡겨야지
2021. 3. 30. 14:44, abyss오재 : 아닌가
2021. 3. 30. 14:44, abyss오재 : 일단해놓고
2021. 3. 30. 14:44, abyss오재 : 가서 자리있으면 땡기면되려나
2021. 3. 30. 14:44, abyss오재 : 둘다해놓고 하나 당일취소?
2021. 3. 30. 14:45, 정우 : 되면 이렇게ㄱ
2021. 3. 30. 14:45, abyss오재 : 뭔가 당일 취소 가격이 좀셀거같긴하지만
2021. 3. 30. 14:46, abyss오재 : 그냥안전하게 10시30분할까
2021. 3. 30. 14:46, 정우 : 당일
2021. 3. 30. 14:46, 정우 : 바로서울옴 근데?
2021. 3. 30. 14:46, abyss오재 : 9시10분예매해둔사람이없음
2021. 3. 30. 14:46, abyss오재 : ㅇㅇ
2021. 3. 30. 14:46, abyss오재 : 와야지 어디감
2021. 3. 30. 14:46, 정우 : 부산
2021. 3. 30. 14:46, abyss오재 : 어차피
2021. 3. 30. 14:46, abyss오재 : 아빠오면
2021. 3. 30. 14:46, abyss오재 : 5월초에내려가야해서
2021. 3. 30. 14:46, abyss오재 : 그때내려가기로함
2021. 3. 30. 14:46, 정우 : 쩝
2021. 3. 30. 14:46, 정우 : 그래 뭐
2021. 3. 30. 14:46, abyss오재 : 8시에 폰받고
2021. 3. 30. 14:46, abyss오재 : 바로쌩까고
2021. 3. 30. 14:46, abyss오재 : 저9시10분버스라 이러고 튀면 되겠지?
2021. 3. 30. 14:47, abyss오재 : 껑스;
2021. 3. 30. 14:47, 정우 : 되지않을까
2021. 3. 30. 14:47, 정우 : 그거는ㄹㅇ
2021. 3. 30. 14:47, 정우 : 경험해보지않은 영역이라
2021. 3. 30. 14:47, 정우 : 모른다
2021. 3. 30. 14:47, abyss오재 : 둘다일단예매해둔다....
2021. 3. 30. 14:50, abyss오재 : 예매 후 지정차 출발 1시간 이내 취소
(단, 당일출발차량 예매 후 1시간 이내 취소는 수수료 없음)	승차권 요금의 10%
2021. 3. 30. 14:51, abyss오재 : 쌉 ㄱㅊ
2021. 3. 30. 14:55, 정우 : 굿
2021. 3. 30. 14:55, 경민 : 아니시바
2021. 3. 30. 14:55, abyss오재 : 휴둘다해둠
2021. 3. 30. 14:55, 경민 : 하ㅜ루종일
2021. 3. 30. 14:55, 경민 : 서있는데
2021. 3. 30. 14:55, 경민 : 일어서기안올라킹받아
2021. 3. 30. 14:55, abyss오재 : 띠용용
2021. 3. 30. 14:55, abyss오재 : 사진
2021. 3. 30. 14:55, abyss오재 : ㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁ
2021. 3. 30. 14:55, abyss오재 : 더일어서라
2021. 3. 30. 14:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:56, 정우 : 아 지원서류에
2021. 3. 30. 14:56, 정우 : 자기소개서 또있어서
2021. 3. 30. 14:56, 정우 : 쌉대충썼는데
2021. 3. 30. 14:56, 정우 : 뭐라안하겠지?
2021. 3. 30. 14:56, 정우 : 그냥있는거 복붙했는데
2021. 3. 30. 14:56, 경민 : ㅇㅇ
2021. 3. 30. 14:57, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 14:57, abyss오재 : 그럼됐지뭐
2021. 3. 30. 14:57, abyss오재 : 들어갈때모자쓰고가도되겠지
2021. 3. 30. 14:57, 정우 : ㅇㅇ
2021. 3. 30. 14:57, abyss오재 : 오킹
2021. 3. 30. 15:03, 정우 : 회사다니는형한테
2021. 3. 30. 15:03, 정우 : 이거대충써도 되냐고 물어봣는데
2021. 3. 30. 15:03, 정우 : 이미니 컴터까지 다결제해서 돌이킬수없대
2021. 3. 30. 15:03, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:03, 정우 : 개꿀;;바로낸다
2021. 3. 30. 15:03, abyss오재 : ㅅㅂ;
2021. 3. 30. 15:03, abyss오재 : 꿀딱
2021. 3. 30. 15:03, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:03, 경민 : 개웃
2021. 3. 30. 15:03, 경민 : 아는사람있ㅉ누
2021. 3. 30. 15:03, 경민 : 든든ㄹ하겟다
2021. 3. 30. 15:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:04, 정우 : 좀더빠른
2021. 3. 30. 15:04, 정우 : 적응을위해
2021. 3. 30. 15:04, 정우 : 빌붙어야지
2021. 3. 30. 15:04, 정우 : ㅎㅎ
2021. 3. 30. 15:04, 경민 : ㄱ
2021. 3. 30. 15:04, 경민 : 이ㅓㅈㅇ우;가끔
2021. 3. 30. 15:04, 경민 : 저녁먹자누;
2021. 3. 30. 15:04, 경민 : 재밋겟다ㅣ;;판교주민
2021. 3. 30. 15:05, 경민 : 판교는아니지참
2021. 3. 30. 15:05, abyss오재 : 졸려죽어
2021. 3. 30. 15:06, Sekwang Ludan : 졸리다 ㅜㅜㅠㅠ
2021. 3. 30. 15:06, 정우 : ㅇㅋㅇㅋ
2021. 3. 30. 15:06, 정우 : 판교 안멀다
2021. 3. 30. 15:06, Sekwang Ludan : 아 면접준비 어케하지?
2021. 3. 30. 15:06, Sekwang Ludan : 감이 안잡히네~
2021. 3. 30. 15:06, Sekwang Ludan : ㅋㅋㅋ
2021. 3. 30. 15:06, 정우 : 차만안막히면 30분안걸림
2021. 3. 30. 15:06, 정우 : 면접뭐
2021. 3. 30. 15:06, 정우 : 가서입터셈
2021. 3. 30. 15:06, 정우 : 나 개짱짱맨
2021. 3. 30. 15:06, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ 아마 그럴거 같은ㄷ
2021. 3. 30. 15:07, Sekwang Ludan : 아놔 오늘 수업 두팀이 같은 논문 발제 준비했네
2021. 3. 30. 15:07, 경민 : 오빠또잊ㄱ하누
2021. 3. 30. 15:07, 경민 : 부지런하누
2021. 3. 30. 15:07, 경민 : ㅎㅇㅌ
2021. 3. 30. 15:07, Sekwang Ludan : ㅋㅋㅋ 채용 뜨지 않은데 막 보냈자나
2021. 3. 30. 15:07, Sekwang Ludan : 포지션 없다고 깠었는데
2021. 3. 30. 15:07, Sekwang Ludan : 다시 면접 보자네
2021. 3. 30. 15:07, Sekwang Ludan : 누가 나갔나바
2021. 3. 30. 15:08, 정우 : 호오옹
2021. 3. 30. 15:08, 정우 : 대박
2021. 3. 30. 15:08, Sekwang Ludan : 갑자기 연락와서 당황 ㅋㅋㅋ
2021. 3. 30. 15:09, 경민 : ㅊㅋㅊㅋㅊㅋ
2021. 3. 30. 15:09, 경민 : 역시뭐든내고바야하는구만
2021. 3. 30. 15:09, Sekwang Ludan : ㅇㅇ 근데 자소서랑 이력서 다시 보내라는거 바선 첨엔 보지도 않았었나바 ㅋㅋ
2021. 3. 30. 15:10, 경민 : 그거나름대로
2021. 3. 30. 15:10, 경민 : 킹받네
2021. 3. 30. 15:10, 경민 : ㅅㅂ;
2021. 3. 30. 15:10, Sekwang Ludan : 그래도 뭐 결과적으로는 면접 기회 주니까 ㅋㅋ
2021. 3. 30. 15:10, Sekwang Ludan : 에휴
2021. 3. 30. 15:10, 정우 : 진짜 이런데 많나보네
2021. 3. 30. 15:10, 정우 : ㅠ
2021. 3. 30. 15:10, 정우 : 진짜
2021. 3. 30. 15:10, 정우 : 을은 웁니다
2021. 3. 30. 15:10, 정우 : ㅅㅂ
2021. 3. 30. 15:10, 정우 : 하 아까 채용검진결과만 스캔해왔는데
2021. 3. 30. 15:11, 정우 : 영수증도 스캔해야하네
2021. 3. 30. 15:11, Sekwang Ludan : ㅠㅠ 그래도 뭐라도 보내놓으니까 공고 올라오기 전에 함 보자는거 같고
2021. 3. 30. 15:11, 정우 : 쌉귀찮다 또나가야해
2021. 3. 30. 15:11, 경민 : 스캔
2021. 3. 30. 15:11, 정우 : 그래
2021. 3. 30. 15:11, 정우 : 맞아
2021. 3. 30. 15:11, 경민 : 앱
2021. 3. 30. 15:11, 정우 : 화이팅해
2021. 3. 30. 15:11, 경민 : 잇짜나
2021. 3. 30. 15:11, 경민 : 사진찍어서
2021. 3. 30. 15:11, 경민 : 올리셈걍
2021. 3. 30. 15:11, 경민 : ;
2021. 3. 30. 15:11, 정우 : 그럴까
2021. 3. 30. 15:11, 경민 : ㅇㅇ
2021. 3. 30. 15:11, 정우 : 근데
2021. 3. 30. 15:11, Sekwang Ludan : ㅋㅋㅋ ㅇㅇ 캠스캐너 ㄱ
2021. 3. 30. 15:11, 정우 : 산책겸
2021. 3. 30. 15:11, 정우 : 나갈까
2021. 3. 30. 15:11, 정우 : 하다가
2021. 3. 30. 15:11, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:11, 정우 : 아
2021. 3. 30. 15:11, 정우 : 귀찮네
2021. 3. 30. 15:11, 정우 : 이거두개
2021. 3. 30. 15:11, 정우 : 존나충돌중
2021. 3. 30. 15:12, 정우 : 아이 그래
2021. 3. 30. 15:12, 정우 : 나가기귀찮다
2021. 3. 30. 15:12, 경민 : ㅋㅋㅋㅋ
2021. 3. 30. 15:12, 정우 : 저녁먹고
2021. 3. 30. 15:12, 경민 : 굳
2021. 3. 30. 15:12, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:12, 정우 : 산책이나간다
2021. 3. 30. 15:12, Sekwang Ludan : 근데 정우 어디 붙음??
2021. 3. 30. 15:12, Sekwang Ludan : 내가 팔로업이 안돼서
2021. 3. 30. 15:12, Sekwang Ludan : ㅈㅅㅈㅅ
2021. 3. 30. 15:12, 정우 : ㅡㅡ
2021. 3. 30. 15:12, 정우 : 비밀임
2021. 3. 30. 15:12, Sekwang Ludan : 헛!!!
2021. 3. 30. 15:12, 정우 : 이모티콘 
2021. 3. 30. 15:12, Sekwang Ludan : 어떤 키워드로 검색하면 나오냐?
2021. 3. 30. 15:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:13, 정우 : 유디에스라고
2021. 3. 30. 15:13, 정우 : 판교에 스타트업정도?되는회사있음
2021. 3. 30. 15:13, Sekwang Ludan : 아 어디서 많이 들어봤는데??
2021. 3. 30. 15:13, Sekwang Ludan : ㅋㅋㅋㅋ 나 이직 성공하면 강남인데
2021. 3. 30. 15:13, 정우 : psk라는 반도체회사가 만든
2021. 3. 30. 15:13, 정우 : 데이터분석 솔루션 전용회사
2021. 3. 30. 15:13, Sekwang Ludan : 오오~~~
2021. 3. 30. 15:13, Sekwang Ludan : 뭔가 많이 있어보인다
2021. 3. 30. 15:13, 정우 : 뭐없음
2021. 3. 30. 15:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:13, 정우 : 강남
2021. 3. 30. 15:13, 정우 : 강남좋지
2021. 3. 30. 15:14, Sekwang Ludan : 여튼 가까이 있으면 얼굴이나 보쟈
2021. 3. 30. 15:14, 정우 : 나
2021. 3. 30. 15:14, 정우 : 강남구민될거임
2021. 3. 30. 15:14, 정우 : 될거같음
2021. 3. 30. 15:14, Sekwang Ludan : 올~
2021. 3. 30. 15:14, Sekwang Ludan : 갱냄사람됨???
2021. 3. 30. 15:14, Sekwang Ludan : 나도 갱냄사람 시켜줘
2021. 3. 30. 15:15, 경민 : 오
2021. 3. 30. 15:15, 경민 : 나도강남사람
2021. 3. 30. 15:15, 경민 : 될래
2021. 3. 30. 15:15, 경민 : 오늘이력서내ㅓ버릴게;
2021. 3. 30. 15:15, 경민 : 하루만에다씀
2021. 3. 30. 15:15, Sekwang Ludan : 올 갱민도 이직 준비중?
2021. 3. 30. 15:16, 경민 : 그냥
2021. 3. 30. 15:16, 경민 : 여러군데
2021. 3. 30. 15:16, 경민 : 던져보려곸ㅋㅋ
2021. 3. 30. 15:16, Sekwang Ludan : ㅋㅋㅋㅋ 나도 그생각
2021. 3. 30. 15:16, Sekwang Ludan : 걸리는데 가자는 식
2021. 3. 30. 15:16, Sekwang Ludan : 붙고나서 고민하기
2021. 3. 30. 15:16, 경민 : 나지금 정리하고있는데
2021. 3. 30. 15:16, 경민 : 마지막ㅇ질문있냐고할때
2021. 3. 30. 15:16, 경민 : 질문을많이하는게 자기한테 맞고 좋은 일자리를 찾고있다는 인식을 심어줄수있대
2021. 3. 30. 15:17, 경민 : 그리고 과거에 진행했던플젝들을 얼마나 열정적으로 애착을갖고 어필하느냐도 중요하대
2021. 3. 30. 15:17, 원준오빠 : 오
2021. 3. 30. 15:17, 경민 : 이상;;
2021. 3. 30. 15:17, 원준오빠 : ㄱㅅ
2021. 3. 30. 15:17, Sekwang Ludan : 땡큐!!!
2021. 3. 30. 15:17, 경민 : 어제
2021. 3. 30. 15:17, 경민 : 새벽에
2021. 3. 30. 15:17, 경민 : 오재훈한테
2021. 3. 30. 15:17, 경민 : 이력서보여주고
2021. 3. 30. 15:17, 경민 : 대차게 혼나고(>?) 수정햇음
2021. 3. 30. 15:17, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:17, 경민 : ㅇ박사는박사더만
2021. 3. 30. 15:18, 경민 : 뎁스가다르다고바로찝어내버리기
2021. 3. 30. 15:18, Sekwang Ludan : 오 나도 오재한테 검사 받을까?
2021. 3. 30. 15:18, abyss오재 : 군대간다
2021. 3. 30. 15:18, abyss오재 : 군대가기전까지
2021. 3. 30. 15:18, abyss오재 : 일시키냐?
2021. 3. 30. 15:18, abyss오재 : 죽여버려진짜
2021. 3. 30. 15:18, 경민 : 이미하고잇자나
2021. 3. 30. 15:18, Sekwang Ludan : 헛 ㅋㅋㅋㅋㅋ
2021. 3. 30. 15:18, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:18, abyss오재 : ㅎ
2021. 3. 30. 15:18, abyss오재 : ㅠ
2021. 3. 30. 15:18, abyss오재 : ㅎ;
2021. 3. 30. 15:18, abyss오재 : 알아서잘하겟지
2021. 3. 30. 15:18, abyss오재 : 머ㅜ
2021. 3. 30. 15:18, abyss오재 : 다들경력잔데
2021. 3. 30. 15:18, abyss오재 : 내가급하지
2021. 3. 30. 15:18, Sekwang Ludan : 군대 밖에 일 할 기회가 많이 없는데
2021. 3. 30. 15:18, Sekwang Ludan : 한번 더 경험하렴
2021. 3. 30. 15:18, Sekwang Ludan : ㅋㅋㅋㅋ
2021. 3. 30. 15:18, Sekwang Ludan : ㅅㅂ
2021. 3. 30. 15:18, Sekwang Ludan : 쓰고 미안하네
2021. 3. 30. 15:19, abyss오재 : 먼말인지
2021. 3. 30. 15:19, abyss오재 : 이해못해서
2021. 3. 30. 15:19, abyss오재 : ㄱㅊ
2021. 3. 30. 15:19, 빠충 : ?
2021. 3. 30. 15:19, abyss오재 : 군대밖에 일 할 기회가 많이 없는데
2021. 3. 30. 15:19, abyss오재 : 부터
2021. 3. 30. 15:19, abyss오재 : 한번더경험하렴까지
2021. 3. 30. 15:19, abyss오재 : 무슨말인지이해를못함
2021. 3. 30. 15:19, abyss오재 : ㄷ빠충이해헀누?;
2021. 3. 30. 15:19, Sekwang Ludan : 아 그럼 됐어 ㅋㅋㅋ
2021. 3. 30. 15:19, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:19, abyss오재 : ㅇㅋㅇㅋ;
2021. 3. 30. 15:19, Sekwang Ludan : ㅋㅋㅋㅋ 로 넘기자
2021. 3. 30. 15:19, Sekwang Ludan : 헿
2021. 3. 30. 15:19, Sekwang Ludan : 아 수업 너무 길다 ㅠㅠㅠ
2021. 3. 30. 15:19, 경민 : 나도
2021. 3. 30. 15:19, abyss오재 : 허리아파죽겠네
2021. 3. 30. 15:19, 경민 : 이해못해버링ㅁ
2021. 3. 30. 15:19, abyss오재 : 아
2021. 3. 30. 15:20, Sekwang Ludan : 콜룸 잡고있는다고 밖에서 졸라 눈치주네
2021. 3. 30. 15:20, 경민 : 골룸?
2021. 3. 30. 15:20, Sekwang Ludan : 전화방? ㅋㅋㅋㅋ
2021. 3. 30. 15:20, Sekwang Ludan : 콜룸 있거든 층에 네개씩
2021. 3. 30. 15:20, Sekwang Ludan : 그중에 하나 내가 두시간째 쓰는 중
2021. 3. 30. 15:21, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:21, 정우 : 독점하네
2021. 3. 30. 15:21, 정우 : 눈치줄만;;;
2021. 3. 30. 15:21, 경민 : ;;;
2021. 3. 30. 15:21, 경민 : ㅇㅈ;;;
2021. 3. 30. 15:21, abyss오재 : 할거없는데
2021. 3. 30. 15:21, abyss오재 : 일러스터레이션이랑
2021. 3. 30. 15:21, abyss오재 : 좀배워볼까
2021. 3. 30. 15:22, abyss오재 : 심심할때틈틈히
2021. 3. 30. 15:22, abyss오재 : 어떰;?
2021. 3. 30. 15:22, abyss오재 : 일러랑 노션 인프런에서 배워야겟다
2021. 3. 30. 15:22, Sekwang Ludan : 그니까 ㅋㅋㅋ 카페가서 수업하고 올껄
2021. 3. 30. 15:22, Sekwang Ludan : 담부터 그래야겠다
2021. 3. 30. 15:31, abyss오재 : 우쒸; 맥미니 용량30기가밖에안남은것무엇
2021. 3. 30. 15:31, abyss오재 : 모지
2021. 3. 30. 15:39, 정우 : 삭제해라
2021. 3. 30. 15:45, abyss오재 : 아 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:45, abyss오재 : 갑자기
2021. 3. 30. 15:45, abyss오재 : 하하군대간다고
2021. 3. 30. 15:45, abyss오재 : 2년간의 사회
2021. 3. 30. 15:45, abyss오재 : 이거생각났다
2021. 3. 30. 15:45, abyss오재 : 시발 ;ㅠ;
2021. 3. 30. 15:45, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:48, 정우 : 아그거
2021. 3. 30. 15:48, 정우 : 알지
2021. 3. 30. 15:49, abyss오재 : 인도가선가
2021. 3. 30. 15:49, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아씨발개웃겨
2021. 3. 30. 15:49, abyss오재 : 진짜
2021. 3. 30. 15:49, abyss오재 : 아 이제 진짜
2021. 3. 30. 15:49, abyss오재 : 캠프다
2021. 3. 30. 15:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 15:50, 정우 : 아 나도
2021. 3. 30. 15:50, 정우 : 제출다했다
2021. 3. 30. 15:50, 경민 : ㅊㅋㅊㅋ
2021. 3. 30. 15:50, 정우 : ㄱㅅㄱㅅ
2021. 3. 30. 15:50, 정우 : 뽑는건 출근할때 가져가면되니까
2021. 3. 30. 15:50, 정우 : 좀천천히해도되겠지
2021. 3. 30. 15:51, 양우성 : ㅊㅋㅊㅋㅊㅋㅊ
2021. 3. 30. 15:51, 양우성 : 다들새로운출발이구만
2021. 3. 30. 15:52, 양우성 : 병영캠프도 기대되겟누
2021. 3. 30. 15:52, abyss오재 : ㅊㅋㅊㅋㄹㅇ
2021. 3. 30. 15:52, abyss오재 : 아
2021. 3. 30. 15:52, abyss오재 : 미치겠다진짜
2021. 3. 30. 15:52, abyss오재 : 정신차려야하는데
2021. 3. 30. 15:52, 양우성 : 오훈병 ㅊㅋㅊ
2021. 3. 30. 15:52, abyss오재 : 이러다가 웃음터질까봐
2021. 3. 30. 15:52, abyss오재 : 말하는데
2021. 3. 30. 15:52, abyss오재 : 설마그정도로
2021. 3. 30. 15:53, abyss오재 : 정신머리가없진않겠지만
2021. 3. 30. 15:53, 양우성 : 잘못들었습니다 시전하셈
2021. 3. 30. 15:53, 정우 : ?
2021. 3. 30. 15:53, 정우 : 터지는애들
2021. 3. 30. 15:53, 정우 : 존나많은데
2021. 3. 30. 15:53, 정우 : 잘못들었습니다 못하는애들도 존나많고
2021. 3. 30. 15:53, 양우성 : ㅋㅋㅋㅋㅋㅇㅈㅇㅈ
2021. 3. 30. 15:55, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 16:00, abyss오재 : 아
2021. 3. 30. 16:00, abyss오재 : 오늘존나
2021. 3. 30. 16:00, abyss오재 : 아니
2021. 3. 30. 16:00, abyss오재 : 웃참데이임 연구실에서 ㅅㅂ
2021. 3. 30. 16:01, 경민 : ㄱ
2021. 3. 30. 16:01, abyss오재 : 아니
2021. 3. 30. 16:01, abyss오재 : 그냥계속인터넷보고
2021. 3. 30. 16:01, abyss오재 : 카톡하면서
2021. 3. 30. 16:01, abyss오재 : 아무것도안하고있음 ㅎ;
2021. 3. 30. 16:01, abyss오재 : 4시30분회의다
2021. 3. 30. 16:03, 경민 : ㅋㅋㅋㅋㅋ오늘도새벽에자겟누
2021. 3. 30. 16:04, abyss오재 : 하
2021. 3. 30. 16:04, abyss오재 : ㅋㅋㅋㅋㅋㅋ진짜
2021. 3. 30. 16:05, abyss오재 : 아이제가만히만있어도
2021. 3. 30. 16:05, abyss오재 : 웃겨죽을거같다
2021. 3. 30. 16:05, abyss오재 : 저 블로그 3주치 글 인쇄해서 갈까
2021. 3. 30. 16:05, abyss오재 : ㅅㅂ
2021. 3. 30. 16:05, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개욱
2021. 3. 30. 16:06, abyss오재 : ㄹㅇ
2021. 3. 30. 16:06, abyss오재 : ㅠ
2021. 3. 30. 16:06, 경민 : .
2021. 3. 30. 16:13, 경민 : 이사람거 투데이 46인데 우리가 다 올려준듯
2021. 3. 30. 16:14, 경민 : https://gist.github.com/subinium
2021. 3. 30. 16:14, 경민 : 이사람같은데
2021. 3. 30. 16:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 30. 16:15, 정우 : 아
2021. 3. 30. 16:15, 정우 : 그래 결정했다 일단
2021. 3. 30. 16:15, 정우 : 집
2021. 3. 30. 16:15, 정우 : 골랐다
2021. 3. 30. 16:20, 원준오빠 : ㅊㅋㅊㅋ
2021. 3. 30. 16:20, 경민 : 오
2021. 3. 30. 16:20, 경민 : ㅊㅋㅊㅋㅊㅋ
