Talk_2021.8.24 13:11-85.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 6월 24일 목요일
2021. 6. 24. 22:35, abyss오재 : 일단 얼찜먼저한다
2021. 7. 3. 15:29, 원준오빠 : ㅎㅍㄷ?
2021. 7. 3. 15:31, 원준오빠 : 나갔넴
2021. 7. 3. 15:31, 원준오빠 : 혼자갈겨야지
2021. 7. 3. 15:33, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ얍나갓슴다
2021. 7. 3. 15:33, 경민 : 씨발
2021. 7. 3. 15:33, 경민 : 샵검색 : #서울 시위
2021. 7. 3. 15:33, 경민 : 어쩐지차막히더라씨발
2021. 7. 3. 15:33, 경민 : ㅋㅋㅋ
2021. 7. 3. 15:34, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:34, 빠충 : gg
2021. 7. 3. 15:34, 빠충 : ㅎㅎ
2021. 7. 3. 15:34, abyss오재 : 도척?
2021. 7. 3. 15:34, 빠충 : 여의도민
2021. 7. 3. 15:34, 빠충 : 갸빡침
2021. 7. 3. 15:34, 빠충 : 지하철타고 도망나옴
2021. 7. 3. 15:34, abyss오재 : 어디를가드야
2021. 7. 3. 15:34, abyss오재 : 가느냐
2021. 7. 3. 15:34, 빠충 : 여자친구보러
2021. 7. 3. 15:34, 빠충 : 오늘은 창동에 와봄
2021. 7. 3. 15:35, abyss오재 : 아하
2021. 7. 3. 15:35, 경민 : 오호
2021. 7. 3. 15:35, 빠충 : 여기 약간 분위기 대구같누
2021. 7. 3. 15:35, 빠충 : 상가가 다 조막만해서
2021. 7. 3. 15:35, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:35, 경민 : 오
2021. 7. 3. 15:35, abyss오재 : 샵검색 : #창동
2021. 7. 3. 15:35, 경민 : 조막만하다올먼에둘어본다
2021. 7. 3. 15:35, 빠충 : 뭔말인지 알지
2021. 7. 3. 15:35, 경민 : ㅇㅇㅇ
2021. 7. 3. 15:35, 경민 : 너눈
2021. 7. 3. 15:35, 경민 : 나는
2021. 7. 3. 15:35, 경민 : 택시로도망침
2021. 7. 3. 15:35, abyss오재 : 나는침대
2021. 7. 3. 15:35, 빠충 : 큰 상가말고 2층짜리 이런 거
2021. 7. 3. 15:35, 빠충 : 오랜만에 봄
2021. 7. 3. 15:36, 빠충 : 아이패드 까먹고 와서
2021. 7. 3. 15:36, 빠충 : 롤체불가
2021. 7. 3. 15:36, abyss오재 : 롤투투퉁장
2021. 7. 3. 16:07, 정우 : 하이제
2021. 7. 3. 16:07, 정우 : 기다리면된다
2021. 7. 3. 16:07, 정우 : ㄷㅈ해야지
2021. 7. 3. 16:08, 원준오빠 : ㄱㄱ
2021. 7. 3. 16:12, abyss오재 : 샵검색 : #비상선언
2021. 7. 3. 16:28, 원준오빠 : 아싸리
2021. 7. 3. 16:28, abyss오재 : 나도한판하자
2021. 7. 3. 16:28, 원준오빠 : 나 머리감으러감
2021. 7. 3. 16:28, 원준오빠 : 5:30에돌아온다
2021. 7. 3. 16:29, abyss오재 : 아?
2021. 7. 3. 16:29, abyss오재 : ㅇㅋㄷㅋ
2021. 7. 3. 16:29, abyss오재 : ㅇㅈㅇ
2021. 7. 3. 16:33, 정우 : ㄱㄷㄱㄷ
2021. 7. 3. 16:34, 정우 : 다시할때
2021. 7. 3. 16:34, 정우 : 말해준다
2021. 7. 3. 16:39, abyss오재 : 사진
2021. 7. 3. 16:39, abyss오재 : 나잠들어잇을수도
2021. 7. 3. 16:39, abyss오재 : 고양이랑강아지 잠자는방슝보고잇음
2021. 7. 3. 16:40, abyss오재 : 사진
2021. 7. 3. 16:40, abyss오재 : 고양이가귀닦아줘
2021. 7. 3. 16:41, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 16:41, 정우 : 하
2021. 7. 3. 16:41, 정우 : 아빠가 차 그냥
2021. 7. 3. 16:41, 정우 : 새거하나사자는데
2021. 7. 3. 16:41, 정우 : 뭐사자고하지
2021. 7. 3. 16:41, 정우 : 차잘알이신분?
2021. 7. 3. 16:41, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 16:45, abyss오재 : 사진
2021. 7. 3. 16:45, abyss오재 : 난차알못
2021. 7. 3. 16:46, 부그뷰 : 레토나 ㄱ
2021. 7. 3. 16:55, 빠충 : 마티즈
2021. 7. 3. 16:55, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 17:00, 부그뷰 : 황금마티즈사고
2021. 7. 3. 17:00, 부그뷰 : 정우차볼때마다 때리기
2021. 7. 3. 17:10, 정우 : 휴 파마끝났고
2021. 7. 3. 17:10, 원준오빠 : ㅊㅋㅊㅋ
2021. 7. 3. 17:10, 정우 : ㄱㅅㄱㅅ
2021. 7. 3. 17:10, 원준오빠 : 차
2021. 7. 3. 17:10, 원준오빠 : k9
2021. 7. 3. 17:10, 원준오빠 : 어떰
2021. 7. 3. 17:10, 원준오빠 : ;
2021. 7. 3. 17:10, 정우 : 샵검색 : #k9
2021. 7. 3. 17:10, 정우 : 오 너무비싸
2021. 7. 3. 17:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 17:17, 정우 : 등장하러 등장하실분
2021. 7. 3. 17:19, 경민 : 나
2021. 7. 3. 17:19, 경민 : 기분조아짐
2021. 7. 3. 17:19, 경민 : ;
2021. 7. 3. 17:19, 경민 : 오늘계약자 자기가본사람중에 젤어리대
2021. 7. 3. 17:19, 경민 : 이상tmi
2021. 7. 3. 17:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 17:20, 정우 : ㅊㅋㅊㅋ
2021. 7. 3. 17:24, 경민 : ㄱㅅ
2021. 7. 3. 17:27, 경민 : 씨발우산업는데
2021. 7. 3. 17:27, 경민 : 존나오네ㅠ
2021. 7. 3. 17:27, 원준오빠 : ㅋㅋㅋㅋㅋㅁㅊ
2021. 7. 3. 17:27, 원준오빠 : 비 개오는제
2021. 7. 3. 17:27, 원준오빠 : 샤워 ㄱ
2021. 7. 3. 17:27, 경민 : 택시도
2021. 7. 3. 17:27, 경민 : 안불려
2021. 7. 3. 17:27, 경민 : ㅠ
2021. 7. 3. 17:27, 원준오빠 : 근데 ㅁ ㅓ 계약라러감
2021. 7. 3. 17:27, 경민 : 그나마다행인건모다를썻다는거
2021. 7. 3. 17:27, 경민 : 중도금대출
2021. 7. 3. 17:27, 원준오빠 : 모다?
2021. 7. 3. 17:27, 경민 : 받으러옴
2021. 7. 3. 17:27, 경민 : 모자
2021. 7. 3. 17:27, 경민 : ㅋㅋㅋ
2021. 7. 3. 17:27, 원준오빠 : 모다아?
2021. 7. 3. 17:27, 원준오빠 : 미소첨사~~~
2021. 7. 3. 17:28, 원준오빠 : 먼지암?
2021. 7. 3. 17:29, 경민 : 엥머지
2021. 7. 3. 17:29, 경민 : ㅋㅋㅋ모름
2021. 7. 3. 17:29, 경민 : 아
2021. 7. 3. 17:29, 경민 : 좆댓네
2021. 7. 3. 17:30, 원준오빠 : 샵검색 : #모다시경
2021. 7. 3. 17:30, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 17:30, 경민 : 비맞고걸어가야갯다시발...
2021. 7. 3. 17:30, 경민 : ㅠ짜증나
2021. 7. 3. 17:31, 경민 : 나무밑으로가면좀나을까...?
2021. 7. 3. 17:34, 원준오빠 : ㅋㄸ
2021. 7. 3. 17:34, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 17:34, 원준오빠 : 편의점 찾자 ㅠ
2021. 7. 3. 17:34, 경민 : 나
2021. 7. 3. 17:34, 경민 : 인싸인듯
2021. 7. 3. 17:35, 경민 : (?)
2021. 7. 3. 17:35, 경민 : 계약해준사람이
2021. 7. 3. 17:35, 경민 : 공덕역까지
2021. 7. 3. 17:35, 경민 : 태워준대
2021. 7. 3. 17:35, 경민 : ㅎ
2021. 7. 3. 17:42, 정우 : ㅊㅋㅊㅋ
2021. 7. 3. 17:43, 경민 : ㄱㅅㄱㅅ
2021. 7. 3. 17:43, 경민 : 무사히옴
2021. 7. 3. 17:43, 경민 : 휴
2021. 7. 3. 18:00, abyss오재 : ㅊㅋㅊㅋ
2021. 7. 3. 18:00, abyss오재 : 아개잘잣네
2021. 7. 3. 18:13, abyss오재 : 내 유투브이름
2021. 7. 3. 18:13, abyss오재 : 오박사일대기
2021. 7. 3. 18:13, abyss오재 : 어덤
2021. 7. 3. 18:14, 경민 : 유튜브하나너
2021. 7. 3. 18:14, abyss오재 : 아니
2021. 7. 3. 18:14, abyss오재 : 박사졸업하고할까
2021. 7. 3. 18:17, 원준오빠 : 오
2021. 7. 3. 18:17, 원준오빠 : 하자
2021. 7. 3. 18:17, 원준오빠 : 제발
2021. 7. 3. 18:17, 원준오빠 : 오박사일대기굿
2021. 7. 3. 18:17, 원준오빠 : 오박사의 술도감
2021. 7. 3. 18:17, 원준오빠 : 오박사 안주도감
2021. 7. 3. 18:17, 원준오빠 : 오박사인생도감
2021. 7. 3. 18:17, 원준오빠 : 샵검색 : #포켓몬 도감
2021. 7. 3. 18:18, 원준오빠 : ㄷㅈ?
2021. 7. 3. 18:19, 경민 : ㅎ껴쥼...?
2021. 7. 3. 18:19, 경민 : ㅠ
2021. 7. 3. 18:19, 정우 : 난이제그만함
2021. 7. 3. 18:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:20, 원준오빠 : ㅈㅅ
2021. 7. 3. 18:20, 원준오빠 : 다시 2000대로 내려가고싶진않늠
2021. 7. 3. 18:20, 원준오빠 : ㅎㅋ
2021. 7. 3. 18:20, 경민 : ㅋㅌㅌ튜
2021. 7. 3. 18:20, 원준오빠 : 너무함?ㄹ
2021. 7. 3. 18:20, 원준오빠 : 근데 어쩔구없음
2021. 7. 3. 18:20, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:20, abyss오재 : 개웃겨
2021. 7. 3. 18:20, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:21, abyss오재 : ㄹㅇ근데어절수없음
2021. 7. 3. 18:21, abyss오재 : 니랑하고
2021. 7. 3. 18:21, 원준오빠 : ㅇㅇ;
2021. 7. 3. 18:21, abyss오재 : 더떨어짐
2021. 7. 3. 18:21, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:21, 경민 : ㅇㅋ
2021. 7. 3. 18:21, 경민 : 인생은
2021. 7. 3. 18:21, abyss오재 : 2200까지감
2021. 7. 3. 18:21, abyss오재 : 나락행
2021. 7. 3. 18:21, 경민 : 홀로~
2021. 7. 3. 18:21, 원준오빠 : 3200올라왔는데
2021. 7. 3. 18:21, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:21, 원준오빠 : 내려가기시름
2021. 7. 3. 18:21, 경민 : ㅇㅋ
2021. 7. 3. 18:21, 원준오빠 : ㅎㅋㅎㅋ
2021. 7. 3. 18:21, 원준오빠 : 새로 하나 파셈
2021. 7. 3. 18:21, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:21, 경민 : 오르락내리락
2021. 7. 3. 18:21, 경민 : 반복해
2021. 7. 3. 18:21, 경민 : ㅇㅋ
2021. 7. 3. 18:21, abyss오재 : 오박사 브이로드
2021. 7. 3. 18:21, 경민 : 새로파서
2021. 7. 3. 18:21, 경민 : 점수
2021. 7. 3. 18:21, 경민 : 올려드림
2021. 7. 3. 18:21, 경민 : 어떰
2021. 7. 3. 18:21, abyss오재 : 오늘도 술!
2021. 7. 3. 18:21, abyss오재 : 내일도 술?
2021. 7. 3. 18:21, 원준오빠 : ㄱㅅㄱㅅ
2021. 7. 3. 18:21, abyss오재 : 모레도 술!
2021. 7. 3. 18:21, 원준오빠 : 오박사의 오술내술
2021. 7. 3. 18:21, abyss오재 : ㅅㅂ
2021. 7. 3. 18:21, 경민 : 우선한판해야지
2021. 7. 3. 18:21, 원준오빠 : 오박사의 니술내술
2021. 7. 3. 18:21, 원준오빠 : 어떰
2021. 7. 3. 18:21, abyss오재 : 개웃기네
2021. 7. 3. 18:21, abyss오재 : 좋음
2021. 7. 3. 18:22, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:22, 원준오빠 : 내술은 내꺼고 니술도 내꺼다..
2021. 7. 3. 18:22, abyss오재 : 가져와라
2021. 7. 3. 18:22, 원준오빠 : 힝구
2021. 7. 3. 18:22, 원준오빠 : 여기요..
2021. 7. 3. 18:22, abyss오재 : 오날은뭘먹ㅈ
2021. 7. 3. 18:22, abyss오재 : 소맥먹을까
2021. 7. 3. 18:22, abyss오재 : 소주속이아니네
2021. 7. 3. 18:22, abyss오재 : 근데 소맥은또배부른데
2021. 7. 3. 18:22, abyss오재 : 고민이다정말
2021. 7. 3. 18:23, 원준오빠 : 와인
2021. 7. 3. 18:23, 원준오빠 : 어떰
2021. 7. 3. 18:25, abyss오재 : 파잔골목이라
2021. 7. 3. 18:25, abyss오재 : 와인이업네
2021. 7. 3. 18:25, abyss오재 : 근데전니랑와인
2021. 7. 3. 18:25, 원준오빠 : 콜키지
2021. 7. 3. 18:25, abyss오재 : 좀어울릴거갘기도하네
2021. 7. 3. 18:25, 원준오빠 : 어떰
2021. 7. 3. 18:25, abyss오재 : 오
2021. 7. 3. 18:25, 원준오빠 : 준나멋질굿
2021. 7. 3. 18:25, abyss오재 : 그런거안되는곳같긴함
2021. 7. 3. 18:25, abyss오재 : 쪼웁
2021. 7. 3. 18:25, 원준오빠 : 그게 첫 컨텐츠다
2021. 7. 3. 18:25, abyss오재 : 전에와인
2021. 7. 3. 18:25, 원준오빠 : 힝구
2021. 7. 3. 18:25, abyss오재 : 가자
2021. 7. 3. 18:26, 원준오빠 : 전와
2021. 7. 3. 18:26, abyss오재 : 오늘갑자기
2021. 7. 3. 18:26, abyss오재 : 카메라켜면서
2021. 7. 3. 18:26, abyss오재 : 나유투브하려고
2021. 7. 3. 18:26, abyss오재 : 어늘첫방임
2021. 7. 3. 18:26, abyss오재 : 이래봄
2021. 7. 3. 18:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:26, abyss오재 : 형준이형한테
2021. 7. 3. 18:26, abyss오재 : 존나 ㅂㅅ인가
2021. 7. 3. 18:26, abyss오재 : 하겟지또
2021. 7. 3. 18:26, 경민 : 막걸리잔에
2021. 7. 3. 18:26, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:26, 경민 : 와인따라드셈
2021. 7. 3. 18:26, 원준오빠 : 형준이 보고싶네
2021. 7. 3. 18:26, 원준오빠 : 안부전햐조
2021. 7. 3. 18:26, abyss오재 : ㅇㅋㅇㅋ
2021. 7. 3. 18:26, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:26, abyss오재 : 막와
2021. 7. 3. 18:40, abyss오재 : 아
2021. 7. 3. 18:40, abyss오재 : 그존나
2021. 7. 3. 18:40, abyss오재 : 어제저녁에기억없읆대
2021. 7. 3. 18:40, abyss오재 : 티비보는데
2021. 7. 3. 18:40, abyss오재 : 뭐보면서와존맛이겟다
2021. 7. 3. 18:40, abyss오재 : 이랫는ㄷ
2021. 7. 3. 18:40, abyss오재 : 오늘아침에재방송보면서
2021. 7. 3. 18:40, abyss오재 : 와존노맛이겟다
2021. 7. 3. 18:40, abyss오재 : 이럼
2021. 7. 3. 18:40, abyss오재 : 친구가 뭐하는샠기지
2021. 7. 3. 18:40, abyss오재 : 이러면서처다봄
2021. 7. 3. 18:42, 원준오빠 : ㅁㅊ
2021. 7. 3. 18:42, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 18:44, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 20:02, 원준오빠 : 김동현 아보카도 도랏네 ㅠ
2021. 7. 3. 20:38, 원준오빠 : 9시 등장 거실분
2021. 7. 3. 20:46, 정우 : 저요
2021. 7. 3. 20:46, 원준오빠 : 지금 가능?
2021. 7. 3. 20:48, 정우 : ㄱㄴㄱㄴ
2021. 7. 3. 20:49, 원준오빠 : 궈
2021. 7. 3. 21:05, 정우 : ㅎ나 짱못하네
2021. 7. 3. 21:08, 경민 : 나도해야지...
2021. 7. 3. 21:11, 원준오빠 : ㄱㅅ
2021. 7. 3. 21:11, 원준오빠 : ㄱㄱ?
2021. 7. 3. 21:12, 경민 : 띱ㄱㄴ?
2021. 7. 3. 21:12, 정우 : 하
2021. 7. 3. 21:12, 정우 : 3천 간당간당한데
2021. 7. 3. 21:12, 정우 : 맘대로하셈
2021. 7. 3. 21:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:12, 경민 : 낮은애로오겟음
2021. 7. 3. 21:13, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:13, 정우 : ㅎ
2021. 7. 3. 21:13, 정우 : 개안낮아
2021. 7. 3. 21:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:13, 원준오빠 : ㄹㅇ
2021. 7. 3. 21:13, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:13, 원준오빠 : 개안낮
2021. 7. 3. 21:13, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:14, 경민 : 같은3짜끼리<
2021. 7. 3. 21:14, 경민 : ~
2021. 7. 3. 21:15, 정우 : 양심없음?
2021. 7. 3. 21:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:15, 경민 : 워윅내꺼
2021. 7. 3. 21:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:15, 경민 : 간다
2021. 7. 3. 21:15, 경민 : 아안나오네
2021. 7. 3. 21:17, 원준오빠 : 노양
2021. 7. 3. 21:17, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:28, 정우 : ㅎ
2021. 7. 3. 21:28, 정우 : 혼자
2021. 7. 3. 21:28, 정우 : 실력쌓으러감
2021. 7. 3. 21:29, 원준오빠 : 메린이랑 겹쳐서
2021. 7. 3. 21:30, 원준오빠 : 슬프네
2021. 7. 3. 21:30, 원준오빠 : 정우 나랑해..
2021. 7. 3. 21:31, 정우 : 엇근데
2021. 7. 3. 21:31, 정우 : 홧김에 시작해버림
2021. 7. 3. 21:31, 경민 : ㅠ
2021. 7. 3. 21:31, 정우 : ㅈㅅㅈㅅ
2021. 7. 3. 21:31, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐
2021. 7. 3. 21:31, 정우 : 한판만 달리고옴
2021. 7. 3. 21:31, 경민 : ㅈㅅ
2021. 7. 3. 21:31, 경민 : 5괴생각이엇는데ㅠ
2021. 7. 3. 21:34, 원준오빠 : ㅎ,.나도,,
2021. 7. 3. 21:34, 원준오빠 : 어쩐지 라이즈가 안나오더라
2021. 7. 3. 21:34, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐
2021. 7. 3. 21:34, 경민 : 나는
2021. 7. 3. 21:34, 경민 : 칼리가
2021. 7. 3. 21:35, 경민 : 8라때처음나옴
2021. 7. 3. 21:35, 경민 : ㅅㅂ
2021. 7. 3. 21:35, 경민 : ㅋㅋㅋ
2021. 7. 3. 21:40, 원준오빠 : 다시 도전래봐야지 괴물
2021. 7. 3. 21:43, 정우 : 캬 1승 나머지전패
2021. 7. 3. 21:43, 정우 : 애초에 남탓할실력이 아니었네
2021. 7. 3. 21:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:43, 정우 : 두판만에
2021. 7. 3. 21:43, 정우 : 2800대로 돌아옴
2021. 7. 3. 21:43, 정우 : ㅎㅎ
2021. 7. 3. 21:45, 이석준 : 사진
2021. 7. 3. 21:45, 이석준 : ??? 선생님들 이거봄??
2021. 7. 3. 21:46, abyss오재 : 이거
2021. 7. 3. 21:46, abyss오재 : 오래전
2021. 7. 3. 21:46, abyss오재 : 아니누ㅡㅠㅡ
2021. 7. 3. 21:46, abyss오재 : 통영바다
2021. 7. 3. 21:47, abyss오재 : 대댓쉬
2021. 7. 3. 21:47, 이석준 : 스눕독이
2021. 7. 3. 21:47, 이석준 : 자기 인스타에 올린거
2021. 7. 3. 21:47, 이석준 : ㄹㅈㄷ 아니누
2021. 7. 3. 21:50, 경민 : ㅅㅂ랑해
2021. 7. 3. 21:50, 경민 : 안해
2021. 7. 3. 21:50, 경민 : 나도계ㅛㅗㄱ지뉴
2021. 7. 3. 21:50, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:59, 원준오빠 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 21:59, 원준오빠 : 스눕
2021. 7. 3. 22:01, 원준오빠 : 삭제된 메시지입니다. 
2021. 7. 3. 22:02, 원준오빠 : 새쩌네
2021. 7. 3. 22:14, 원준오빠 : 아니 짬킹 맞네
2021. 7. 3. 22:15, 원준오빠 : 일처리 딱딱 잘하누
2021. 7. 3. 22:21, 원준오빠 : 오 승급람
2021. 7. 3. 22:21, 원준오빠 : 보라색 ㅎㅇ
2021. 7. 3. 22:21, 정우 : 오ㅊㅋㅊㅋ
2021. 7. 3. 22:21, 원준오빠 : 전여기까지함
2021. 7. 3. 22:21, 정우 : ㅇㅋㅇㅋ
2021. 7. 3. 22:21, 원준오빠 : ㅅㄱㅅㄱ용
2021. 7. 3. 22:21, 정우 : 한판만더한다

2021년 7월 4일 일요일
2021. 7. 4. 11:00, 정우 : ㅎㅇㅎㅇ
2021. 7. 4. 11:13, 원준오빠 : ㅎㅇㅎㅇ
2021. 7. 4. 11:15, 경민 : ㅎㅇㅎㅇ
2021. 7. 4. 12:40, 원준오빠 : 저번주 일박이일개웃기에
2021. 7. 4. 12:54, 원준오빠 : ㄷㅈ?
2021. 7. 4. 12:59, 빠충 : 하는사람손
2021. 7. 4. 12:59, 빠충 : ✋
2021. 7. 4. 12:59, 빠충 : 버스 오면 바로 아이패드꺼냄
2021. 7. 4. 13:00, 원준오빠 : 담판 ㄱㄱ
2021. 7. 4. 13:00, 빠충 : ㅇㅋㅇㅋ
2021. 7. 4. 13:02, 정우 : 오
2021. 7. 4. 13:02, 정우 : 나도담판들어감
2021. 7. 4. 13:02, 원준오빠 : ㄱㄱ
2021. 7. 4. 13:02, 빠충 : ㄲ
2021. 7. 4. 13:18, 원준오빠 : 빠충옴?
2021. 7. 4. 13:18, 빠충 : ㄱㄷ킴
2021. 7. 4. 13:18, 원준오빠 : 오
2021. 7. 4. 13:19, 정우 : 이모티콘 
2021. 7. 4. 13:19, 빠충 : 패치줕
2021. 7. 4. 13:19, 원준오빠 : 님
2021. 7. 4. 13:19, 원준오빠 : 버스 출발 드릉드릉임
2021. 7. 4. 13:19, 원준오빠 : 가주앗
2021. 7. 4. 13:20, 정우 : 가자ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ
2021. 7. 4. 13:20, 정우 : 가보자ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ
2021. 7. 4. 13:25, abyss오재 : 김민경허벅지 ㄷㄷ함
2021. 7. 4. 13:25, abyss오재 : 백지영당떨어지는거개눗겨
2021. 7. 4. 13:26, 원준오빠 : 개 소리질러진짜ㅋㅋㅋㅋㅋㅋ
2021. 7. 4. 13:26, abyss오재 : ㄹㅇ근데나무눗김
2021. 7. 4. 13:34, 빠충 : 보내졌누
2021. 7. 4. 13:36, 정우 : 나도
2021. 7. 4. 13:36, 정우 : 괜히갈아탔다
2021. 7. 4. 13:36, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 4. 13:37, 빠충 : 원준이형 클레드 개조아함
2021. 7. 4. 13:37, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 4. 13:37, 빠충 : 같이 할때마다 클레드 키우는덧
2021. 7. 4. 13:38, 빠충 : 틩겼다
2021. 7. 4. 13:38, 빠충 : 처대점
2021. 7. 4. 13:39, 정우 : ㅇㅋㅇㅋ
2021. 7. 4. 13:39, 정우 : 아직안끝나서
2021. 7. 4. 13:39, 정우 : 끝나면초대간다
2021. 7. 4. 13:39, 정우 : 아따
2021. 7. 4. 13:39, 정우 : 세다
2021. 7. 4. 13:39, 정우 : ㅊㅋㅊㅋ
2021. 7. 4. 13:39, 원준오빠 : ㄱㅅㄱㅅ
2021. 7. 4. 13:40, 정우 : 엥 빠충형 겜중으로뜨는데
2021. 7. 4. 13:40, 원준오빠 : 그러게
2021. 7. 4. 13:40, 원준오빠 : 나갔드들오셈
2021. 7. 4. 13:40, 원준오빠 : 헤이헤이
2021. 7. 4. 13:41, 빠충 : 엥
2021. 7. 4. 13:41, 빠충 : 못보고 시작함
2021. 7. 4. 13:41, 빠충 : ;
2021. 7. 4. 13:41, 빠충 : 그러면
2021. 7. 4. 13:41, 원준오빠 : 엥
2021. 7. 4. 13:41, 빠충 : 아무것도 안 사고
2021. 7. 4. 13:41, 빠충 : 빠르게 죽어봄
2021. 7. 4. 13:41, 원준오빠 : ㄴㄴ
2021. 7. 4. 13:41, 정우 : 아니
2021. 7. 4. 13:41, 정우 : 우리도 한판함
